
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_18_11_21	DPQ_11	RADIX	MARLIN	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

STAGGER:DITHER____ stats (%): [5: µ=71.75192 σ=24.097696 rms=95.84962 min=50.585102 max=112.726906]
SAWTOTH:DITHER____ stats (%): [5: µ=105.75703 σ=46.48857 rms=152.2456 min=58.351463 max=167.557]
_RANDOM:DITHER____ stats (%): [5: µ=121.50625 σ=36.99495 rms=158.5012 min=83.35988 max=179.018]
PLATEAU:DITHER____ stats (%): [6: µ=135.89636 σ=4.9244957 rms=140.82085 min=126.78214 max=141.32625]
SHUFFLE:DITHER____ stats (%): [6: µ=138.77394 σ=19.436174 rms=158.21011 min=110.4943 max=157.88162]


- size = 5000
stats (%): [202: µ=131.75224 σ=134.06793 rms=265.8202 min=27.854492 max=974.622]
STAGGER:IDENT_____ stats (%): [7: µ=80.00525 σ=43.62464 rms=123.62989 min=28.469872 max=149.43594]
SAWTOTH:IDENT_____ stats (%): [7: µ=92.47056 σ=43.061817 rms=135.53238 min=27.854492 max=142.23804]
_RANDOM:IDENT_____ stats (%): [7: µ=108.15657 σ=20.197607 rms=128.35417 min=91.433105 max=150.43735]
PLATEAU:IDENT_____ stats (%): [7: µ=104.91769 σ=0.45171165 rms=105.3694 min=104.2595 max=105.57548]
SHUFFLE:IDENT_____ stats (%): [5: µ=166.84746 σ=54.02537 rms=220.87283 min=101.19548 max=231.39026]
STAGGER:REVERSE___ stats (%): [7: µ=80.75431 σ=40.9361 rms=121.69041 min=29.399834 max=139.15492]
SAWTOTH:REVERSE___ stats (%): [7: µ=91.977486 σ=42.997902 rms=134.97539 min=27.907803 max=143.01964]
_RANDOM:REVERSE___ stats (%): [7: µ=104.98303 σ=11.485276 rms=116.468315 min=94.881546 max=126.386024]
PLATEAU:REVERSE___ stats (%): [7: µ=205.3559 σ=62.38656 rms=267.74246 min=95.07803 max=254.18262]
SHUFFLE:REVERSE___ stats (%): [5: µ=132.07422 σ=36.63062 rms=168.70485 min=95.68792 max=191.5573]
STAGGER:REVERSE_FR stats (%): [7: µ=80.811066 σ=42.981743 rms=123.79281 min=28.05132 max=144.27666]
SAWTOTH:REVERSE_FR stats (%): [7: µ=93.2338 σ=42.417587 rms=135.65138 min=28.209986 max=136.7376]
_RANDOM:REVERSE_FR stats (%): [7: µ=101.75097 σ=8.089319 rms=109.84029 min=91.095894 max=111.08879]
PLATEAU:REVERSE_FR stats (%): [7: µ=737.3585 σ=320.82797 rms=1058.1865 min=99.62629 max=974.622]
SHUFFLE:REVERSE_FR stats (%): [5: µ=152.69688 σ=37.2897 rms=189.98659 min=99.212944 max=201.58418]
STAGGER:REVERSE_BA stats (%): [7: µ=80.843124 σ=42.541183 rms=123.3843 min=29.256487 max=143.84077]
SAWTOTH:REVERSE_BA stats (%): [7: µ=90.84137 σ=47.317673 rms=138.15904 min=27.969492 max=169.72672]
_RANDOM:REVERSE_BA stats (%): [7: µ=108.41686 σ=19.330235 rms=127.74709 min=93.150276 max=149.2232]
PLATEAU:REVERSE_BA stats (%): [7: µ=110.369774 σ=14.5757675 rms=124.94554 min=103.422424 max=143.35219]
SHUFFLE:REVERSE_BA stats (%): [5: µ=146.30113 σ=42.885826 rms=189.18695 min=97.94106 max=194.82858]
STAGGER:SORT______ stats (%): [7: µ=105.140915 σ=1.1576257 rms=106.29854 min=103.42354 max=106.772385]
SAWTOTH:SORT______ stats (%): [7: µ=104.8832 σ=4.952951 rms=109.83615 min=94.33859 max=109.48047]
_RANDOM:SORT______ stats (%): [7: µ=103.68484 σ=6.3436723 rms=110.02851 min=90.661476 max=108.316635]
PLATEAU:SORT______ stats (%): [7: µ=103.83474 σ=1.0001111 rms=104.834854 min=102.12766 max=104.8434]
SHUFFLE:SORT______ stats (%): [7: µ=104.559135 σ=1.6893506 rms=106.24849 min=101.4582 max=106.46962]
STAGGER:DITHER____ stats (%): [7: µ=71.22351 σ=32.42045 rms=103.64396 min=28.801786 max=110.25715]
SAWTOTH:DITHER____ stats (%): [7: µ=111.19658 σ=28.53139 rms=139.72797 min=82.19965 max=168.9157]
_RANDOM:DITHER____ stats (%): [7: µ=105.41867 σ=9.17621 rms=114.59488 min=94.33354 max=121.902916]
PLATEAU:DITHER____ stats (%): [7: µ=130.56004 σ=9.552578 rms=140.11263 min=122.93807 max=147.13564]
SHUFFLE:DITHER____ stats (%): [7: µ=162.15991 σ=34.151005 rms=196.31091 min=127.38852 max=233.87564]



--- STATS ---
Comparing sorters DPQ_18_11_21 vs RADIX
winners  : 149 / 401
avg   (%): 104.8962  
stats (%): [1050: µ=163.50858 σ=161.98477 rms=325.49335 min=9.994448 max=906.6449]


Stats per keys:
STAGGER:IDENT_____ stats (%): [36: µ=158.32916 σ=126.03955 rms=284.3687 min=19.903498 max=526.02783]
SAWTOTH:IDENT_____ stats (%): [36: µ=150.8384 σ=141.45766 rms=292.29605 min=10.544291 max=603.5491]
_RANDOM:IDENT_____ stats (%): [35: µ=126.85417 σ=102.969536 rms=229.82372 min=16.607077 max=417.65155]
PLATEAU:IDENT_____ stats (%): [37: µ=193.78427 σ=130.92969 rms=324.71396 min=76.42277 max=685.10406]
SHUFFLE:IDENT_____ stats (%): [27: µ=132.48543 σ=177.7129 rms=310.19833 min=26.072721 max=700.0]
STAGGER:REVERSE___ stats (%): [35: µ=151.0575 σ=106.22246 rms=257.27997 min=20.69561 max=370.33554]
SAWTOTH:REVERSE___ stats (%): [36: µ=151.71063 σ=146.41722 rms=298.12784 min=12.829478 max=627.52295]
_RANDOM:REVERSE___ stats (%): [34: µ=121.053764 σ=104.64056 rms=225.69432 min=14.989505 max=419.834]
PLATEAU:REVERSE___ stats (%): [37: µ=217.40132 σ=117.38294 rms=334.78427 min=87.90323 max=619.0909]
SHUFFLE:REVERSE___ stats (%): [27: µ=149.99919 σ=154.48297 rms=304.48215 min=30.427517 max=626.6055]
STAGGER:REVERSE_FR stats (%): [37: µ=158.68181 σ=116.33646 rms=275.01828 min=21.68743 max=470.39365]
SAWTOTH:REVERSE_FR stats (%): [36: µ=122.070404 σ=92.91265 rms=214.98306 min=11.539498 max=382.79605]
_RANDOM:REVERSE_FR stats (%): [35: µ=116.24949 σ=104.593796 rms=220.84328 min=15.362783 max=422.012]
PLATEAU:REVERSE_FR stats (%): [37: µ=185.49863 σ=98.06073 rms=283.55936 min=26.713253 max=481.0585]
SHUFFLE:REVERSE_FR stats (%): [30: µ=83.31615 σ=51.222446 rms=134.53859 min=19.176823 max=194.48518]
STAGGER:REVERSE_BA stats (%): [37: µ=154.59636 σ=119.19979 rms=273.79614 min=20.412268 max=450.8597]
SAWTOTH:REVERSE_BA stats (%): [35: µ=115.19265 σ=82.569916 rms=197.76256 min=11.811455 max=387.5304]
_RANDOM:REVERSE_BA stats (%): [33: µ=124.24782 σ=106.66405 rms=230.91187 min=15.951528 max=414.31985]
PLATEAU:REVERSE_BA stats (%): [37: µ=147.5948 σ=43.151608 rms=190.74641 min=75.60976 max=284.23236]
SHUFFLE:REVERSE_BA stats (%): [31: µ=85.183815 σ=39.457054 rms=124.64087 min=32.990326 max=164.8377]
STAGGER:SORT______ stats (%): [37: µ=383.4218 σ=243.12303 rms=626.54486 min=106.930695 max=906.6449]
SAWTOTH:SORT______ stats (%): [37: µ=347.00375 σ=258.99136 rms=605.9951 min=74.01289 max=900.3279]
_RANDOM:SORT______ stats (%): [37: µ=348.7416 σ=256.76797 rms=605.5096 min=74.03292 max=896.1454]
PLATEAU:SORT______ stats (%): [37: µ=192.76157 σ=131.64987 rms=324.41144 min=77.86885 max=688.24176]
SHUFFLE:SORT______ stats (%): [37: µ=371.38 σ=226.34854 rms=597.7286 min=106.930695 max=716.2459]
STAGGER:DITHER____ stats (%): [35: µ=122.11322 σ=92.750946 rms=214.86417 min=18.753288 max=377.11472]
SAWTOTH:DITHER____ stats (%): [36: µ=69.66663 σ=69.997986 rms=139.66461 min=12.257886 max=305.56857]
_RANDOM:DITHER____ stats (%): [35: µ=92.10735 σ=107.97636 rms=200.08371 min=12.236988 max=407.36145]
PLATEAU:DITHER____ stats (%): [36: µ=24.533283 σ=9.012176 rms=33.54546 min=12.265193 max=54.154305]
SHUFFLE:DITHER____ stats (%): [35: µ=30.464113 σ=21.317532 rms=51.781647 min=9.994448 max=111.374214]


stats per keys and sizes:
- size = 50
stats (%): [114: µ=106.96583 σ=105.570404 rms=212.53624 min=18.55346 max=627.52295]
STAGGER:IDENT_____ stats (%): [4: µ=60.019962 σ=48.567104 rms=108.58707 min=19.903498 max=122.86996]
SAWTOTH:IDENT_____ stats (%): [4: µ=108.06315 σ=43.88567 rms=151.94882 min=49.043716 max=142.66667]
_RANDOM:IDENT_____ stats (%): [4: µ=79.85613 σ=64.37497 rms=144.23111 min=23.923445 max=140.78947]
PLATEAU:IDENT_____ stats (%): [4: µ=142.33333 σ=0.6666667 rms=143.0 min=141.33333 max=142.66667]
SHUFFLE:IDENT_____ stats (%): [3: µ=80.68877 σ=56.32938 rms=137.01814 min=36.119404 max=144.0]
STAGGER:REVERSE___ stats (%): [4: µ=89.02676 σ=92.39251 rms=181.41927 min=23.637344 max=220.38461]
SAWTOTH:REVERSE___ stats (%): [4: µ=234.38841 σ=265.24936 rms=499.6378 min=46.191647 max=627.52295]
_RANDOM:REVERSE___ stats (%): [4: µ=52.859344 σ=58.28595 rms=111.145294 min=21.637093 max=140.25974]
PLATEAU:REVERSE___ stats (%): [4: µ=351.671 σ=205.0997 rms=556.7707 min=164.10257 max=619.0909]
SHUFFLE:REVERSE___ stats (%): [2: µ=357.09634 σ=381.14352 rms=738.23987 min=87.587166 max=626.6055]
STAGGER:REVERSE_FR stats (%): [4: µ=76.94682 σ=77.09115 rms=154.03796 min=21.68743 max=185.95041]
SAWTOTH:REVERSE_FR stats (%): [4: µ=97.13883 σ=39.65594 rms=136.79477 min=47.938145 max=138.96104]
_RANDOM:REVERSE_FR stats (%): [4: µ=53.41618 σ=59.139294 rms=112.55547 min=22.083805 max=142.10527]
PLATEAU:REVERSE_FR stats (%): [4: µ=160.52393 σ=50.92034 rms=211.44426 min=116.51786 max=231.31313]
SHUFFLE:REVERSE_FR stats (%): [3: µ=84.51583 σ=33.336166 rms=117.852 min=49.931034 max=116.44444]
STAGGER:REVERSE_BA stats (%): [4: µ=69.983505 σ=66.36333 rms=136.34683 min=22.133028 max=163.33333]
SAWTOTH:REVERSE_BA stats (%): [4: µ=92.66372 σ=41.800617 rms=134.46434 min=45.58259 max=138.96104]
_RANDOM:REVERSE_BA stats (%): [4: µ=53.166245 σ=58.421566 rms=111.58781 min=22.77061 max=140.78947]
PLATEAU:REVERSE_BA stats (%): [4: µ=132.80743 σ=19.400648 rms=152.20808 min=103.77358 max=144.0]
SHUFFLE:REVERSE_BA stats (%): [3: µ=78.512115 σ=32.90497 rms=111.41708 min=48.49315 max=113.69295]
STAGGER:SORT______ stats (%): [4: µ=133.46428 σ=17.75664 rms=151.22092 min=106.930695 max=144.0]
SAWTOTH:SORT______ stats (%): [4: µ=133.33463 σ=18.348835 rms=151.68346 min=105.882355 max=144.0]
_RANDOM:SORT______ stats (%): [4: µ=132.08945 σ=17.498089 rms=149.58754 min=105.9406 max=142.66667]
PLATEAU:SORT______ stats (%): [4: µ=133.34918 σ=18.31979 rms=151.66898 min=105.9406 max=144.0]
SHUFFLE:SORT______ stats (%): [4: µ=133.26338 σ=17.57741 rms=150.84079 min=106.930695 max=142.66667]
STAGGER:DITHER____ stats (%): [4: µ=40.36377 σ=24.147476 rms=64.511246 min=21.289179 max=73.185486]
SAWTOTH:DITHER____ stats (%): [4: µ=38.019474 σ=18.090534 rms=56.11001 min=21.837349 max=53.925926]
_RANDOM:DITHER____ stats (%): [4: µ=31.120764 σ=14.883225 rms=46.003986 min=23.251848 max=53.440704]
PLATEAU:DITHER____ stats (%): [4: µ=41.44438 σ=14.629869 rms=56.07425 min=21.771772 max=54.154305]
SHUFFLE:DITHER____ stats (%): [3: µ=21.168528 σ=2.726388 rms=23.894915 min=18.55346 max=23.99404]


- size = 100
stats (%): [115: µ=92.63674 σ=67.99607 rms=160.63281 min=10.948215 max=253.52113]
STAGGER:IDENT_____ stats (%): [4: µ=78.176895 σ=66.75432 rms=144.93121 min=20.447609 max=162.954]
SAWTOTH:IDENT_____ stats (%): [3: µ=112.90665 σ=117.613075 rms=230.51973 min=12.530915 max=242.31805]
_RANDOM:IDENT_____ stats (%): [4: µ=56.01151 σ=33.510303 rms=89.52181 min=26.627998 max=86.932846]
PLATEAU:IDENT_____ stats (%): [4: µ=110.70405 σ=49.057762 rms=159.76181 min=76.42277 max=182.78688]
SHUFFLE:IDENT_____ stats (%): [2: µ=125.39295 σ=76.76612 rms=202.15907 min=71.111115 max=179.67479]
STAGGER:REVERSE___ stats (%): [4: µ=98.55099 σ=100.47063 rms=199.02162 min=20.69561 max=234.78261]
SAWTOTH:REVERSE___ stats (%): [4: µ=87.138245 σ=66.86924 rms=154.00749 min=12.829478 max=175.16779]
_RANDOM:REVERSE___ stats (%): [4: µ=61.109978 σ=42.312508 rms=103.422485 min=25.615364 max=109.93658]
PLATEAU:REVERSE___ stats (%): [4: µ=134.66891 σ=68.418434 rms=203.08734 min=87.90323 max=232.96703]
SHUFFLE:REVERSE___ stats (%): [3: µ=131.15512 σ=85.53783 rms=216.69295 min=76.482216 max=229.72974]
STAGGER:REVERSE_FR stats (%): [4: µ=90.4522 σ=89.332596 rms=179.78479 min=26.363182 max=217.11111]
SAWTOTH:REVERSE_FR stats (%): [4: µ=100.76207 σ=87.414825 rms=188.1769 min=11.539498 max=221.08844]
_RANDOM:REVERSE_FR stats (%): [4: µ=63.12561 σ=44.200813 rms=107.32642 min=26.418068 max=115.66524]
PLATEAU:REVERSE_FR stats (%): [4: µ=143.3745 σ=81.8838 rms=225.25829 min=77.23577 max=253.52113]
SHUFFLE:REVERSE_FR stats (%): [4: µ=80.42389 σ=58.327858 rms=138.75175 min=19.176823 max=158.08824]
STAGGER:REVERSE_BA stats (%): [4: µ=76.62716 σ=74.00806 rms=150.63521 min=20.412268 max=177.50557]
SAWTOTH:REVERSE_BA stats (%): [4: µ=79.37304 σ=47.499958 rms=126.873 min=11.811455 max=120.67381]
_RANDOM:REVERSE_BA stats (%): [4: µ=60.264084 σ=38.601234 rms=98.86532 min=26.24803 max=102.819954]
PLATEAU:REVERSE_BA stats (%): [4: µ=93.21858 σ=16.993763 rms=110.21235 min=75.60976 max=112.69841]
SHUFFLE:REVERSE_BA stats (%): [4: µ=86.694374 σ=17.397484 rms=104.09186 min=65.27446 max=107.852196]
STAGGER:SORT______ stats (%): [4: µ=182.42758 σ=2.5900617 rms=185.01764 min=180.32787 max=185.95041]
SAWTOTH:SORT______ stats (%): [4: µ=160.0793 σ=50.64841 rms=210.7277 min=84.42623 max=191.80328]
_RANDOM:SORT______ stats (%): [4: µ=172.34338 σ=61.266373 rms=233.60976 min=85.2459 max=227.86885]
PLATEAU:SORT______ stats (%): [4: µ=110.69073 σ=47.537243 rms=158.22797 min=77.86885 max=180.32787]
SHUFFLE:SORT______ stats (%): [4: µ=180.4095 σ=0.60478336 rms=181.01428 min=179.67479 max=181.14754]
STAGGER:DITHER____ stats (%): [4: µ=42.319283 σ=38.943134 rms=81.26242 min=18.753288 max=100.34129]
SAWTOTH:DITHER____ stats (%): [4: µ=22.573847 σ=7.8879485 rms=30.461796 min=12.257886 max=31.42233]
_RANDOM:DITHER____ stats (%): [4: µ=21.109383 σ=7.59537 rms=28.704752 min=12.236988 max=28.062601]
PLATEAU:DITHER____ stats (%): [4: µ=15.202592 σ=3.7962193 rms=18.998812 min=12.265193 max=20.512821]
SHUFFLE:DITHER____ stats (%): [3: µ=12.975822 σ=3.3011694 rms=16.276993 min=10.948215 max=16.785038]


- size = 200
stats (%): [136: µ=126.92143 σ=100.12022 rms=227.04166 min=9.994448 max=366.66666]
STAGGER:IDENT_____ stats (%): [4: µ=78.95111 σ=44.109867 rms=123.06098 min=35.847527 max=119.56124]
SAWTOTH:IDENT_____ stats (%): [5: µ=128.56519 σ=105.21008 rms=233.77527 min=10.544291 max=277.01865]
_RANDOM:IDENT_____ stats (%): [4: µ=85.967285 σ=47.87255 rms=133.83984 min=45.68684 max=143.4838]
PLATEAU:IDENT_____ stats (%): [5: µ=166.58212 σ=67.080635 rms=233.66277 min=116.98113 max=273.29193]
SHUFFLE:IDENT_____ stats (%): [2: µ=152.06375 σ=175.8345 rms=327.89825 min=27.72998 max=276.39752]
STAGGER:REVERSE___ stats (%): [5: µ=106.16695 σ=101.76255 rms=207.92949 min=40.010967 max=272.0848]
SAWTOTH:REVERSE___ stats (%): [5: µ=134.92683 σ=124.87361 rms=259.80045 min=22.404486 max=344.79166]
_RANDOM:REVERSE___ stats (%): [5: µ=80.0218 σ=50.300533 rms=130.32233 min=41.535557 max=156.06694]
PLATEAU:REVERSE___ stats (%): [5: µ=196.51064 σ=96.421 rms=292.93164 min=117.10526 max=348.08362]
SHUFFLE:REVERSE___ stats (%): [3: µ=156.03503 σ=168.66304 rms=324.69806 min=30.427517 max=347.7352]
STAGGER:REVERSE_FR stats (%): [5: µ=105.75349 σ=107.70472 rms=213.4582 min=40.423832 max=290.54916]
SAWTOTH:REVERSE_FR stats (%): [5: µ=94.61863 σ=45.60929 rms=140.22792 min=25.572119 max=141.68976]
_RANDOM:REVERSE_FR stats (%): [5: µ=68.658295 σ=34.31832 rms=102.976616 min=41.897316 max=108.58896]
PLATEAU:REVERSE_FR stats (%): [5: µ=169.87747 σ=94.50125 rms=264.37872 min=118.125 max=338.0734]
SHUFFLE:REVERSE_FR stats (%): [3: µ=86.87599 σ=55.01895 rms=141.89494 min=31.906675 max=141.94444]
STAGGER:REVERSE_BA stats (%): [5: µ=97.35752 σ=96.15221 rms=193.50974 min=36.543587 max=261.84378]
SAWTOTH:REVERSE_BA stats (%): [4: µ=111.65756 σ=35.64143 rms=147.299 min=74.274025 max=160.125]
_RANDOM:REVERSE_BA stats (%): [4: µ=59.836967 σ=31.670105 rms=91.50707 min=43.055557 max=107.31707]
PLATEAU:REVERSE_BA stats (%): [5: µ=143.90125 σ=30.826145 rms=174.72739 min=118.30065 max=191.30435]
SHUFFLE:REVERSE_BA stats (%): [4: µ=95.88991 σ=52.590786 rms=148.4807 min=32.990326 max=158.53052]
STAGGER:SORT______ stats (%): [5: µ=284.25 σ=9.7066345 rms=293.95663 min=274.375 max=295.0]
SAWTOTH:SORT______ stats (%): [5: µ=260.85535 σ=91.62036 rms=352.4757 min=108.1761 max=356.25]
_RANDOM:SORT______ stats (%): [5: µ=269.18762 σ=96.459595 rms=365.64722 min=107.31707 max=366.66666]
PLATEAU:SORT______ stats (%): [5: µ=166.04349 σ=67.51537 rms=233.55885 min=115.527954 max=274.375]
SHUFFLE:SORT______ stats (%): [5: µ=280.68042 σ=3.9150689 rms=284.5955 min=276.10062 max=286.9281]
STAGGER:DITHER____ stats (%): [4: µ=60.378845 σ=39.430088 rms=99.80894 min=35.73897 max=119.1247]
SAWTOTH:DITHER____ stats (%): [5: µ=30.626202 σ=12.599919 rms=43.22612 min=15.967344 max=44.762886]
_RANDOM:DITHER____ stats (%): [5: µ=36.233078 σ=11.630448 rms=47.86353 min=19.509045 max=46.891724]
PLATEAU:DITHER____ stats (%): [4: µ=18.129711 σ=2.985635 rms=21.115345 min=15.29661 max=21.623363]
SHUFFLE:DITHER____ stats (%): [5: µ=16.225492 σ=7.596158 rms=23.82165 min=9.994448 max=28.703245]


- size = 500
stats (%): [142: µ=166.27736 σ=160.27022 rms=326.54758 min=14.440345 max=634.0741]
STAGGER:IDENT_____ stats (%): [5: µ=136.9609 σ=116.35138 rms=253.31229 min=66.72191 max=337.19513]
SAWTOTH:IDENT_____ stats (%): [5: µ=148.94705 σ=155.98692 rms=304.93396 min=14.440345 max=409.43628]
_RANDOM:IDENT_____ stats (%): [5: µ=73.984825 σ=47.570763 rms=121.55559 min=16.607077 max=146.66667]
PLATEAU:IDENT_____ stats (%): [5: µ=232.77383 σ=151.22128 rms=383.99512 min=151.29152 max=501.10294]
SHUFFLE:IDENT_____ stats (%): [5: µ=128.48773 σ=193.48857 rms=321.9763 min=26.072721 max=474.16974]
STAGGER:REVERSE___ stats (%): [4: µ=81.75123 σ=31.45002 rms=113.20125 min=61.050156 max=128.1857]
SAWTOTH:REVERSE___ stats (%): [5: µ=138.12276 σ=136.99828 rms=275.12103 min=15.125324 max=363.9774]
_RANDOM:REVERSE___ stats (%): [4: µ=72.46352 σ=55.91613 rms=128.37964 min=14.989505 max=147.03703]
PLATEAU:REVERSE___ stats (%): [5: µ=224.75793 σ=78.408424 rms=303.16635 min=167.64706 max=354.16666]
SHUFFLE:REVERSE___ stats (%): [3: µ=161.30653 σ=180.79202 rms=342.09854 min=50.47162 max=369.93127]
STAGGER:REVERSE_FR stats (%): [5: µ=124.6303 σ=86.274826 rms=210.90512 min=63.088978 max=264.9493]
SAWTOTH:REVERSE_FR stats (%): [5: µ=126.77781 σ=118.32389 rms=245.1017 min=15.003686 max=316.90347]
_RANDOM:REVERSE_FR stats (%): [5: µ=72.77294 σ=48.089687 rms=120.862625 min=15.362783 max=147.23247]
PLATEAU:REVERSE_FR stats (%): [5: µ=222.94098 σ=104.56049 rms=327.50146 min=166.62546 max=409.6154]
SHUFFLE:REVERSE_FR stats (%): [4: µ=85.91942 σ=71.426056 rms=157.34547 min=31.64483 max=187.57726]
STAGGER:REVERSE_BA stats (%): [5: µ=144.0379 σ=138.9222 rms=282.9601 min=58.505886 max=387.4308]
SAWTOTH:REVERSE_BA stats (%): [5: µ=107.75792 σ=79.84829 rms=187.60622 min=14.944099 max=219.70444]
_RANDOM:REVERSE_BA stats (%): [4: µ=79.02918 σ=53.6075 rms=132.63669 min=15.951528 max=147.03703]
PLATEAU:REVERSE_BA stats (%): [5: µ=151.69327 σ=35.47351 rms=187.16678 min=97.93887 max=197.05882]
SHUFFLE:REVERSE_BA stats (%): [4: µ=77.39539 σ=45.815998 rms=123.21139 min=37.166912 max=140.48538]
STAGGER:SORT______ stats (%): [5: µ=477.21844 σ=6.3348627 rms=483.5533 min=469.23077 max=485.29413]
SAWTOTH:SORT______ stats (%): [5: µ=427.96863 σ=159.6452 rms=587.61383 min=146.49446 max=541.85187]
_RANDOM:SORT______ stats (%): [5: µ=446.5462 σ=181.63759 rms=628.1838 min=145.95589 max=634.0741]
PLATEAU:SORT______ stats (%): [5: µ=233.24506 σ=153.18443 rms=386.4295 min=150.18451 max=505.16605]
SHUFFLE:SORT______ stats (%): [5: µ=473.8949 σ=2.0918365 rms=475.98672 min=472.32474 max=477.12177]
STAGGER:DITHER____ stats (%): [5: µ=82.2009 σ=34.31189 rms=116.51278 min=62.00953 max=143.33333]
SAWTOTH:DITHER____ stats (%): [5: µ=48.498684 σ=26.27383 rms=74.772514 min=18.564724 max=75.12267]
_RANDOM:DITHER____ stats (%): [4: µ=44.45349 σ=28.970015 rms=73.42351 min=18.575697 max=80.03907]
PLATEAU:DITHER____ stats (%): [5: µ=22.555552 σ=4.7303004 rms=27.285852 min=18.310036 max=29.895607]
SHUFFLE:DITHER____ stats (%): [5: µ=25.90895 σ=11.856062 rms=37.76501 min=15.664605 max=45.480408]


- size = 1000
stats (%): [172: µ=202.3261 σ=205.22438 rms=407.55048 min=16.894943 max=852.26337]
STAGGER:IDENT_____ stats (%): [6: µ=159.82587 σ=157.55493 rms=317.3808 min=70.94662 max=473.46118]
SAWTOTH:IDENT_____ stats (%): [6: µ=191.5312 σ=217.11134 rms=408.64255 min=17.415897 max=603.5491]
_RANDOM:IDENT_____ stats (%): [6: µ=97.291275 σ=59.863705 rms=157.15498 min=16.894943 max=175.88495]
PLATEAU:IDENT_____ stats (%): [6: µ=266.76675 σ=170.64476 rms=437.4115 min=168.26723 max=602.2869]
SHUFFLE:IDENT_____ stats (%): [4: µ=192.44722 σ=274.54074 rms=466.98795 min=35.26607 max=602.9106]
STAGGER:REVERSE___ stats (%): [6: µ=152.2763 σ=112.8805 rms=265.1568 min=69.439476 max=368.86258]
SAWTOTH:REVERSE___ stats (%): [6: µ=158.13116 σ=151.91478 rms=310.04596 min=17.303404 max=432.64203]
_RANDOM:REVERSE___ stats (%): [4: µ=97.43461 σ=64.950455 rms=162.38506 min=17.315922 max=175.83148]
PLATEAU:REVERSE___ stats (%): [6: µ=266.47018 σ=90.26446 rms=356.73465 min=202.55103 max=434.47964]
SHUFFLE:REVERSE___ stats (%): [5: µ=156.73198 σ=154.35603 rms=311.088 min=49.171474 max=428.20053]
STAGGER:REVERSE_FR stats (%): [6: µ=148.74496 σ=133.30986 rms=282.05484 min=66.63211 max=410.45236]
SAWTOTH:REVERSE_FR stats (%): [6: µ=111.99943 σ=73.23112 rms=185.23055 min=17.227942 max=176.56396]
_RANDOM:REVERSE_FR stats (%): [6: µ=89.46767 σ=54.292027 rms=143.75969 min=19.166359 max=175.49669]
PLATEAU:REVERSE_FR stats (%): [6: µ=238.42255 σ=100.20588 rms=338.62842 min=175.59912 max=441.56207]
SHUFFLE:REVERSE_FR stats (%): [5: µ=97.26722 σ=60.29581 rms=157.56303 min=40.19858 max=175.82005]
STAGGER:REVERSE_BA stats (%): [6: µ=142.53053 σ=133.05223 rms=275.58276 min=61.381073 max=405.83472]
SAWTOTH:REVERSE_BA stats (%): [5: µ=106.63786 σ=74.41454 rms=181.0524 min=17.368969 max=174.6696]
_RANDOM:REVERSE_BA stats (%): [6: µ=90.1277 σ=55.062656 rms=145.19035 min=18.230167 max=173.84616]
PLATEAU:REVERSE_BA stats (%): [6: µ=190.94136 σ=47.581924 rms=238.52328 min=155.40839 max=284.23236]
SHUFFLE:REVERSE_BA stats (%): [5: µ=89.3089 σ=43.206463 rms=132.51537 min=47.577854 max=155.54636]
STAGGER:SORT______ stats (%): [6: µ=632.58795 σ=52.14288 rms=684.73083 min=603.11206 max=738.4937]
SAWTOTH:SORT______ stats (%): [6: µ=580.92413 σ=232.22034 rms=813.1445 min=174.6696 max=852.26337]
_RANDOM:SORT______ stats (%): [6: µ=572.0813 σ=232.67796 rms=804.7592 min=174.88986 max=840.41235]
PLATEAU:SORT______ stats (%): [6: µ=264.8657 σ=170.20612 rms=435.0718 min=168.61925 max=600.4149]
SHUFFLE:SORT______ stats (%): [6: µ=601.56494 σ=2.907032 rms=604.472 min=597.10144 max=605.0]
STAGGER:DITHER____ stats (%): [6: µ=94.938095 σ=36.038162 rms=130.97626 min=74.6114 max=167.72192]
SAWTOTH:DITHER____ stats (%): [6: µ=57.07226 σ=32.376762 rms=89.44903 min=21.3716 max=99.378136]
_RANDOM:DITHER____ stats (%): [6: µ=70.12426 σ=43.8739 rms=113.99816 min=21.382338 max=120.1586]
PLATEAU:DITHER____ stats (%): [6: µ=23.448145 σ=3.3217747 rms=26.76992 min=20.88198 max=28.504389]
SHUFFLE:DITHER____ stats (%): [6: µ=29.671558 σ=10.002671 rms=39.67423 min=21.267391 max=46.116905]


- size = 2000
stats (%): [169: µ=244.6047 σ=227.85617 rms=472.46088 min=18.977098 max=906.6449]
STAGGER:IDENT_____ stats (%): [6: µ=233.11412 σ=146.60587 rms=379.71997 min=129.17273 max=526.02783]
SAWTOTH:IDENT_____ stats (%): [6: µ=173.86415 σ=179.15675 rms=353.0209 min=19.34788 max=512.8979]
