
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 60
lreps: 9 with reps: 3

Warmup length: 10001 reps: 60
lreps: 9 with reps: 3

total: 600120
  End warm up (21060 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (min time + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of       2.00 % , convergence at       4.00 sigma with max test duration =    3000.00 ms.


COLUMNS:Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11I	DPQ_18_11P	RADIX	MARLIN	[DPQ_11 % DPQ_18_11_21]

lreps: 9 with reps: 15695

1000 1  PLATEAU DITHER____	   0.000199	   0.003647	   0.003106	   0.003036	   0.003143	   0.012842	   0.019801	    117.42 % .!!.
1000 1  SHUFFLE DITHER____	   0.000199	   0.006137	   0.004298	   0.003662	   0.004434	   0.016237	   0.009396	    142.78 % .!!!.
1000 4  STAGGER IDENT_____	   0.000199	   0.007908	   0.015877	   0.012706	   0.015645	   0.006967	   0.011219	     49.81 % 
1000 4  SAWTOTH IDENT_____	   0.000199	   0.003248	   0.002339	   0.002330	   0.002380	   0.012784	   0.020586	    138.85 % .!!!.
1000 4  _RANDOM IDENT_____	   0.000199	   0.003933	   0.002451	   0.002395	   0.002415	   0.012871	   0.019621	    160.47 % .!!!!.
1000 4  PLATEAU IDENT_____	   0.000199	   0.000493	   0.000789	   0.000789	   0.000782	   0.000463	   0.003801	     62.45 % 
1000 4  SHUFFLE IDENT_____	   0.000199	   0.010012	   0.010989	   0.008723	   0.010999	   0.018680	   0.017149	     91.11 % 
1000 4  STAGGER REVERSE___	   0.000199	   0.008631	   0.017399	   0.013719	   0.017761	   0.007657	   0.018108	     49.60 % 
1000 4  SAWTOTH REVERSE___	   0.000199	   0.003619	   0.002407	   0.002434	   0.002335	   0.012908	   0.020815	    150.34 % .!!!.
1000 4  _RANDOM REVERSE___	   0.000199	   0.004319	   0.002495	   0.002535	   0.002536	   0.012868	   0.019862	    173.07 % .!!!!.
1000 4  PLATEAU REVERSE___	   0.000199	   0.001259	   0.000786	   0.000785	   0.000781	   0.000384	   0.003863	    160.09 % .!!!!.
1000 4  SHUFFLE REVERSE___	   0.000199	   0.010081	   0.011553	   0.009785	   0.011386	   0.018719	   0.021935	     87.25 % 
1000 4  STAGGER REVERSE_FR	   0.000199	   0.008245	   0.016393	   0.013043	   0.016801	   0.007285	   0.014601	     50.30 % 
1000 4  SAWTOTH REVERSE_FR	   0.000199	   0.003794	$   0.002863	   0.002605	$   0.003006	   0.012917	   0.020670	    132.53 % .!!!.
1000 4  _RANDOM REVERSE_FR	   0.000199	   0.003914	   0.002577	   0.002638	   0.002821	   0.012909	   0.019771	    151.87 % .!!!.
1000 4  PLATEAU REVERSE_FR	   0.000199	   0.003346	   0.000817	   0.000821	   0.000806	   0.000399	   0.003872	    409.35 % .!!!!!.
1000 4  SHUFFLE REVERSE_FR	   0.000199	   0.011302	   0.011268	   0.008571	   0.011962	   0.018609	   0.019341	    100.30 % ..
1000 4  STAGGER REVERSE_BA	   0.000199	   0.008657	   0.015598	   0.012543	   0.016090	   0.007504	   0.014724	     55.50 % 
1000 4  SAWTOTH REVERSE_BA	   0.000199	   0.003426	   0.002215	   0.002294	   0.002254	   0.012790	   0.020923	    154.67 % .!!!.
1000 4  _RANDOM REVERSE_BA	   0.000199	   0.003814	   0.002577	   0.002498	   0.002505	   0.012890	   0.019681	    148.02 % .!!!.
1000 4  PLATEAU REVERSE_BA	   0.000199	   0.000492	   0.000789	   0.000789	   0.000782	   0.000463	   0.003800	     62.43 % 
1000 4  SHUFFLE REVERSE_BA	   0.000199	   0.009506	   0.013854	   0.011179	   0.013613	   0.018669	   0.019384	     68.62 % 
1000 4  STAGGER SORT______	   0.000199	   0.000494	   0.003587	$   0.002996	   0.003872	   0.000461	   0.003261	     13.77 % 
1000 4  SAWTOTH SORT______	   0.000199	   0.000499	   0.002278	   0.002291	   0.002290	   0.000446	   0.003792	     21.90 % 
1000 4  _RANDOM SORT______	   0.000199	   0.000497	   0.001933	   0.001937	   0.001923	   0.000446	   0.003777	     25.71 % 
1000 4  PLATEAU SORT______	   0.000199	   0.000492	   0.000789	   0.000789	   0.000782	   0.000463	   0.003801	     62.41 % 
1000 4  SHUFFLE SORT______	   0.000199	   0.000492	   0.003420	   0.002862	   0.003701	   0.000463	   0.003261	     14.39 % 
1000 4  STAGGER DITHER____	   0.000199	   0.007902	   0.015880	   0.012686	   0.015666	   0.006973	   0.011208	     49.76 % 
1000 4  SAWTOTH DITHER____	   0.000199	   0.004817	   0.003401	   0.003321	   0.003420	   0.012820	   0.020819	    141.64 % .!!!.
1000 4  _RANDOM DITHER____	   0.000199	   0.004338	   0.003860	   0.003381	$!  0.004213	   0.012845	   0.021098	    112.39 % .!!.
1000 4  PLATEAU DITHER____	   0.000199	   0.003655	   0.003314	   0.003218	   0.003446	   0.012804	   0.019653	    110.28 % .!!.
1000 4  SHUFFLE DITHER____	   0.000199	   0.010050	   0.010925	   0.008603	   0.010801	   0.018117	   0.017402	     92.00 % 
1000 16  STAGGER IDENT_____	   0.000199	   0.014092	   0.014228	   0.012716	   0.014459	   0.017738	   0.014839	     99.05 % 
1000 16  SAWTOTH IDENT_____	   0.000199	   0.018069	   0.006775	   0.005411	   0.006861	   0.012918	   0.018337	    266.70 % .!!!!!.
1000 16  _RANDOM IDENT_____	   0.000199	   0.006293	   0.005821	   0.004949	$   0.005870	   0.012834	   0.024947	    108.11 % .!.
1000 16  PLATEAU IDENT_____	   0.000199	   0.000492	   0.000813	   0.000803	   0.000808	   0.000463	   0.003799	     60.56 % 
1000 16  SHUFFLE IDENT_____	   0.000199	   0.011809	   0.008137	   0.006999	   0.008259	   0.019219	   0.013827	    145.12 % .!!!.
1000 16  STAGGER REVERSE___	   0.000199	   0.014879	   0.014387	   0.012888	   0.014793	   0.018515	   0.021721	    103.41 % ..
1000 16  SAWTOTH REVERSE___	   0.000199	   0.018985	   0.008218	   0.005478	   0.008179	   0.013093	   0.023018	    231.02 % .!!!!!.
1000 16  _RANDOM REVERSE___	   0.000199	   0.006375	   0.005630	   0.005042	$   0.005583	   0.012840	   0.025393	    113.23 % .!!.
1000 16  PLATEAU REVERSE___	   0.000199	   0.001267	   0.000841	   0.000823	   0.000832	   0.000402	   0.003927	    150.55 % .!!!.
1000 16  SHUFFLE REVERSE___	   0.000199	   0.012658	!  0.011466	$   0.008856	!  0.011596	   0.019736	   0.020324	    110.40 % .!!.
1000 16  STAGGER REVERSE_FR	   0.000199	   0.014256	   0.015992	   0.013319	   0.016498	   0.018114	   0.018171	     89.14 % 
1000 16  SAWTOTH REVERSE_FR	   0.000199	   0.018582	   0.005655	   0.005257	   0.005845	   0.013086	   0.020491	    328.60 % .!!!!!.
1000 16  _RANDOM REVERSE_FR	   0.000199	   0.005945	   0.007160	   0.005354	$   0.006695	   0.012817	   0.025341	     83.03 % 
1000 16  PLATEAU REVERSE_FR	   0.000199	   0.003343	   0.000850	   0.000845	   0.000842	   0.000414	   0.003933	    393.16 % .!!!!!.
1000 16  SHUFFLE REVERSE_FR	   0.000199	   0.012558	   0.009431	   0.007357	   0.009487	   0.019419	   0.017002	    133.16 % .!!!.
1000 16  STAGGER REVERSE_BA	   0.000199	   0.014526	   0.015019	   0.013538	   0.016628	   0.018048	   0.018209	     96.72 % 
1000 16  SAWTOTH REVERSE_BA	   0.000199	   0.018932	   0.005569	   0.004822	   0.005593	   0.012911	   0.020703	    339.94 % .!!!!!.
1000 16  _RANDOM REVERSE_BA	   0.000199	   0.006515	   0.006379	   0.005572	$   0.006458	   0.012845	   0.024979	    102.12 % ..
1000 16  PLATEAU REVERSE_BA	   0.000199	   0.000493	   0.000813	   0.000803	   0.000808	   0.000463	   0.003797	     60.59 % 
1000 16  SHUFFLE REVERSE_BA	   0.000199	   0.012530	   0.010943	   0.009009	   0.011009	   0.019922	   0.016963	    114.50 % .!!.
1000 16  STAGGER SORT______	   0.000199	   0.000492	   0.003528	   0.002861	   0.003706	   0.000463	   0.003261	     13.95 % 
1000 16  SAWTOTH SORT______	   0.000199	   0.000492	   0.004158	   0.004065	   0.004231	   0.000464	   0.003540	     11.83 % 
1000 16  _RANDOM SORT______	   0.000199	   0.000491	   0.003853	   0.003470	   0.003918	   0.000465	   0.003654	     12.74 % 
1000 16  PLATEAU SORT______	   0.000199	   0.000492	   0.000813	   0.000803	   0.000808	   0.000463	   0.003799	     60.55 % 
1000 16  SHUFFLE SORT______	   0.000199	   0.000492	   0.003530	   0.002862	   0.003706	   0.000463	   0.003261	     13.95 % 
1000 16  STAGGER DITHER____	   0.000199	   0.014087	   0.014598	   0.013211	   0.015271	   0.017715	   0.014943	     96.50 % 
1000 16  SAWTOTH DITHER____	   0.000199	   0.005974	   0.007589	   0.006265	   0.007079	   0.012852	   0.019768	     78.72 % 
1000 16  _RANDOM DITHER____	   0.000199	   0.006684	!  0.007545	   0.006052	$   0.007034	   0.012870	   0.026135	     88.59 % 
1000 16  PLATEAU DITHER____	   0.000199	   0.003665	   0.003004	   0.002910	   0.002962	   0.012869	   0.019635	    121.99 % .!!!.
1000 16  SHUFFLE DITHER____	   0.000199	   0.009521	   0.008503	   0.007422	   0.008695	   0.019302	   0.014702	    111.98 % .!!.
1000 64  STAGGER IDENT_____	   0.000199	   0.020811	   0.015675	   0.013697	   0.016794	   0.015026	   0.018264	    132.77 % .!!!.
1000 64  SAWTOTH IDENT_____	   0.000199	   0.011719	   0.013955	   0.011871	   0.014746	   0.013357	   0.014762	     83.98 % 
1000 64  _RANDOM IDENT_____	   0.000199	   0.014379	$!  0.016693	   0.011539	   0.016837	   0.012960	   0.033109	     86.14 % 
1000 64  PLATEAU IDENT_____	   0.000199	   0.000492	   0.000911	   0.000912	   0.000863	   0.000463	   0.003760	     54.08 % 
1000 64  SHUFFLE IDENT_____	   0.000199	   0.011157	   0.005790	   0.004749	   0.006156	!  0.014372	   0.008896	    192.69 % .!!!!.
1000 64  STAGGER REVERSE___	   0.000199	   0.022074	   0.014314	   0.012891	   0.014398	   0.015287	   0.022453	    154.22 % .!!!.
1000 64  SAWTOTH REVERSE___	   0.000199	   0.012514	   0.016015	   0.012809	   0.016249	   0.013960	   0.021342	     78.14 % 
1000 64  _RANDOM REVERSE___	   0.000199	$   0.013744	$   0.015246	$   0.011431	$   0.015306	   0.012985	   0.033725	     90.15 % 
1000 64  PLATEAU REVERSE___	   0.000199	   0.001259	   0.001085	   0.001072	   0.001044	   0.000465	   0.004227	    116.06 % .!!.
1000 64  SHUFFLE REVERSE___	   0.000199	   0.010453	   0.007010	   0.006011	   0.007228	!  0.014106	   0.015866	    149.11 % .!!!.
1000 64  STAGGER REVERSE_FR	   0.000199	   0.021581	   0.017044	   0.013548	   0.019151	   0.015267	   0.020272	    126.62 % .!!!.
1000 64  SAWTOTH REVERSE_FR	   0.000199	   0.014436	   0.016685	   0.012931	   0.017490	   0.013697	   0.017951	     86.52 % 
1000 64  _RANDOM REVERSE_FR	   0.000199	$   0.013997	$   0.015680	$   0.011524	$   0.015562	   0.012959	   0.033837	     89.27 % 
1000 64  PLATEAU REVERSE_FR	   0.000199	   0.003338	   0.000991	   0.000987	   0.000936	   0.000478	   0.004243	    337.02 % .!!!!!.
1000 64  SHUFFLE REVERSE_FR	   0.000199	   0.011482	   0.008138	   0.006472	   0.008291	!  0.013891	   0.012423	    141.09 % .!!!.
1000 64  STAGGER REVERSE_BA	   0.000199	   0.021702	   0.015021	   0.012660	   0.016169	   0.015047	   0.020266	    144.48 % .!!!.
1000 64  SAWTOTH REVERSE_BA	   0.000199	   0.014977	   0.012473	   0.012120	   0.011944	   0.013691	   0.018066	    120.07 % .!!!.
1000 64  _RANDOM REVERSE_BA	   0.000199	   0.014450	   0.014697	   0.011849	   0.017588	   0.012960	   0.033396	     98.32 % 
1000 64  PLATEAU REVERSE_BA	   0.000199	   0.000493	   0.000911	   0.000912	   0.000863	   0.000463	   0.003761	     54.10 % 
1000 64  SHUFFLE REVERSE_BA	   0.000199	   0.010973	   0.008593	   0.006842	   0.008644	!  0.014045	   0.012374	    127.69 % .!!!.
1000 64  STAGGER SORT______	   0.000199	   0.000494	   0.003595	$   0.002995	   0.003869	   0.000461	   0.003252	     13.74 % 
1000 64  SAWTOTH SORT______	   0.000199	   0.000493	   0.003973	   0.003396	   0.004484	   0.000462	   0.003288	     12.42 % 
1000 64  _RANDOM SORT______	   0.000199	   0.000494	   0.003879	   0.003279	   0.004234	   0.000463	   0.003370	     12.73 % 
1000 64  PLATEAU SORT______	   0.000199	   0.000492	   0.000911	   0.000913	   0.000863	   0.000463	   0.003761	     54.06 % 
1000 64  SHUFFLE SORT______	   0.000199	   0.000492	   0.003533	   0.002862	   0.003698	   0.000463	   0.003254	     13.93 % 
1000 64  STAGGER DITHER____	   0.000199	   0.020843	   0.015584	   0.013654	   0.016873	   0.015021	   0.018260	    133.74 % .!!!.
1000 64  SAWTOTH DITHER____	   0.000199	   0.009890	   0.014851	   0.012365	   0.016428	   0.013029	   0.017845	     66.59 % 
1000 64  _RANDOM DITHER____	   0.000199	   0.014669	   0.013690	   0.011144	$   0.014859	   0.012966	   0.033186	    107.15 % .!.
1000 64  PLATEAU DITHER____	   0.000199	   0.003985	   0.003184	   0.003154	   0.003113	   0.012959	   0.019418	    125.16 % .!!!.
1000 64  SHUFFLE DITHER____	   0.000199	   0.007995	   0.006342	   0.005257	   0.006656	   0.019840	   0.011369	    126.07 % .!!!.
1000 256  STAGGER IDENT_____	   0.000199	   0.014157	   0.015779	   0.013792	   0.016048	   0.017136	   0.020184	     89.72 % 
1000 256  SAWTOTH IDENT_____	   0.000199	   0.005954	   0.016639	   0.012994	   0.016548	   0.005226	   0.010170	     35.79 % 
1000 256  _RANDOM IDENT_____	   0.000199	   0.020668	   0.016143	$   0.013468	   0.018909	   0.013552	   0.037322	    128.03 % .!!!.
1000 256  PLATEAU IDENT_____	   0.000199	   0.000493	   0.001408	   0.001351	   0.001359	   0.000463	   0.003673	     34.99 % 
1000 256  SHUFFLE IDENT_____	   0.000199	   0.004327	   0.004149	   0.003441	   0.004483	   0.003947	   0.006126	    104.29 % ..
1000 256  STAGGER REVERSE___	   0.000199	$   0.013012	   0.016739	   0.013864	   0.019220	   0.017233	   0.021494	     77.73 % 
1000 256  SAWTOTH REVERSE___	   0.000199	   0.006682	   0.014912	   0.012484	   0.014538	   0.005937	   0.017176	     44.81 % 
1000 256  _RANDOM REVERSE___	   0.000199	   0.020912	   0.016009	$   0.013849	   0.018437	   0.013527	   0.037767	    130.63 % .!!!.
1000 256  PLATEAU REVERSE___	   0.000199	   0.001269	   0.002228	   0.002102	   0.002172	   0.000719	   0.005495	     56.96 % 
1000 256  SHUFFLE REVERSE___	   0.000199	   0.004716	   0.006017	   0.005277	   0.006289	   0.004369	   0.013111	     78.38 % 
1000 256  STAGGER REVERSE_FR	   0.000199	   0.016422	   0.018058	   0.014927	   0.018488	   0.017298	   0.020986	     90.94 % 
1000 256  SAWTOTH REVERSE_FR	   0.000199	   0.008031	   0.017583	   0.013303	   0.018986	   0.007150	   0.013835	     45.67 % 
1000 256  _RANDOM REVERSE_FR	   0.000199	   0.021148	   0.016736	$   0.013802	$   0.018963	   0.013540	   0.037857	    126.36 % .!!!.
1000 256  PLATEAU REVERSE_FR	   0.000199	   0.003313	   0.003224	   0.003157	   0.003353	   0.000708	   0.005531	    102.76 % ..
1000 256  SHUFFLE REVERSE_FR	   0.000199	   0.004817	   0.007576	   0.005932	   0.007587	   0.005408	   0.009658	     63.58 % 
1000 256  STAGGER REVERSE_BA	   0.000199	   0.015329	   0.015171	   0.013010	   0.014976	   0.017138	   0.020779	    101.04 % ..
1000 256  SAWTOTH REVERSE_BA	   0.000199	   0.009078	   0.015368	   0.012632	   0.015073	   0.007954	   0.013765	     59.07 % 
1000 256  _RANDOM REVERSE_BA	   0.000199	   0.020851	$   0.015988	$   0.013536	   0.019259	   0.013522	   0.037413	    130.42 % .!!!.
1000 256  PLATEAU REVERSE_BA	   0.000199	   0.000493	   0.001408	   0.001351	   0.001358	   0.000463	   0.003674	     34.99 % 
1000 256  SHUFFLE REVERSE_BA	   0.000199	   0.006184	   0.007139	   0.005754	   0.007468	   0.005514	   0.009725	     86.62 % 
1000 256  STAGGER SORT______	   0.000199	   0.000493	   0.003530	   0.002862	   0.003712	   0.000463	   0.003253	     13.95 % 
1000 256  SAWTOTH SORT______	   0.000199	   0.000494	   0.003498	   0.002983	   0.003752	   0.000463	   0.003260	     14.13 % 
1000 256  _RANDOM SORT______	   0.000199	   0.000492	   0.003467	$   0.002970	   0.003824	   0.000463	   0.003251	     14.20 % 
1000 256  PLATEAU SORT______	   0.000199	   0.000492	   0.001408	   0.001351	   0.001359	   0.000463	   0.003675	     34.97 % 
1000 256  SHUFFLE SORT______	   0.000199	   0.000493	   0.003475	   0.002861	   0.003714	   0.000463	   0.003252	     14.18 % 
1000 256  STAGGER DITHER____	   0.000199	   0.014733	   0.014956	   0.013027	   0.016793	   0.017148	   0.020299	     98.51 % 
1000 256  SAWTOTH DITHER____	   0.000199	   0.011591	   0.017724	   0.013840	   0.017611	   0.013553	   0.014355	     65.40 % 
1000 256  _RANDOM DITHER____	   0.000199	   0.021050	   0.016701	$   0.013947	   0.018915	   0.013625	   0.037564	    126.05 % .!!!.
1000 256  PLATEAU DITHER____	   0.000199	   0.004959	   0.004098	   0.003843	   0.004016	   0.013636	   0.018004	    121.00 % .!!!.
1000 256  SHUFFLE DITHER____	   0.000199	   0.006606	   0.004845	   0.004085	   0.005107	   0.018662	$   0.010082	    136.36 % .!!!.
1000 1024  STAGGER IDENT_____	   0.000199	   0.014553	   0.015222	   0.012189	   0.015596	   0.014973	   0.015866	     95.60 % 
1000 1024  SAWTOTH IDENT_____	   0.000199	   0.000493	   0.003536	   0.002861	   0.003698	   0.000463	   0.003260	     13.93 % 
1000 1024  _RANDOM IDENT_____	   0.000199	   0.020539	   0.016403	   0.014298	   0.018855	   0.016045	   0.037885	    125.21 % .!!!.
1000 1024  PLATEAU IDENT_____	   0.000199	   0.000492	   0.003535	   0.002861	   0.003700	   0.000463	   0.003261	     13.92 % 
1000 1024  SHUFFLE IDENT_____	   0.000199	!  0.002462	   0.003955	   0.003267	   0.004236	!  0.002185	!  0.004799	     62.24 % 
1000 1024  STAGGER REVERSE___	   0.000199	   0.015428	   0.015348	   0.012218	   0.016002	   0.015484	   0.022048	    100.52 % ..
1000 1024  SAWTOTH REVERSE___	   0.000199	   0.001194	   0.005446	   0.004784	   0.005583	   0.001111	   0.010329	     21.93 % 
1000 1024  _RANDOM REVERSE___	   0.000199	   0.021618	   0.016695	$   0.013879	   0.019239	   0.016064	   0.038418	    129.48 % .!!!.
1000 1024  PLATEAU REVERSE___	   0.000199	   0.001194	   0.005445	   0.004777	   0.005601	   0.001111	   0.010347	     21.93 % 
1000 1024  SHUFFLE REVERSE___	   0.000199	!  0.002859	   0.005713	   0.004985	   0.005860	!  0.002626	   0.011816	     50.04 % 
1000 1024  STAGGER REVERSE_FR	   0.000199	   0.014839	   0.011460	   0.010659	   0.012048	   0.015382	   0.018875	    129.48 % .!!!.
1000 1024  SAWTOTH REVERSE_FR	   0.000199	   0.000875	   0.007250	   0.005723	   0.007336	   0.003015	   0.006809	     12.07 % 
1000 1024  _RANDOM REVERSE_FR	   0.000199	   0.021113	   0.016617	$   0.013976	$   0.018739	   0.016057	   0.037961	    127.06 % .!!!.
1000 1024  PLATEAU REVERSE_FR	   0.000199	   0.000877	   0.007255	   0.005716	   0.007363	   0.003016	   0.006833	     12.09 % 
1000 1024  SHUFFLE REVERSE_FR	   0.000199	!  0.002887	   0.007446	   0.005804	   0.007584	   0.003988	   0.008399	     38.78 % 
1000 1024  STAGGER REVERSE_BA	   0.000199	   0.015210	   0.011264	   0.010076	   0.013128	   0.015159	   0.019093	    135.04 % .!!!.
1000 1024  SAWTOTH REVERSE_BA	   0.000199	   0.003676	   0.006859	   0.005501	   0.007125	   0.003294	   0.006827	     53.60 % 
1000 1024  _RANDOM REVERSE_BA	   0.000199	   0.021499	   0.016345	$   0.014080	   0.019169	   0.016100	   0.037750	    131.53 % .!!!.
1000 1024  PLATEAU REVERSE_BA	   0.000199	   0.003673	   0.006862	   0.005517	   0.007109	   0.003294	   0.006824	     53.53 % 
1000 1024  SHUFFLE REVERSE_BA	   0.000199	   0.004713	   0.007006	   0.005690	   0.007317	   0.004173	   0.008317	     67.27 % 
1000 1024  STAGGER SORT______	   0.000199	   0.000492	   0.004166	   0.003531	   0.004373	   0.000466	   0.003400	     11.81 % 
1000 1024  SAWTOTH SORT______	   0.000199	   0.000493	   0.003447	   0.002866	   0.003702	   0.000463	   0.003256	     14.29 % 
1000 1024  _RANDOM SORT______	   0.000199	   0.000493	   0.003460	$   0.002931	   0.003724	   0.000464	   0.003264	     14.24 % 
1000 1024  PLATEAU SORT______	   0.000199	   0.000492	   0.003534	   0.002862	   0.003706	   0.000463	   0.003261	     13.93 % 
1000 1024  SHUFFLE SORT______	   0.000199	   0.000492	   0.003528	   0.002863	   0.003697	   0.000463	   0.003251	     13.94 % 
1000 1024  STAGGER DITHER____	   0.000199	   0.014557	   0.015193	   0.012182	   0.015583	   0.015042	   0.015826	     95.82 % 
1000 1024  SAWTOTH DITHER____	   0.000199	   0.007009	   0.005436	   0.004830	   0.005466	   0.016062	   0.012542	    128.93 % .!!!.
1000 1024  _RANDOM DITHER____	   0.000199	   0.021637	   0.017794	$   0.014745	   0.019416	   0.016107	   0.037836	    121.60 % .!!!.
1000 1024  PLATEAU DITHER____	   0.000199	   0.007008	   0.005485	   0.004843	   0.005456	   0.016054	   0.012580	    127.78 % .!!!.
1000 1024  SHUFFLE DITHER____	   0.000199	   0.006304	   0.004740	$   0.004123	   0.004981	   0.017663	   0.009550	    133.00 % .!!!.
lreps: 9 with reps: 201

2000 1  STAGGER IDENT_____	   0.000338	   0.006518	   0.051893	   0.034407	   0.059052	   0.005777	   0.011475	     12.56 % 
2000 1  SAWTOTH IDENT_____	   0.000338	   0.001013	   0.001510	   0.001521	   0.001511	   0.000827	   0.008846	     67.08 % 
2000 1  _RANDOM IDENT_____	   0.000338	   0.001014	   0.001510	   0.001520	   0.001511	   0.000825	   0.008848	     67.13 % 
2000 1  PLATEAU IDENT_____	   0.000338	   0.000957	   0.001527	   0.001531	   0.001518	   0.000838	   0.008855	     62.69 % 
2000 1  SHUFFLE IDENT_____	   0.000338	   0.000957	   0.007925	   0.006125	   0.009222	   0.000838	   0.007781	     12.07 % 
2000 1  STAGGER REVERSE___	   0.000338	   0.008023	   0.040164	   0.029188	   0.042937	   0.007105	   0.024034	     19.98 % 
2000 1  SAWTOTH REVERSE___	   0.000338	   0.001014	   0.001510	   0.001520	   0.001513	   0.000824	   0.008848	     67.18 % 
2000 1  _RANDOM REVERSE___	   0.000338	   0.001013	   0.001510	   0.001521	   0.001512	   0.000825	   0.008847	     67.10 % 
2000 1  PLATEAU REVERSE___	   0.000338	   0.002567	   0.001520	   0.001520	   0.001512	   0.000655	   0.008870	    168.87 % .!!!!.
2000 1  SHUFFLE REVERSE___	   0.000338	   0.002412	   0.011317	   0.009524	   0.012686	   0.002112	   0.020229	     21.31 % 
2000 1  STAGGER REVERSE_FR	   0.000338	   0.007246	   0.044202	   0.033446	   0.046470	   0.006432	   0.017777	     16.39 % 
2000 1  SAWTOTH REVERSE_FR	   0.000338	   0.001013	   0.001509	   0.001521	   0.001512	   0.000821	   0.008847	     67.15 % 
2000 1  _RANDOM REVERSE_FR	   0.000338	   0.001014	   0.001512	   0.001520	   0.001511	   0.000823	   0.008847	     67.07 % 
2000 1  PLATEAU REVERSE_FR	   0.000338	   0.006721	   0.001522	   0.001537	   0.001524	   0.000676	   0.008870	    441.71 % .!!!!!.
2000 1  SHUFFLE REVERSE_FR	   0.000338	   0.001684	   0.016192	   0.012543	   0.016952	   0.005874	   0.013982	     10.40 % 
2000 1  STAGGER REVERSE_BA	   0.000338	   0.007249	   0.046707	   0.032348	   0.050624	   0.006433	   0.017753	     15.52 % 
2000 1  SAWTOTH REVERSE_BA	   0.000338	   0.001014	   0.001509	   0.001522	   0.001511	   0.000826	   0.008849	     67.19 % 
2000 1  _RANDOM REVERSE_BA	   0.000338	   0.001014	   0.001510	   0.001521	   0.001512	   0.000824	   0.008848	     67.12 % 
2000 1  PLATEAU REVERSE_BA	   0.000338	   0.000957	   0.001528	   0.001532	   0.001519	   0.000838	   0.008858	     62.63 % 
2000 1  SHUFFLE REVERSE_BA	   0.000338	   0.007332	   0.016162	   0.011751	   0.016884	   0.006448	   0.013989	     45.36 % 
2000 1  STAGGER SORT______	   0.000338	   0.000954	   0.008020	$   0.006407	   0.009036	   0.000840	   0.007780	     11.90 % 
2000 1  SAWTOTH SORT______	   0.000338	   0.001013	   0.001510	   0.001520	   0.001512	   0.000820	   0.008848	     67.09 % 
2000 1  _RANDOM SORT______	   0.000338	   0.001013	   0.001511	   0.001521	   0.001511	   0.000826	   0.008847	     67.04 % 
2000 1  PLATEAU SORT______	   0.000338	   0.000957	   0.001527	   0.001528	   0.001519	   0.000838	   0.008863	     62.68 % 
2000 1  SHUFFLE SORT______	   0.000338	   0.000957	   0.007917	   0.006123	   0.009236	   0.000838	   0.007780	     12.09 % 
2000 1  STAGGER DITHER____	   0.000338	   0.021706	   0.048026	   0.033662	   0.055112	   0.031594	   0.024473	     45.20 % 
2000 1  SAWTOTH DITHER____	   0.000338	   0.006341	   0.005523	   0.005226	   0.005797	   0.022868	   0.044130	    114.79 % .!!.
2000 1  _RANDOM DITHER____	   0.000338	   0.006330	   0.005522	   0.005239	   0.005791	   0.022865	   0.044252	    114.63 % .!!.
2000 1  PLATEAU DITHER____	   0.000338	   0.006347	   0.005524	   0.005251	   0.005782	   0.022877	   0.044199	    114.90 % .!!.
2000 1  SHUFFLE DITHER____	   0.000338	   0.012998	   0.009480	   0.008253	   0.010783	   0.030433	   0.023890	    137.11 % .!!!.
2000 4  STAGGER IDENT_____	   0.000338	   0.015882	   0.036974	   0.029433	   0.046903	   0.013965	   0.023709	     42.95 % 
2000 4  SAWTOTH IDENT_____	   0.000338	   0.006889	   0.004493	$   0.004544	   0.004555	   0.022870	   0.045455	    153.31 % .!!!.
2000 4  _RANDOM IDENT_____	   0.000338	!  0.008349	$   0.004959	$   0.004905	$   0.005919	   0.023053	   0.067756	    168.37 % .!!!!.
2000 4  PLATEAU IDENT_____	   0.000338	   0.000956	   0.001534	   0.001536	   0.001529	   0.000838	   0.008853	     62.37 % 
2000 4  SHUFFLE IDENT_____	   0.000338	   0.032976	   0.025928	   0.021978	   0.030616	   0.035905	   0.040150	    127.18 % .!!!.
2000 4  STAGGER REVERSE___	   0.000338	   0.017407	   0.039935	   0.033289	   0.050341	   0.015282	   0.036251	     43.59 % 
2000 4  SAWTOTH REVERSE___	   0.000338	   0.007397	   0.004698	   0.004722	   0.004543	   0.023025	   0.046142	    157.44 % .!!!.
2000 4  _RANDOM REVERSE___	   0.000338	!  0.008149	$   0.004993	$   0.004834	$   0.005727	   0.023023	   0.067862	    163.21 % .!!!!.
2000 4  PLATEAU REVERSE___	   0.000338	   0.002574	   0.001532	   0.001531	   0.001526	   0.000660	   0.008894	    167.99 % .!!!!.
2000 4  SHUFFLE REVERSE___	   0.000338	   0.031084	   0.029128	$   0.023930	   0.034846	   0.035919	   0.049685	    106.71 % .!.
2000 4  STAGGER REVERSE_FR	   0.000338	   0.016577	   0.039043	   0.030546	   0.048492	   0.014593	   0.030092	     42.46 % 
