
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 60
lreps: 9 with reps: 3

Warmup length: 10001 reps: 60
lreps: 9 with reps: 3

total: 600120
  End warm up (21060 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (min time + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of       2.00 % , convergence at       4.00 sigma with max test duration =   10000.00 ms.


COLUMNS:Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11I	DPQ_18_11P	RADIX	MARLIN	[DPQ_11 % DPQ_18_11_21]

lreps: 1 with reps: 90

500000 1  _RANDOM REVERSE___	   0.118955	$   0.400192	   0.245608	   0.242659	   0.244703	   0.406392	   6.017551	    162.94 % .!!!!.
500000 1  PLATEAU REVERSE___	   0.126954	   1.337135	   0.244995	   0.243026	   0.245617	   0.214816	   6.110837	    545.78 % .!!!!!.
500000 1  SHUFFLE REVERSE___	   0.128511	   1.319171	   1.615535	   1.231716	   1.616730	   1.119263	  10.955905	     81.66 % 
500000 1  STAGGER REVERSE_FR	   0.126889	   3.707413	   2.751412	   2.653264	   2.909277	   3.691855	   9.952307	    134.75 % .!!!.
500000 1  SAWTOTH REVERSE_FR	   0.119038	$   0.401960	   0.244980	   0.242516	   0.247097	   0.407113	   6.020666	    164.08 % .!!!!.
500000 1  _RANDOM REVERSE_FR	   0.119056	$   0.400298	   0.244732	   0.243631	   0.246169	   0.407498	   6.017051	    163.57 % .!!!!.
500000 1  PLATEAU REVERSE_FR	   0.127077	   3.420791	   0.244868	   0.243056	   0.245317	   0.215228	   6.110860	   1396.99 % .!!!!!.
500000 1  SHUFFLE REVERSE_FR	   0.128509	   0.918898	   1.149205	   0.895829	   1.149432	   3.226246	   8.295202	     79.96 % 
500000 1  STAGGER REVERSE_BA	   0.126981	   3.713215	   2.744140	   2.655913	   2.905210	   3.696220	   9.951692	    135.31 % .!!!.
500000 1  SAWTOTH REVERSE_BA	   0.119046	$   0.401891	   0.245061	   0.242405	   0.245985	   0.407308	   6.017102	    164.00 % .!!!!.
500000 1  _RANDOM REVERSE_BA	   0.120119	$   0.399396	   0.243626	   0.242584	   0.245333	   0.406586	   6.015594	    163.94 % .!!!!.
500000 1  PLATEAU REVERSE_BA	   0.127025	   0.305065	   0.482658	   0.390521	   0.482241	   0.290989	   6.112945	     63.21 % 
500000 1  SHUFFLE REVERSE_BA	   0.128633	   3.715824	   2.772663	   2.677605	   2.920384	   3.695172	   8.294571	    134.02 % .!!!.
500000 1  STAGGER SORT______	   0.127363	   0.304873	   0.483313	   0.391062	   0.482744	   0.287363	   5.614114	     63.08 % 
500000 1  SAWTOTH SORT______	   0.119945	$   0.400770	   0.243813	   0.241766	   0.244987	   0.403902	   6.017189	    164.38 % .!!!!.
500000 1  _RANDOM SORT______	   0.118993	$   0.401868	   0.244972	   0.244051	   0.246046	   0.407525	   6.018152	    164.05 % .!!!!.
500000 1  PLATEAU SORT______	   0.126927	   0.305231	   0.481976	   0.390685	   0.481952	   0.291096	   6.113428	     63.33 % 
500000 1  SHUFFLE SORT______	   0.128519	   0.303507	   0.479923	   0.390169	   0.479546	   0.289818	   5.624529	     63.24 % 
500000 1  STAGGER DITHER____	   0.127017	  31.479965	  54.686824	  40.023314	  61.022351	  19.879040	  17.012000	     57.56 % 
500000 1  SAWTOTH DITHER____	   0.126953	   2.920207	   2.289950	   2.419872	   2.669760	  10.658580	  37.763498	    127.52 % .!!!.
500000 1  _RANDOM DITHER____	   0.128529	   2.920833	   2.291999	   2.421321	   2.661263	  10.696671	  37.783556	    127.44 % .!!!.
500000 1  PLATEAU DITHER____	   0.128522	   2.923655	   2.289546	   2.418290	   2.662881	  10.659129	  37.761336	    127.70 % .!!!.
500000 1  SHUFFLE DITHER____	   0.127018	  10.655350	   8.970061	   7.970688	  10.598989	  12.798040	  16.734284	    118.79 % .!!.
500000 16  STAGGER IDENT_____	   0.128213	  13.028495	   6.331486	   6.907518	   6.934199	  18.345856	  16.254287	    205.77 % .!!!!!.
500000 16  SAWTOTH IDENT_____	   0.130003	   7.817787	   8.726372	$  10.106476	   9.183068	  10.642249	  38.052018	     89.59 % 
500000 16  _RANDOM IDENT_____	   0.130078	  18.116228	  18.523360	  18.164639	  18.762885	  10.677412	  71.187793	     97.80 % 
500000 16  PLATEAU IDENT_____	   0.129901	   0.303776	   0.481301	   0.388908	   0.480800	   0.289768	   6.124211	     63.12 % 
500000 16  SHUFFLE IDENT_____	   0.129919	  23.592138	  15.763389	  13.110165	  16.423515	  21.150412	  33.785708	    149.66 % .!!!.
500000 16  STAGGER REVERSE___	   0.130066	  13.818946	   7.261455	   7.587298	   7.862713	  18.760459	  21.623587	    190.31 % .!!!!.
500000 16  SAWTOTH REVERSE___	   0.129923	   8.400434	  10.801958	$  11.052064	  11.910546	  10.659845	  41.601410	     77.77 % 
500000 16  _RANDOM REVERSE___	   0.129905	  18.963405	  19.643915	  19.589074	  20.072266	  10.687696	  71.174213	     96.54 % 
500000 16  PLATEAU REVERSE___	   0.129870	   1.337870	   0.243481	   0.242124	   0.243932	   0.214008	   6.122978	    549.48 % .!!!!!.
500000 16  SHUFFLE REVERSE___	   0.129926	  20.998081	  20.097650	  17.193383	  20.905848	  19.881458	  36.595003	    104.48 % ..
500000 16  STAGGER REVERSE_FR	   0.129943	  13.170317	   6.844445	   7.313177	   7.456399	  18.610697	  18.922152	    192.42 % .!!!!.
500000 16  SAWTOTH REVERSE_FR	   0.129936	   8.157635	  12.977576	  12.438637	  13.384208	  10.671868	  39.934108	     62.86 % 
500000 16  _RANDOM REVERSE_FR	   0.130087	  18.741518	  18.898304	  18.210377	  18.759981	  10.675125	  71.188514	     99.17 % 
500000 16  PLATEAU REVERSE_FR	   0.129937	   3.416930	   0.242909	   0.242181	   0.243957	   0.214251	   6.121032	   1406.67 % .!!!!!.
500000 16  SHUFFLE REVERSE_FR	   0.129841	  22.917859	$  18.001432	  14.607426	  18.549049	  20.187006	  35.355909	    127.31 % .!!!.
500000 16  STAGGER REVERSE_BA	   0.130255	  13.369147	   6.972683	   7.422940	   7.566476	  18.352740	  18.954211	    191.74 % .!!!!.
500000 16  SAWTOTH REVERSE_BA	   0.129822	   9.349086	   8.362434	$   9.589390	   8.790023	  10.684524	  39.909152	    111.80 % .!!.
500000 16  _RANDOM REVERSE_BA	   0.129901	  18.061922	  19.586959	  18.764482	  19.738616	  10.699857	  71.197891	     92.21 % 
500000 16  PLATEAU REVERSE_BA	   0.130000	   0.303729	   0.481279	   0.388672	   0.481060	   0.290154	   6.123577	     63.11 % 
500000 16  SHUFFLE REVERSE_BA	   0.129926	  22.152994	$  19.340501	  15.519669	  20.180470	  20.497785	  35.276553	    114.54 % .!!.
500000 16  STAGGER SORT______	   0.129893	   0.303708	   0.480928	   0.388180	   0.481034	   0.289687	   5.629596	     63.15 % 
500000 16  SAWTOTH SORT______	   0.129348	   0.305589	   0.468044	   0.384267	   0.468748	   0.286641	   6.153169	     65.29 % 
500000 16  _RANDOM SORT______	   0.129356	   0.306642	   0.468339	   0.382648	   0.468199	   0.283736	   6.156709	     65.47 % 
500000 16  PLATEAU SORT______	   0.129796	   0.304339	   0.480877	   0.388618	   0.481800	   0.289440	   6.124830	     63.29 % 
500000 16  SHUFFLE SORT______	   0.130008	   0.303836	   0.481372	   0.389050	   0.480721	   0.289551	   5.627861	     63.12 % 
500000 16  STAGGER DITHER____	   0.130025	  13.022373	   6.355634	   6.913215	   6.953667	  18.351416	  16.261453	    204.89 % .!!!!!.
500000 16  SAWTOTH DITHER____	   0.129905	  12.827576	  18.366183	  15.536087	  18.790823	  10.665739	  49.811530	     69.84 % 
500000 16  _RANDOM DITHER____	   0.129943	  19.821992	  19.615961	  19.821875	  19.683738	  10.700889	  72.818335	    101.05 % ..
500000 16  PLATEAU DITHER____	   0.129933	   3.056292	   2.376694	   2.491952	   2.715882	  10.690139	  37.647979	    128.59 % .!!!.
500000 16  SHUFFLE DITHER____	   0.129896	  26.027056	  23.347656	  19.219361	  23.904830	  22.661260	  36.517073	    111.48 % .!!.
500000 256  STAGGER IDENT_____	   0.130186	  58.055013	  11.559600	  12.814777	  12.817354
