
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2%.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 801 with reps: 17

SAWTOTH:REVERSE_BA stats (%): [6: µ=84.31161 σ=47.714615 rms=132.02621 min=25.241045 max=136.7456]
_RANDOM:REVERSE_BA stats (%): [5: µ=105.20377 σ=45.60178 rms=150.80556 min=32.682133 max=138.95093]
PLATEAU:REVERSE_BA stats (%): [6: µ=53.058147 σ=17.530369 rms=70.58852 min=38.24183 max=87.84628]
SHUFFLE:REVERSE_BA stats (%): [5: µ=123.10524 σ=52.47036 rms=175.57559 min=67.38218 max=189.30074]
STAGGER:SORT______ stats (%): [6: µ=16.435165 σ=1.9874585 rms=18.422625 min=12.383489 max=17.421953]
SAWTOTH:SORT______ stats (%): [6: µ=18.47861 σ=7.7928767 rms=26.271484 min=11.273387 max=33.032417]
_RANDOM:SORT______ stats (%): [6: µ=18.490274 σ=7.727229 rms=26.217503 min=12.281427 max=32.95176]
PLATEAU:SORT______ stats (%): [6: µ=41.13124 σ=12.837744 rms=53.968987 min=16.24427 max=48.906]
SHUFFLE:SORT______ stats (%): [6: µ=17.39374 σ=0.09384699 rms=17.487587 min=17.23741 max=17.5174]
STAGGER:DITHER____ stats (%): [5: µ=79.98988 σ=27.073671 rms=107.06355 min=53.705765 max=125.2546]
SAWTOTH:DITHER____ stats (%): [6: µ=103.42352 σ=32.711205 rms=136.13474 min=65.717445 max=152.9403]
_RANDOM:DITHER____ stats (%): [6: µ=124.678 σ=17.893778 rms=142.57178 min=90.87924 max=140.09454]
PLATEAU:DITHER____ stats (%): [6: µ=124.197876 σ=6.038118 rms=130.236 min=116.29267 max=131.06036]
SHUFFLE:DITHER____ stats (%): [6: µ=147.4299 σ=8.467915 rms=155.89781 min=133.1871 max=158.19148]


- size = 5000
stats (%): [202: µ=140.24783 σ=162.69943 rms=302.94727 min=29.602955 max=1140.8551]
STAGGER:IDENT_____ stats (%): [7: µ=83.37298 σ=47.00123 rms=130.3742 min=30.348059 max=162.86485]
SAWTOTH:IDENT_____ stats (%): [7: µ=99.22736 σ=45.81204 rms=145.0394 min=29.976496 max=153.41772]
_RANDOM:IDENT_____ stats (%): [7: µ=109.02897 σ=9.950167 rms=118.97914 min=95.8112 max=122.38168]
PLATEAU:IDENT_____ stats (%): [7: µ=99.60169 σ=1.563167 rms=101.16486 min=97.37816 max=102.11223]
SHUFFLE:IDENT_____ stats (%): [5: µ=168.59152 σ=54.286564 rms=222.8781 min=99.71707 max=221.25479]
STAGGER:REVERSE___ stats (%): [7: µ=84.80601 σ=44.64355 rms=129.44955 min=31.885569 max=156.60056]
SAWTOTH:REVERSE___ stats (%): [7: µ=98.13315 σ=43.99061 rms=142.12376 min=30.033958 max=140.94383]
_RANDOM:REVERSE___ stats (%): [7: µ=108.41895 σ=10.090949 rms=118.509895 min=96.86513 max=127.7072]
PLATEAU:REVERSE___ stats (%): [7: µ=292.48697 σ=99.55571 rms=392.0427 min=112.209305 max=369.06476]
SHUFFLE:REVERSE___ stats (%): [5: µ=138.16882 σ=36.933258 rms=175.10208 min=109.30092 max=199.1083]
STAGGER:REVERSE_FR stats (%): [7: µ=84.7326 σ=45.7122 rms=130.4448 min=30.190454 max=158.61943]
SAWTOTH:REVERSE_FR stats (%): [7: µ=99.6052 σ=44.689247 rms=144.29445 min=29.891243 max=148.76385]
_RANDOM:REVERSE_FR stats (%): [7: µ=106.845894 σ=9.291897 rms=116.13779 min=94.01399 max=123.809525]
PLATEAU:REVERSE_FR stats (%): [7: µ=868.771 σ=393.3689 rms=1262.1399 min=106.22139 max=1140.8551]
SHUFFLE:REVERSE_FR stats (%): [5: µ=155.69823 σ=36.648384 rms=192.34662 min=105.56475 max=204.9718]
STAGGER:REVERSE_BA stats (%): [7: µ=84.14852 σ=45.34204 rms=129.49057 min=31.211182 max=156.70828]
SAWTOTH:REVERSE_BA stats (%): [7: µ=97.4339 σ=47.89495 rms=145.32886 min=29.602955 max=159.92358]
_RANDOM:REVERSE_BA stats (%): [7: µ=109.72645 σ=10.42675 rms=120.1532 min=94.83055 max=124.8401]
PLATEAU:REVERSE_BA stats (%): [7: µ=106.9913 σ=19.078783 rms=126.07008 min=98.442856 max=150.21593]
SHUFFLE:REVERSE_BA stats (%): [5: µ=147.92694 σ=41.59932 rms=189.52626 min=98.68293 max=197.50688]
STAGGER:SORT______ stats (%): [7: µ=99.62677 σ=1.2683429 rms=100.89512 min=98.14529 max=102.13166]
SAWTOTH:SORT______ stats (%): [7: µ=103.30179 σ=8.252341 rms=111.55413 min=98.60317 max=121.54496]
_RANDOM:SORT______ stats (%): [7: µ=102.07919 σ=7.2233195 rms=109.30251 min=97.71746 max=118.29634]
PLATEAU:SORT______ stats (%): [7: µ=99.31618 σ=0.69273406 rms=100.00891 min=98.42349 max=100.22012]
SHUFFLE:SORT______ stats (%): [7: µ=100.35432 σ=1.6246238 rms=101.978935 min=98.01304 max=102.86885]
STAGGER:DITHER____ stats (%): [7: µ=72.90723 σ=32.765686 rms=105.67291 min=30.304127 max=112.69084]
SAWTOTH:DITHER____ stats (%): [7: µ=104.50454 σ=13.451446 rms=117.95598 min=83.31421 max=128.45302]
_RANDOM:DITHER____ stats (%): [7: µ=105.39256 σ=5.542276 rms=110.93484 min=95.01449 max=111.92197]
PLATEAU:DITHER____ stats (%): [7: µ=118.86803 σ=9.814319 rms=128.68234 min=108.79655 max=134.83525]
SHUFFLE:DITHER____ stats (%): [7: µ=171.48059 σ=39.415844 rms=210.89644 min=123.23497 max=242.3233]


- size = 10000
stats (%): [229: µ=144.71054 σ=153.60954 rms=298.32007 min=37.733395 max=1089.0793]
STAGGER:IDENT_____ stats (%): [8: µ=107.89598 σ=54.831547 rms=162.72752 min=37.85542 max=202.82718]
SAWTOTH:IDENT_____ stats (%): [8: µ=118.028366 σ=44.629547 rms=162.65791 min=58.342564 max=187.85452]
_RANDOM:IDENT_____ stats (%): [8: µ=109.51453 σ=11.462308 rms=120.97684 min=94.298256 max=129.80444]
PLATEAU:IDENT_____ stats (%): [8: µ=100.0686 σ=0.31271815 rms=100.381325 min=99.45784 max=100.472984]
SHUFFLE:IDENT_____ stats (%): [5: µ=161.72147 σ=57.232265 rms=218.95372 min=100.472305 max=227.58537]
STAGGER:REVERSE___ stats (%): [8: µ=106.113335 σ=50.86522 rms=156.97856 min=39.621902 max=192.43373]
SAWTOTH:REVERSE___ stats (%): [8: µ=128.74132 σ=38.75801 rms=167.49933 min=62.10474 max=184.3881]
_RANDOM:REVERSE___ stats (%): [8: µ=108.858246 σ=10.173633 rms=119.031876 min=95.26466 max=124.40129]
PLATEAU:REVERSE___ stats (%): [8: µ=278.44266 σ=102.41447 rms=380.85712 min=113.65408 max=359.05637]
SHUFFLE:REVERSE___ stats (%): [5: µ=118.33339 σ=19.313473 rms=137.64685 min=100.61361 max=145.41403]
STAGGER:REVERSE_FR stats (%): [8: µ=104.66008 σ=48.133614 rms=152.7937 min=37.733395 max=173.6069]
SAWTOTH:REVERSE_FR stats (%): [8: µ=125.97411 σ=36.829224 rms=162.80334 min=62.830997 max=178.05185]
_RANDOM:REVERSE_FR stats (%): [8: µ=106.72837 σ=8.904933 rms=115.6333 min=94.91567 max=123.77622]
PLATEAU:REVERSE_FR stats (%): [8: µ=831.8504 σ=367.54022 rms=1199.3906 min=103.75799 max=1089.0793]
SHUFFLE:REVERSE_FR stats (%): [5: µ=140.23921 σ=26.802889 rms=167.0421 min=103.723305 max=176.76587]
STAGGER:REVERSE_BA stats (%): [8: µ=105.05068 σ=48.960186 rms=154.01086 min=38.671597 max=175.51082]
SAWTOTH:REVERSE_BA stats (%): [8: µ=125.72709 σ=39.44616 rms=165.17325 min=66.13107 max=186.75891]
_RANDOM:REVERSE_BA stats (%): [8: µ=108.5041 σ=9.603714 rms=118.10781 min=95.40745 max=122.85789]
PLATEAU:REVERSE_BA stats (%): [8: µ=106.24748 σ=18.778667 rms=125.02615 min=97.75329 max=152.68073]
SHUFFLE:REVERSE_BA stats (%): [6: µ=143.96796 σ=40.508617 rms=184.47658 min=91.72327 max=204.03531]
STAGGER:SORT______ stats (%): [8: µ=100.40498 σ=0.95141906 rms=101.35641 min=99.6283 max=102.63158]
SAWTOTH:SORT______ stats (%): [8: µ=103.28467 σ=8.22364 rms=111.50831 min=99.47436 max=123.37799]
_RANDOM:SORT______ stats (%): [8: µ=103.91429 σ=7.533109 rms=111.4474 min=99.71363 max=122.172775]
PLATEAU:SORT______ stats (%): [8: µ=99.83817 σ=0.7166676 rms=100.55484 min=98.385025 max=100.73181]
SHUFFLE:SORT______ stats (%): [8: µ=99.60552 σ=1.3769075 rms=100.98243 min=97.141624 max=100.76358]
STAGGER:DITHER____ stats (%): [8: µ=97.790375 σ=50.195755 rms=147.98613 min=39.311886 max=202.95998]
SAWTOTH:DITHER____ stats (%): [8: µ=108.48045 σ=19.300459 rms=127.78091 min=87.930565 max=144.97523]
_RANDOM:DITHER____ stats (%): [8: µ=105.19083 σ=6.7479057 rms=111.938736 min=95.30603 max=116.585335]
PLATEAU:DITHER____ stats (%): [8: µ=119.042595 σ=4.698645 rms=123.741234 min=111.320305 max=124.53471]
SHUFFLE:DITHER____ stats (%): [8: µ=161.72223 σ=39.503517 rms=201.22575 min=113.969666 max=233.98268]



--- STATS ---
Comparing sorters DPQ_11 vs DPQ_18_11P
winners  : 0 / 166
avg   (%): 88.0183   
stats (%): [1312: µ=109.47447 σ=103.18801 rms=212.66249 min=11.981113 max=1169.9504]


Stats per keys:
STAGGER:IDENT_____ stats (%): [45: µ=89.60314 σ=42.022663 rms=131.62581 min=18.318756 max=212.14172]
SAWTOTH:IDENT_____ stats (%): [45: µ=99.411514 σ=55.416824 rms=154.82834 min=17.434114 max=290.62064]
_RANDOM:IDENT_____ stats (%): [42: µ=97.0185 σ=26.38916 rms=123.40766 min=38.706562 max=180.50789]
PLATEAU:IDENT_____ stats (%): [45: µ=83.79176 σ=35.884644 rms=119.67641 min=16.365612 max=163.23529]
SHUFFLE:IDENT_____ stats (%): [35: µ=146.37332 σ=59.459743 rms=205.83305 min=13.999534 max=256.44095]
STAGGER:REVERSE___ stats (%): [45: µ=85.89253 σ=36.239742 rms=122.13228 min=25.970123 max=185.3325]
SAWTOTH:REVERSE___ stats (%): [45: µ=98.53531 σ=56.81837 rms=155.35368 min=20.759205 max=314.737]
_RANDOM:REVERSE___ stats (%): [43: µ=94.81639 σ=27.734314 rms=122.550705 min=38.878143 max=196.69421]
PLATEAU:REVERSE___ stats (%): [45: µ=154.06828 σ=112.586296 rms=266.6546 min=23.622765 max=384.41248]
SHUFFLE:REVERSE___ stats (%): [38: µ=100.66668 σ=40.57972 rms=141.2464 min=21.32335 max=183.4932]
STAGGER:REVERSE_FR stats (%): [45: µ=83.460075 σ=37.17704 rms=120.63711 min=21.319311 max=187.08194]
SAWTOTH:REVERSE_FR stats (%): [45: µ=99.459045 σ=57.018806 rms=156.47784 min=15.142546 max=309.4817]
_RANDOM:REVERSE_FR stats (%): [44: µ=93.79803 σ=23.995829 rms=117.79385 min=38.84058 max=176.50603]
PLATEAU:REVERSE_FR stats (%): [45: µ=399.23526 σ=392.31207 rms=791.5473 min=14.340769 max=1169.9504]
SHUFFLE:REVERSE_FR stats (%): [37: µ=121.77033 σ=45.77079 rms=167.54112 min=12.856953 max=219.07895]
STAGGER:REVERSE_BA stats (%): [45: µ=88.97566 σ=36.988 rms=125.96366 min=21.850197 max=181.1496]
SAWTOTH:REVERSE_BA stats (%): [45: µ=100.90173 σ=57.7313 rms=158.63303 min=22.15413 max=352.7148]
_RANDOM:REVERSE_BA stats (%): [43: µ=96.76005 σ=27.25803 rms=124.01808 min=38.73613 max=197.2255]
PLATEAU:REVERSE_BA stats (%): [45: µ=88.13362 σ=32.023293 rms=120.15691 min=38.63179 max=180.31496]
SHUFFLE:REVERSE_BA stats (%): [41: µ=115.05065 σ=36.467426 rms=151.51807 min=58.47339 max=203.07156]
STAGGER:SORT______ stats (%): [45: µ=78.079185 σ=55.756283 rms=133.83546 min=12.103313 max=173.52942]
SAWTOTH:SORT______ stats (%): [45: µ=84.2365 σ=64.078156 rms=148.31467 min=12.187215 max=289.23077]
_RANDOM:SORT______ stats (%): [45: µ=85.09084 σ=64.08173 rms=149.17258 min=11.981113 max=262.59543]
PLATEAU:SORT______ stats (%): [45: µ=83.67238 σ=35.960224 rms=119.63261 min=16.52496 max=164.70589]
SHUFFLE:SORT______ stats (%): [45: µ=76.94736 σ=53.914925 rms=130.86227 min=13.888245 max=164.70589]
STAGGER:DITHER____ stats (%): [45: µ=90.47949 σ=37.396202 rms=127.875694 min=28.157589 max=211.13799]
SAWTOTH:DITHER____ stats (%): [45: µ=99.57821 σ=31.694675 rms=131.27289 min=38.050316 max=186.2069]
_RANDOM:DITHER____ stats (%): [45: µ=96.32973 σ=22.976822 rms=119.30655 min=38.155136 max=162.29692]
PLATEAU:DITHER____ stats (%): [45: µ=113.72765 σ=33.64588 rms=147.37354 min=36.81917 max=204.54546]
SHUFFLE:DITHER____ stats (%): [44: µ=146.30537 σ=26.845018 rms=173.15039 min=92.93163 max=206.99751]


stats per keys and sizes:
- size = 50
stats (%): [118: µ=122.59655 σ=37.254646 rms=159.8512 min=55.35248 max=245.58824]
STAGGER:IDENT_____ stats (%): [4: µ=115.98012 σ=27.352646 rms=143.33276 min=88.09524 max=153.40314]
SAWTOTH:IDENT_____ stats (%): [4: µ=128.14389 σ=33.8132 rms=161.95709 min=83.05085 max=164.70589]
_RANDOM:IDENT_____ stats (%): [3: µ=124.2429 σ=9.230279 rms=133.47318 min=113.70262 max=130.88235]
PLATEAU:IDENT_____ stats (%): [4: µ=141.8425 σ=19.99977 rms=161.84227 min=118.840576 max=163.23529]
SHUFFLE:IDENT_____ stats (%): [3: µ=174.03572 σ=24.543873 rms=198.57959 min=156.74419 max=202.12766]
STAGGER:REVERSE___ stats (%): [4: µ=92.58724 σ=16.393387 rms=108.98063 min=77.66991 max=112.714775]
SAWTOTH:REVERSE___ stats (%): [4: µ=92.548874 σ=30.434052 rms=122.98292 min=55.35248 max=129.41176]
_RANDOM:REVERSE___ stats (%): [4: µ=118.104805 σ=23.773483 rms=141.8783 min=82.7044 max=132.35294]
PLATEAU:REVERSE___ stats (%): [4: µ=87.01041 σ=25.923315 rms=112.93372 min=55.497383 max=114.07767]
SHUFFLE:REVERSE___ stats (%): [4: µ=74.55447 σ=23.386091 rms=97.94056 min=55.35248 max=108.25]
STAGGER:REVERSE_FR stats (%): [4: µ=92.07283 σ=7.8291793 rms=99.90201 min=80.97983 max=98.64865]
SAWTOTH:REVERSE_FR stats (%): [4: µ=109.33374 σ=25.366154 rms=134.6999 min=78.9644 max=132.35294]
_RANDOM:REVERSE_FR stats (%): [4: µ=114.960236 σ=19.768797 rms=134.72903 min=86.53199 max=132.35294]
PLATEAU:REVERSE_FR stats (%): [4: µ=91.384026 σ=7.6576447 rms=99.04167 min=81.08108 max=98.9899]
SHUFFLE:REVERSE_FR stats (%): [4: µ=101.64671 σ=3.0919209 rms=104.73864 min=98.49246 max=104.72973]
STAGGER:REVERSE_BA stats (%): [4: µ=103.38981 σ=17.332012 rms=120.721825 min=88.25215 max=127.80269]
SAWTOTH:REVERSE_BA stats (%): [4: µ=99.17318 σ=31.985977 rms=131.15915 min=55.6231 max=130.88235]
_RANDOM:REVERSE_BA stats (%): [4: µ=109.25675 σ=21.957182 rms=131.21393 min=79.49527 max=132.35294]
PLATEAU:REVERSE_BA stats (%): [4: µ=125.17702 σ=23.079563 rms=148.25658 min=96.296295 max=151.47058]
SHUFFLE:REVERSE_BA stats (%): [4: µ=120.46481 σ=16.210424 rms=136.67523 min=96.89441 max=133.83838]
STAGGER:SORT______ stats (%): [4: µ=169.11765 σ=5.233862 rms=174.3515 min=163.23529 max=173.52942]
SAWTOTH:SORT______ stats (%): [4: µ=175.73529 σ=49.00245 rms=224.73775 min=130.88235 max=245.58824]
_RANDOM:SORT______ stats (%): [4: µ=187.13235 σ=47.763943 rms=234.8963 min=130.88235 max=239.70589]
PLATEAU:SORT______ stats (%): [4: µ=142.27942 σ=19.633867 rms=161.91328 min=120.588234 max=164.70589]
SHUFFLE:SORT______ stats (%): [4: µ=163.97058 σ=0.8490445 rms=164.81963 min=163.23529 max=164.70589]
STAGGER:DITHER____ stats (%): [4: µ=115.75059 σ=28.996159 rms=144.74675 min=88.09524 max=156.2189]
SAWTOTH:DITHER____ stats (%): [4: µ=123.280334 σ=47.81152 rms=171.09184 min=81.37931 max=186.2069]
_RANDOM:DITHER____ stats (%): [4: µ=109.96743 σ=21.217646 rms=131.18507 min=81.37931 max=127.57576]
PLATEAU:DITHER____ stats (%): [4: µ=120.23041 σ=48.024563 rms=168.25497 min=83.793106 max=186.95653]
SHUFFLE:DITHER____ stats (%): [4: µ=167.79388 σ=17.083275 rms=184.87717 min=143.96552 max=184.48276]


- size = 100
stats (%): [112: µ=104.006516 σ=45.14309 rms=149.1496 min=32.822086 max=289.23077]
STAGGER:IDENT_____ stats (%): [4: µ=103.8318 σ=32.324055 rms=136.15585 min=84.210526 max=152.16573]
SAWTOTH:IDENT_____ stats (%): [4: µ=93.30531 σ=43.76488 rms=137.07019 min=34.655533 max=138.56921]
_RANDOM:IDENT_____ stats (%): [3: µ=89.06317 σ=19.037027 rms=108.1002 min=75.20289 max=110.76923]
PLATEAU:IDENT_____ stats (%): [4: µ=126.60746 σ=17.624355 rms=144.23181 min=110.0 max=148.85497]
SHUFFLE:IDENT_____ stats (%): [3: µ=161.14641 σ=29.925114 rms=191.07152 min=138.39417 max=195.04504]
STAGGER:REVERSE___ stats (%): [4: µ=78.517975 σ=12.353976 rms=90.87195 min=61.908855 max=91.55646]
SAWTOTH:REVERSE___ stats (%): [4: µ=72.330284 σ=31.36735 rms=103.69763 min=34.68869 max=110.0]
_RANDOM:REVERSE___ stats (%): [4: µ=82.10593 σ=24.612072 rms=106.717995 min=49.452736 max=109.16031]
PLATEAU:REVERSE___ stats (%): [4: µ=67.88843 σ=20.020952 rms=87.909386 min=38.61386 max=83.333336]
SHUFFLE:REVERSE___ stats (%): [3: µ=61.985714 σ=41.975307 rms=103.96102 min=32.822086 max=110.094215]
STAGGER:REVERSE_FR stats (%): [4: µ=72.9115 σ=12.290223 rms=85.20173 min=59.411766 max=85.35565]
SAWTOTH:REVERSE_FR stats (%): [4: µ=77.14506 σ=30.975151 rms=108.12021 min=34.80129 max=109.09091]
_RANDOM:REVERSE_FR stats (%): [3: µ=92.77142 σ=16.252836 rms=109.02426 min=79.166664 max=110.76923]
PLATEAU:REVERSE_FR stats (%): [4: µ=99.40466 σ=11.130395 rms=110.53506 min=92.65233 max=116.04478]
SHUFFLE:REVERSE_FR stats (%): [4: µ=90.2908 σ=4.496243 rms=94.78705 min=86.35135 max=96.35193]
STAGGER:REVERSE_BA stats (%): [4: µ=89.439255 σ=17.678102 rms=107.117355 min=68.50594 max=106.0274]
SAWTOTH:REVERSE_BA stats (%): [4: µ=95.76889 σ=44.834393 rms=140.60329 min=36.92115 max=144.2446]
_RANDOM:REVERSE_BA stats (%): [3: µ=88.97946 σ=20.320807 rms=109.30027 min=72.10944 max=111.53846]
PLATEAU:REVERSE_BA stats (%): [4: µ=134.63394 σ=31.669777 rms=166.30371 min=110.76923 max=180.31496]
SHUFFLE:REVERSE_BA stats (%): [2: µ=82.72072 σ=20.116192 rms=102.83691 min=68.49642 max=96.94501]
STAGGER:SORT______ stats (%): [4: µ=151.43864 σ=1.3444251 rms=152.78307 min=150.0 max=153.07692]
SAWTOTH:SORT______ stats (%): [4: µ=175.38461 σ=78.204704 rms=253.58932 min=110.76923 max=289.23077]
_RANDOM:SORT______ stats (%): [4: µ=171.03348 σ=64.749084 rms=235.78256 min=110.0 max=262.59543]
PLATEAU:SORT______ stats (%): [4: µ=126.271706 σ=17.918306 rms=144.19002 min=109.92367 max=149.23077]
SHUFFLE:SORT______ stats (%): [4: µ=148.75807 σ=0.47833002 rms=149.2364 min=148.0916 max=149.23077]
STAGGER:DITHER____ stats (%): [4: µ=103.28219 σ=33.08416 rms=136.36635 min=84.141335 max=152.83018]
SAWTOTH:DITHER____ stats (%): [4: µ=78.48403 σ=49.402534 rms=127.886566 min=38.050316 max=146.23656]
_RANDOM:DITHER____ stats (%): [4: µ=62.42092 σ=22.14286 rms=84.56378 min=38.155136 max=84.17832]
PLATEAU:DITHER____ stats (%): [4: µ=82.12811 σ=81.757706 rms=163.88582 min=36.81917 max=204.54546]
SHUFFLE:DITHER____ stats (%): [3: µ=155.97244 σ=23.236406 rms=179.20885 min=132.63306 max=179.10448]


- size = 200
stats (%): [150: µ=103.27896 σ=29.264187 rms=132.54315 min=43.095398 max=170.3125]
STAGGER:IDENT_____ stats (%): [5: µ=87.794785 σ=19.420366 rms=107.21515 min=62.18348 max=109.013916]
SAWTOTH:IDENT_____ stats (%): [5: µ=92.31027 σ=32.31085 rms=124.621124 min=50.079365 max=133.73206]
_RANDOM:IDENT_____ stats (%): [5: µ=85.02626 σ=17.885248 rms=102.91151 min=67.92079 max=114.220184]
PLATEAU:IDENT_____ stats (%): [5: µ=122.21503 σ=18.436722 rms=140.65175 min=108.43882 max=150.0]
SHUFFLE:IDENT_____ stats (%): [5: µ=134.09888 σ=27.652761 rms=161.75163 min=87.772675 max=160.0644]
STAGGER:REVERSE___ stats (%): [5: µ=88.59698 σ=15.019339 rms=103.61632 min=69.388664 max=108.01887]
SAWTOTH:REVERSE___ stats (%): [5: µ=87.59436 σ=21.975264 rms=109.569626 min=55.595028 max=113.45291]
_RANDOM:REVERSE___ stats (%): [5: µ=84.91274 σ=19.647488 rms=104.56023 min=63.7084 max=113.45291]
PLATEAU:REVERSE___ stats (%): [5: µ=120.131165 σ=16.89114 rms=137.02231 min=98.92704 max=143.554]
SHUFFLE:REVERSE___ stats (%): [5: µ=97.845375 σ=10.676718 rms=108.522095 min=83.827354 max=110.03861]
STAGGER:REVERSE_FR stats (%): [5: µ=83.04177 σ=17.610096 rms=100.65186 min=62.95348 max=108.862785]
SAWTOTH:REVERSE_FR stats (%): [5: µ=89.755325 σ=28.20704 rms=117.962364 min=53.122467 max=121.42857]
_RANDOM:REVERSE_FR stats (%): [5: µ=88.54422 σ=16.052523 rms=104.59674 min=72.64249 max=114.34978]
PLATEAU:REVERSE_FR stats (%): [5: µ=121.069565 σ=26.87988 rms=147.94945 min=94.06061 max=165.31366]
SHUFFLE:REVERSE_FR stats (%): [5: µ=132.36975 σ=15.279255 rms=147.649 min=121.831795 max=158.21237]
STAGGER:REVERSE_BA stats (%): [5: µ=90.77362 σ=9.278722 rms=100.052345 min=75.0 max=99.18987]
SAWTOTH:REVERSE_BA stats (%): [5: µ=79.50469 σ=29.029257 rms=108.53395 min=43.095398 max=113.901344]
_RANDOM:REVERSE_BA stats (%): [5: µ=87.581024 σ=17.759304 rms=105.34033 min=65.99818 max=114.34978]
PLATEAU:REVERSE_BA stats (%): [5: µ=108.707405 σ=28.54027 rms=137.24768 min=67.433304 max=147.95918]
SHUFFLE:REVERSE_BA stats (%): [5: µ=80.66796 σ=14.338522 rms=95.006485 min=65.295746 max=95.06066]
STAGGER:SORT______ stats (%): [5: µ=137.13814 σ=3.9205575 rms=141.0587 min=132.2275 max=141.24701]
SAWTOTH:SORT______ stats (%): [5: µ=137.69954 σ=14.981626 rms=152.68117 min=114.6789 max=153.73444]
_RANDOM:SORT______ stats (%): [5: µ=139.45766 σ=15.477985 rms=154.93564 min=113.83929 max=153.8175]
PLATEAU:SORT______ stats (%): [5: µ=122.603714 σ=18.642395 rms=141.24611 min=107.85124 max=150.68494]
SHUFFLE:SORT______ stats (%): [5: µ=132.7989 σ=1.0438913 rms=133.84279 min=131.99052 max=134.53238]
STAGGER:DITHER____ stats (%): [5: µ=85.4705 σ=21.260563 rms=106.73106 min=59.808796 max=109.61306]
SAWTOTH:DITHER____ stats (%): [5: µ=80.93052 σ=26.977835 rms=107.908356 min=55.320473 max=120.53991]
_RANDOM:DITHER____ stats (%): [5: µ=75.59978 σ=16.571249 rms=92.17103 min=57.714287 max=94.53971]
PLATEAU:DITHER____ stats (%): [5: µ=79.445206 σ=24.63772 rms=104.082924 min=56.92446 max=119.74299]
SHUFFLE:DITHER____ stats (%): [5: µ=144.68365 σ=30.106504 rms=174.79016 min=92.93163 max=170.3125]


- size = 500
stats (%): [148: µ=99.989784 σ=68.48367 rms=168.47345 min=15.115178 max=346.93488]
STAGGER:IDENT_____ stats (%): [5: µ=105.91589 σ=60.268524 rms=166.18442 min=27.820757 max=192.1241]
SAWTOTH:IDENT_____ stats (%): [5: µ=103.84129 σ=77.25304 rms=181.09433 min=28.532894 max=203.59712]
_RANDOM:IDENT_____ stats (%): [5: µ=89.75952 σ=32.326797 rms=122.08632 min=39.96063 max=129.29996]
PLATEAU:IDENT_____ stats (%): [5: µ=48.568577 σ=15.886708 rms=64.455284 min=20.568336 max=58.015266]
SHUFFLE:IDENT_____ stats (%): [4: µ=154.17108 σ=107.74502 rms=261.9161 min=20.796156 max=256.44095]
STAGGER:REVERSE___ stats (%): [5: µ=106.82321 σ=55.42624 rms=162.24945 min=34.106518 max=185.3325]
SAWTOTH:REVERSE___ stats (%): [5: µ=112.79976 σ=82.879776 rms=195.67953 min=30.36125 max=204.21854]
_RANDOM:REVERSE___ stats (%): [5: µ=105.73602 σ=57.11291 rms=162.84894 min=39.76378 max=196.69421]
PLATEAU:REVERSE___ stats (%): [5: µ=88.164345 σ=36.84185 rms=125.006195 min=28.726416 max=116.47059]
SHUFFLE:REVERSE___ stats (%): [5: µ=100.31186 σ=50.177547 rms=150.48941 min=26.230175 max=164.7541]
STAGGER:REVERSE_FR stats (%): [5: µ=102.52483 σ=57.461605 rms=159.98643 min=31.835667 max=187.08194]
SAWTOTH:REVERSE_FR stats (%): [5: µ=121.89253 σ=94.17343 rms=216.06596 min=31.306578 max=226.09633]
_RANDOM:REVERSE_FR stats (%): [5: µ=98.466125 σ=49.5042 rms=147.97032 min=39.920948 max=176.50603]
PLATEAU:REVERSE_FR stats (%): [5: µ=226.68262 σ=148.8687 rms=375.5513 min=16.534346 max=346.93488]
SHUFFLE:REVERSE_FR stats (%): [4: µ=131.32243 σ=85.23787 rms=216.5603 min=15.115178 max=219.07895]
