
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2%.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 801 with reps: 17

SHUFFLE:SORT______ stats (%): [4: µ=63.110073 σ=0.29421946 rms=63.404293 min=62.962963 max=63.551403]
STAGGER:DITHER____ stats (%): [4: µ=80.494675 σ=8.4779215 rms=88.972595 min=72.56318 max=90.90909]
SAWTOTH:DITHER____ stats (%): [4: µ=79.65217 σ=5.5004306 rms=85.152596 min=71.42857 max=82.98969]
_RANDOM:DITHER____ stats (%): [4: µ=77.70989 σ=3.308738 rms=81.01863 min=74.6696 max=81.920906]
PLATEAU:DITHER____ stats (%): [4: µ=82.061844 σ=0.6413666 rms=82.70322 min=81.56029 max=82.934135]
SHUFFLE:DITHER____ stats (%): [4: µ=85.052986 σ=4.5015316 rms=89.55452 min=78.947365 max=89.375]


- size = 100
stats (%): [119: µ=103.58528 σ=44.77446 rms=148.35974 min=38.034187 max=291.07144]
STAGGER:IDENT_____ stats (%): [4: µ=101.60208 σ=18.663553 rms=120.26564 min=78.666664 max=121.54031]
SAWTOTH:IDENT_____ stats (%): [4: µ=119.78469 σ=57.492805 rms=177.2775 min=70.89305 max=202.537]
_RANDOM:IDENT_____ stats (%): [4: µ=104.50323 σ=13.107758 rms=117.610985 min=92.25092 max=117.34694]
PLATEAU:IDENT_____ stats (%): [4: µ=77.71944 σ=14.694886 rms=92.41432 min=57.45614 max=90.97222]
SHUFFLE:IDENT_____ stats (%): [4: µ=74.19717 σ=20.440144 rms=94.63731 min=56.76856 max=103.78788]
STAGGER:REVERSE___ stats (%): [4: µ=107.31405 σ=19.935263 rms=127.24931 min=80.12478 max=126.63043]
SAWTOTH:REVERSE___ stats (%): [4: µ=127.87132 σ=36.3507 rms=164.22202 min=94.202896 max=174.11505]
_RANDOM:REVERSE___ stats (%): [4: µ=131.27359 σ=39.118343 rms=170.39192 min=94.927536 max=186.80298]
PLATEAU:REVERSE___ stats (%): [4: µ=172.25932 σ=52.55262 rms=224.81194 min=122.53521 max=225.95079]
SHUFFLE:REVERSE___ stats (%): [3: µ=193.63489 σ=107.92281 rms=301.5577 min=77.63419 max=291.07144]
STAGGER:REVERSE_FR stats (%): [4: µ=107.46203 σ=3.7344449 rms=111.19647 min=104.410355 max=112.26415]
SAWTOTH:REVERSE_FR stats (%): [4: µ=127.04122 σ=59.936195 rms=186.97742 min=87.79264 max=216.00928]
_RANDOM:REVERSE_FR stats (%): [4: µ=110.49883 σ=10.93519 rms=121.43403 min=94.202896 max=117.07317]
PLATEAU:REVERSE_FR stats (%): [4: µ=93.02276 σ=15.059378 rms=108.08214 min=77.68116 max=106.89655]
SHUFFLE:REVERSE_FR stats (%): [4: µ=97.61869 σ=12.609541 rms=110.228226 min=83.184525 max=111.48325]
STAGGER:REVERSE_BA stats (%): [4: µ=115.33449 σ=28.778975 rms=144.11346 min=90.36861 max=140.74074]
SAWTOTH:REVERSE_BA stats (%): [4: µ=105.50297 σ=51.407116 rms=156.9101 min=72.49022 max=181.17914]
_RANDOM:REVERSE_BA stats (%): [4: µ=104.85499 σ=12.015812 rms=116.8708 min=93.52518 max=119.20327]
PLATEAU:REVERSE_BA stats (%): [4: µ=77.11541 σ=15.205313 rms=92.320724 min=55.701756 max=90.27778]
SHUFFLE:REVERSE_BA stats (%): [4: µ=87.277 σ=3.1735275 rms=90.45053 min=83.044556 max=90.42358]
STAGGER:SORT______ stats (%): [4: µ=56.754387 σ=0.26979008 rms=57.024178 min=56.52174 max=57.017544]
SAWTOTH:SORT______ stats (%): [4: µ=63.60602 σ=20.122202 rms=83.728226 min=50.0 max=93.52518]
_RANDOM:SORT______ stats (%): [4: µ=60.376575 σ=23.366516 rms=83.743095 min=41.533546 max=94.202896]
PLATEAU:SORT______ stats (%): [4: µ=76.5994 σ=14.37207 rms=90.97147 min=57.017544 max=91.034485]
SHUFFLE:SORT______ stats (%): [4: µ=57.096615 σ=0.29905674 rms=57.39567 min=56.76856 max=57.45614]
STAGGER:DITHER____ stats (%): [4: µ=101.958824 σ=20.8159 rms=122.77472 min=75.07082 max=123.87332]
SAWTOTH:DITHER____ stats (%): [4: µ=122.9493 σ=60.989876 rms=183.93918 min=78.057556 max=212.94643]
_RANDOM:DITHER____ stats (%): [4: µ=150.43259 σ=47.110836 rms=197.54343 min=113.15529 max=212.47217]
PLATEAU:DITHER____ stats (%): [4: µ=136.85915 σ=72.73318 rms=209.59232 min=53.484604 max=203.63248]
SHUFFLE:DITHER____ stats (%): [4: µ=67.549934 σ=26.038866 rms=93.5888 min=38.034187 max=97.94239]


- size = 200
stats (%): [145: µ=96.80352 σ=21.880867 rms=118.68439 min=71.56863 max=279.66418]
STAGGER:IDENT_____ stats (%): [5: µ=99.64777 σ=6.431592 rms=106.07937 min=92.39799 max=105.750656]
SAWTOTH:IDENT_____ stats (%): [5: µ=126.17281 σ=67.62795 rms=193.80077 min=90.08264 max=246.57535]
_RANDOM:IDENT_____ stats (%): [4: µ=99.890625 σ=8.013591 rms=107.90422 min=88.97959 max=107.09046]
PLATEAU:IDENT_____ stats (%): [5: µ=86.0795 σ=7.6647873 rms=93.744286 min=72.817955 max=91.72113]
SHUFFLE:IDENT_____ stats (%): [5: µ=94.81101 σ=8.344975 rms=103.15598 min=86.49025 max=104.624626]
STAGGER:REVERSE___ stats (%): [5: µ=94.900566 σ=5.5957327 rms=100.4963 min=88.15461 max=100.247894]
SAWTOTH:REVERSE___ stats (%): [5: µ=94.96232 σ=5.279795 rms=100.24211 min=89.91936 max=103.87454]
_RANDOM:REVERSE___ stats (%): [4: µ=96.08713 σ=6.1816616 rms=102.26879 min=89.2 max=104.21627]
PLATEAU:REVERSE___ stats (%): [5: µ=90.791466 σ=2.3602598 rms=93.151726 min=88.18898 max=93.2]
SHUFFLE:REVERSE___ stats (%): [4: µ=92.65002 σ=1.1537564 rms=93.80377 min=90.92199 max=93.31337]
STAGGER:REVERSE_FR stats (%): [5: µ=101.04145 σ=4.1715903 rms=105.21304 min=96.745865 max=106.5]
SAWTOTH:REVERSE_FR stats (%): [5: µ=100.12785 σ=8.2003355 rms=108.328186 min=89.91936 max=112.58278]
_RANDOM:REVERSE_FR stats (%): [4: µ=97.322205 σ=5.1172 rms=102.4394 min=89.91936 max=101.62822]
PLATEAU:REVERSE_FR stats (%): [5: µ=97.51474 σ=10.496913 rms=108.01165 min=86.446884 max=112.51185]
SHUFFLE:REVERSE_FR stats (%): [5: µ=97.47357 σ=16.564564 rms=114.03814 min=75.01433 max=111.5421]
STAGGER:REVERSE_BA stats (%): [5: µ=94.94311 σ=5.209235 rms=100.15234 min=86.555756 max=98.7315]
SAWTOTH:REVERSE_BA stats (%): [5: µ=128.40648 σ=84.70991 rms=213.11638 min=84.926186 max=279.66418]
_RANDOM:REVERSE_BA stats (%): [4: µ=97.869156 σ=5.4611554 rms=103.330315 min=89.91936 max=102.16322]
PLATEAU:REVERSE_BA stats (%): [5: µ=84.71986 σ=6.670422 rms=91.39028 min=73.5 max=89.96282]
SHUFFLE:REVERSE_BA stats (%): [5: µ=87.782326 σ=10.436994 rms=98.219315 min=76.933334 max=101.358315]
STAGGER:SORT______ stats (%): [5: µ=88.43447 σ=3.0926754 rms=91.527145 min=84.76954 max=91.54013]
SAWTOTH:SORT______ stats (%): [5: µ=88.61705 σ=7.2196946 rms=95.83675 min=76.058395 max=94.140625]
_RANDOM:SORT______ stats (%): [5: µ=84.535286 σ=5.622811 rms=90.1581 min=75.21008 max=89.6]
PLATEAU:SORT______ stats (%): [5: µ=85.65427 σ=8.073237 rms=93.72751 min=71.56863 max=91.12554]
SHUFFLE:SORT______ stats (%): [5: µ=91.16219 σ=0.6024581 rms=91.764656 min=90.25974 max=91.938995]
STAGGER:DITHER____ stats (%): [5: µ=99.886215 σ=6.140486 rms=106.0267 min=92.92135 max=106.38731]
SAWTOTH:DITHER____ stats (%): [5: µ=98.755486 σ=5.6992397 rms=104.45473 min=93.474884 max=105.30612]
_RANDOM:DITHER____ stats (%): [5: µ=103.01045 σ=5.6433887 rms=108.65384 min=95.80631 max=110.99366]
PLATEAU:DITHER____ stats (%): [5: µ=107.55501 σ=22.669338 rms=130.22435 min=86.97153 max=145.97223]
SHUFFLE:DITHER____ stats (%): [5: µ=93.261536 σ=5.81946 rms=99.08099 min=88.26347 max=99.82649]


- size = 500
stats (%): [147: µ=98.78876 σ=9.2753935 rms=108.064156 min=51.786224 max=114.75204]
STAGGER:IDENT_____ stats (%): [5: µ=101.14754 σ=2.8239756 rms=103.97151 min=98.53899 max=105.48114]
SAWTOTH:IDENT_____ stats (%): [5: µ=101.30844 σ=9.493158 rms=110.801605 min=85.49747 max=110.57994]
_RANDOM:IDENT_____ stats (%): [4: µ=97.446335 σ=8.906286 rms=106.352615 min=85.37815 max=104.63814]
PLATEAU:IDENT_____ stats (%): [5: µ=84.669876 σ=4.2887416 rms=88.95862 min=77.296585 max=88.55602]
SHUFFLE:IDENT_____ stats (%): [5: µ=93.62192 σ=23.730476 rms=117.352394 min=51.786224 max=108.14978]
STAGGER:REVERSE___ stats (%): [5: µ=101.4607 σ=3.4692135 rms=104.92991 min=97.79661 max=106.952835]
SAWTOTH:REVERSE___ stats (%): [5: µ=100.30188 σ=9.240595 rms=109.54247 min=85.69024 max=108.314606]
_RANDOM:REVERSE___ stats (%): [5: µ=99.4256 σ=9.200869 rms=108.626465 min=85.810814 max=111.75365]
PLATEAU:REVERSE___ stats (%): [5: µ=88.87959 σ=5.1744804 rms=94.05408 min=84.87805 max=97.42647]
SHUFFLE:REVERSE___ stats (%): [3: µ=104.32261 σ=6.284914 rms=110.60753 min=98.20889 max=110.76576]
STAGGER:REVERSE_FR stats (%): [5: µ=101.10007 σ=5.211603 rms=106.311676 min=92.69762 max=106.77859]
SAWTOTH:REVERSE_FR stats (%): [5: µ=99.91312 σ=8.696606 rms=108.609726 min=84.94983 max=107.06993]
_RANDOM:REVERSE_FR stats (%): [5: µ=98.90196 σ=8.531445 rms=107.43341 min=85.18519 max=108.287544]
PLATEAU:REVERSE_FR stats (%): [5: µ=93.18046 σ=9.02041 rms=102.20087 min=82.71028 max=103.63636]
SHUFFLE:REVERSE_FR stats (%): [5: µ=99.06262 σ=6.585423 rms=105.64805 min=87.62533 max=104.221855]
STAGGER:REVERSE_BA stats (%): [5: µ=99.54211 σ=5.2091665 rms=104.75127 min=94.87366 max=107.23364]
SAWTOTH:REVERSE_BA stats (%): [5: µ=102.676544 σ=9.766464 rms=112.44301 min=86.34064 max=110.28396]
_RANDOM:REVERSE_BA stats (%): [5: µ=98.30648 σ=8.573183 rms=106.87966 min=85.52189 max=107.260056]
PLATEAU:REVERSE_BA stats (%): [5: µ=85.145226 σ=5.0372005 rms=90.18243 min=77.16535 max=91.169304]
SHUFFLE:REVERSE_BA stats (%): [5: µ=103.70282 σ=2.893293 rms=106.596115 min=101.1014 max=108.65724]
STAGGER:SORT______ stats (%): [5: µ=104.101715 σ=1.7822593 rms=105.88397 min=102.083336 max=105.563484]
SAWTOTH:SORT______ stats (%): [5: µ=97.63849 σ=7.297014 rms=104.9355 min=85.52189 max=104.92506]
_RANDOM:SORT______ stats (%): [5: µ=96.08616 σ=7.5288143 rms=103.614975 min=85.18519 max=105.06329]
PLATEAU:SORT______ stats (%): [5: µ=85.20779 σ=4.4406743 rms=89.64846 min=77.99737 max=90.181816]
SHUFFLE:SORT______ stats (%): [5: µ=104.56622 σ=0.23304918 rms=104.79927 min=104.2385 max=104.87805]
STAGGER:DITHER____ stats (%): [5: µ=100.87177 σ=2.49734 rms=103.36911 min=98.70827 max=104.61489]
SAWTOTH:DITHER____ stats (%): [5: µ=105.14762 σ=5.5500593 rms=110.69768 min=100.8655 max=113.72048]
_RANDOM:DITHER____ stats (%): [5: µ=105.877815 σ=7.413087 rms=113.2909 min=98.50221 max=113.57178]
PLATEAU:DITHER____ stats (%): [5: µ=108.80751 σ=5.885141 rms=114.69265 min=100.37189 max=114.75204]
SHUFFLE:DITHER____ stats (%): [5: µ=103.18688 σ=2.9033077 rms=106.090195 min=98.39034 max=105.99613]


- size = 1000
stats (%): [175: µ=105.40933 σ=14.520859 rms=119.93019 min=80.458916 max=148.50433]
STAGGER:IDENT_____ stats (%): [6: µ=115.22125 σ=13.442912 rms=128.66417 min=102.337 max=135.12924]
SAWTOTH:IDENT_____ stats (%): [6: µ=104.67033 σ=10.217808 rms=114.88814 min=84.73862 max=113.069786]
_RANDOM:IDENT_____ stats (%): [4: µ=100.90789 σ=11.337588 rms=112.24548 min=84.771576 max=109.25706]
PLATEAU:IDENT_____ stats (%): [6: µ=88.255 σ=11.6567135 rms=99.91171 min=80.51852 max=111.65963]
SHUFFLE:IDENT_____ stats (%): [6: µ=105.35124 σ=10.305194 rms=115.65644 min=84.52491 max=110.85964]
STAGGER:REVERSE___ stats (%): [6: µ=117.11455 σ=17.357693 rms=134.47224 min=102.23912 max=148.50433]
SAWTOTH:REVERSE___ stats (%): [6: µ=103.99776 σ=10.142768 rms=114.140526 min=85.029434 max=112.94852]
_RANDOM:REVERSE___ stats (%): [5: µ=112.430016 σ=22.53221 rms=134.96223 min=84.64135 max=135.56812]
PLATEAU:REVERSE___ stats (%): [6: µ=92.25898 σ=10.569151 rms=102.82813 min=85.011894 max=110.83704]
SHUFFLE:REVERSE___ stats (%): [6: µ=109.57034 σ=3.5349817 rms=113.10532 min=107.34593 max=116.28352]
STAGGER:REVERSE_FR stats (%): [6: µ=119.84858 σ=16.29916 rms=136.14774 min=104.36807 max=143.0789]
SAWTOTH:REVERSE_FR stats (%): [6: µ=99.61608 σ=10.98763 rms=110.603714 min=85.41137 max=109.46245]
_RANDOM:REVERSE_FR stats (%): [5: µ=113.13915 σ=19.373106 rms=132.51225 min=85.02538 max=132.15471]
PLATEAU:REVERSE_FR stats (%): [6: µ=95.11291 σ=12.665554 rms=107.778465 min=85.47579 max=114.40834]
SHUFFLE:REVERSE_FR stats (%): [6: µ=110.47529 σ=9.471572 rms=119.94685 min=103.49385 max=129.22948]
STAGGER:REVERSE_BA stats (%): [6: µ=117.75075 σ=17.648924 rms=135.39967 min=98.957596 max=145.10048]
SAWTOTH:REVERSE_BA stats (%): [6: µ=102.26316 σ=9.531597 rms=111.79476 min=85.08475 max=111.048615]
_RANDOM:REVERSE_BA stats (%): [5: µ=107.00252 σ=22.093067 rms=129.09558 min=85.44681 max=138.93004]
PLATEAU:REVERSE_BA stats (%): [6: µ=87.66383 σ=9.9968405 rms=97.660675 min=80.532936 max=107.57042]
SHUFFLE:REVERSE_BA stats (%): [6: µ=108.270294 σ=0.9304961 rms=109.20079 min=107.214264 max=109.6824]
STAGGER:SORT______ stats (%): [6: µ=109.55822 σ=3.8303277 rms=113.38855 min=101.82254 max=111.850174]
SAWTOTH:SORT______ stats (%): [6: µ=101.43683 σ=11.778397 rms=113.215225 min=84.66723 max=112.60483]
_RANDOM:SORT______ stats (%): [6: µ=99.3659 σ=11.351752 rms=110.71765 min=84.95351 max=110.830215]
PLATEAU:SORT______ stats (%): [6: µ=88.48703 σ=11.710432 rms=100.197464 min=80.458916 max=111.95723]
SHUFFLE:SORT______ stats (%): [6: µ=111.06422 σ=0.5554494 rms=111.61967 min=110.29741 max=112.02327]
STAGGER:DITHER____ stats (%): [6: µ=118.054344 σ=18.81947 rms=136.87381 min=101.880516 max=148.11485]
SAWTOTH:DITHER____ stats (%): [6: µ=105.38037 σ=5.0027866 rms=110.383156 min=100.539246 max=113.08515]
_RANDOM:DITHER____ stats (%): [6: µ=110.78571 σ=19.786257 rms=130.57198 min=81.27827 max=133.07378]
PLATEAU:DITHER____ stats (%): [6: µ=101.42035 σ=6.2270975 rms=107.64745 min=91.04445 max=108.71727]
SHUFFLE:DITHER____ stats (%): [6: µ=107.03044 σ=1.4376795 rms=108.46812 min=105.6874 max=108.941025]


- size = 2000
stats (%): [172: µ=109.75249 σ=16.145264 rms=125.89775 min=64.98786 max=137.265]
STAGGER:IDENT_____ stats (%): [6: µ=121.805336 σ=4.37326 rms=126.17859 min=116.48177 max=126.86704]
SAWTOTH:IDENT_____ stats (%): [6: µ=109.28843 σ=12.948172 rms=122.2366 min=84.78885 max=123.26607]
_RANDOM:IDENT_____ stats (%): [4: µ=110.17881 σ=18.448448 rms=128.62726 min=85.02257 max=129.21729]
PLATEAU:IDENT_____ stats (%): [6: µ=86.17015 σ=6.5124035 rms=92.682556 min=81.87023 max=99.17834]
SHUFFLE:IDENT_____ stats (%): [6: µ=112.8214 σ=17.990711 rms=130.81212 min=78.91661 max=126.99796]
STAGGER:REVERSE___ stats (%): [6: µ=122.4463 σ=5.5906463 rms=128.03694 min=113.74613 max=129.30733]
SAWTOTH:REVERSE___ stats (%): [5: µ=105.936844 σ=15.967705 rms=121.90455 min=83.99675 max=119.81478]
_RANDOM:REVERSE___ stats (%): [4: µ=115.60453 σ=20.901684 rms=136.50621 min=84.33932 max=128.087]
PLATEAU:REVERSE___ stats (%): [6: µ=90.39972 σ=9.697221 rms=100.09694 min=84.3002 max=108.78205]
SHUFFLE:REVERSE___ stats (%): [6: µ=113.74014 σ=8.316086 rms=122.05623 min=100.10413 max=122.70065]
STAGGER:REVERSE_FR stats (%): [6: µ=121.167145 σ=6.501907 rms=127.66905 min=113.57568 max=129.48178]
SAWTOTH:REVERSE_FR stats (%): [6: µ=105.548294 σ=13.227667 rms=118.77596 min=84.80131 max=116.9463]
_RANDOM:REVERSE_FR stats (%): [5: µ=117.27939 σ=18.75075 rms=136.03014 min=84.97537 max=130.05571]
PLATEAU:REVERSE_FR stats (%): [6: µ=92.04627 σ=10.212284 rms=102.25856 min=84.15721 max=106.752975]
SHUFFLE:REVERSE_FR stats (%): [6: µ=115.43978 σ=6.207997 rms=121.64777 min=107.05359 max=125.28914]
STAGGER:REVERSE_BA stats (%): [5: µ=124.30684 σ=7.8255672 rms=132.1324 min=111.28985 max=131.49687]
SAWTOTH:REVERSE_BA stats (%): [6: µ=108.32456 σ=12.376975 rms=120.70154 min=84.77282 max=121.189514]
_RANDOM:REVERSE_BA stats (%): [6: µ=108.63128 σ=27.488726 rms=136.12001 min=64.98786 max=131.24051]
PLATEAU:REVERSE_BA stats (%): [6: µ=86.378365 σ=7.0084066 rms=93.38677 min=81.64196 max=100.44813]
SHUFFLE:REVERSE_BA stats (%): [6: µ=112.46827 σ=15.541595 rms=128.00987 min=88.79292 max=137.265]
STAGGER:SORT______ stats (%): [6: µ=120.894646 σ=9.148779 rms=130.04343 min=102.314865 max=125.78661]
SAWTOTH:SORT______ stats (%): [6: µ=104.57582 σ=18.190304 rms=122.76613 min=84.98154 max=128.92609]
_RANDOM:SORT______ stats (%): [6: µ=101.619286 σ=16.075459 rms=117.69475 min=84.70973 max=123.92458]
PLATEAU:SORT______ stats (%): [6: µ=85.91678 σ=6.203142 rms=92.11992 min=81.71103 max=98.30143]
SHUFFLE:SORT______ stats (%): [6: µ=124.20776 σ=0.32985532 rms=124.53762 min=123.89791 max=124.840675]
STAGGER:DITHER____ stats (%): [5: µ=124.20822 σ=5.217899 rms=129.42612 min=117.73476 max=131.1108]
SAWTOTH:DITHER____ stats (%): [6: µ=114.8981 σ=4.7298985 rms=119.628 min=108.66811 max=120.83402]
_RANDOM:DITHER____ stats (%): [6: µ=119.96391 σ=9.387885 rms=129.3518 min=107.48232 max=129.75533]
PLATEAU:DITHER____ stats (%): [6: µ=107.11487 σ=4.678792 rms=111.79366 min=100.33576 max=114.10619]
SHUFFLE:DITHER____ stats (%): [6: µ=116.739685 σ=5.398738 rms=122.13843 min=109.44038 max=124.84565]


- size = 5000
stats (%): [202: µ=111.39331 σ=7.918651 rms=119.311966 min=92.100746 max=146.54909]
STAGGER:IDENT_____ stats (%): [7: µ=107.97641 σ=3.3216453 rms=111.29806 min=105.5447 max=115.08462]
SAWTOTH:IDENT_____ stats (%): [7: µ=110.22824 σ=10.171512 rms=120.39976 min=92.100746 max=125.30816]
_RANDOM:IDENT_____ stats (%): [7: µ=110.97442 σ=12.272286 rms=123.24671 min=96.518265 max=135.6176]
PLATEAU:IDENT_____ stats (%): [7: µ=117.76134 σ=1.0899513 rms=118.85129 min=116.28624 max=119.13016]
SHUFFLE:IDENT_____ stats (%): [5: µ=116.195595 σ=8.687611 rms=124.8832 min=108.08142 max=128.49428]
STAGGER:REVERSE___ stats (%): [7: µ=108.344894 σ=3.709203 rms=112.0541 min=105.352425 max=116.104034]
SAWTOTH:REVERSE___ stats (%): [7: µ=107.846504 σ=6.0410857 rms=113.88759 min=97.73977 max=115.70989]
_RANDOM:REVERSE___ stats (%): [7: µ=110.51556 σ=10.012347 rms=120.52791 min=97.88264 max=129.75041]
PLATEAU:REVERSE___ stats (%): [7: µ=102.1945 σ=8.055249 rms=110.249756 min=93.441734 max=115.631226]
SHUFFLE:REVERSE___ stats (%): [5: µ=115.0347 σ=5.3256297 rms=120.36033 min=108.123215 max=121.96815]
STAGGER:REVERSE_FR stats (%): [7: µ=107.9945 σ=3.7894301 rms=111.783936 min=104.74477 max=115.83503]
SAWTOTH:REVERSE_FR stats (%): [7: µ=110.944664 σ=7.468204 rms=118.41287 min=101.69903 max=123.48661]
_RANDOM:REVERSE_FR stats (%): [7: µ=113.520546 σ=15.180308 rms=128.70085 min=102.13675 max=146.54909]
PLATEAU:REVERSE_FR stats (%): [7: µ=103.595345 σ=6.9454036 rms=110.54075 min=97.22891 max=117.6238]
SHUFFLE:REVERSE_FR stats (%): [5: µ=114.24094 σ=4.398852 rms=118.639786 min=109.96838 max=121.373116]
STAGGER:REVERSE_BA stats (%): [7: µ=108.030914 σ=3.8011315 rms=111.83205 min=105.658905 max=115.91333]
SAWTOTH:REVERSE_BA stats (%): [7: µ=108.85861 σ=6.3514175 rms=115.21003 min=96.5368 max=115.04489]
_RANDOM:REVERSE_BA stats (%): [7: µ=110.94685 σ=13.922556 rms=124.86941 min=93.47443 max=138.8844]
PLATEAU:REVERSE_BA stats (%): [7: µ=118.86403 σ=1.9278268 rms=120.791855 min=117.128624 max=121.87991]
SHUFFLE:REVERSE_BA stats (%): [5: µ=112.08097 σ=2.831116 rms=114.91209 min=107.70786 max=114.86126]
STAGGER:SORT______ stats (%): [7: µ=118.01709 σ=2.3339312 rms=120.35102 min=114.76636 max=122.28859]
SAWTOTH:SORT______ stats (%): [7: µ=115.47525 σ=7.0492525 rms=122.524506 min=100.2414 max=121.554436]
_RANDOM:SORT______ stats (%): [7: µ=114.03998 σ=5.414882 rms=119.45486 min=102.33953 max=118.19899]
PLATEAU:SORT______ stats (%): [7: µ=118.91868 σ=2.2513692 rms=121.17005 min=116.18283 max=122.327644]
SHUFFLE:SORT______ stats (%): [7: µ=119.384895 σ=1.2821549 rms=120.667046 min=117.59029 max=121.72285]
STAGGER:DITHER____ stats (%): [7: µ=106.590385 σ=1.1812679 rms=107.77165 min=105.32793 max=108.5118]
SAWTOTH:DITHER____ stats (%): [7: µ=108.36788 σ=4.088924 rms=112.4568 min=103.60875 max=114.49974]
_RANDOM:DITHER____ stats (%): [7: µ=110.37942 σ=5.9160814 rms=116.2955 min=105.17734 max=121.34925]
PLATEAU:DITHER____ stats (%): [7: µ=104.02841 σ=4.3895493 rms=108.41796 min=96.35832 max=109.72639]
SHUFFLE:DITHER____ stats (%): [7: µ=113.87038 σ=6.0752144 rms=119.945595 min=107.852356 max=125.643166]


- size = 10000
stats (%): [230: µ=110.60542 σ=8.594786 rms=119.2002 min=43.118256 max=135.02591]
STAGGER:IDENT_____ stats (%): [8: µ=107.084015 σ=5.6355934 rms=112.71961 min=95.60928 max=116.065796]
SAWTOTH:IDENT_____ stats (%): [8: µ=107.82018 σ=7.399201 rms=115.21938 min=95.09038 max=119.41]
_RANDOM:IDENT_____ stats (%): [8: µ=111.126396 σ=10.615651 rms=121.74205 min=99.21136 max=135.02591]
PLATEAU:IDENT_____ stats (%): [8: µ=119.54486 σ=0.32361546 rms=119.86848 min=119.16108 max=120.05186]
SHUFFLE:IDENT_____ stats (%): [5: µ=116.394104 σ=9.177677 rms=125.571785 min=107.50297 max=130.29178]
STAGGER:REVERSE___ stats (%): [8: µ=108.35651 σ=3.0780683 rms=111.43457 min=106.26347 max=115.45713]
SAWTOTH:REVERSE___ stats (%): [8: µ=106.05444 σ=7.955579 rms=114.01002 min=94.71419 max=117.71772]
_RANDOM:REVERSE___ stats (%): [8: µ=109.34762 σ=6.546003 rms=115.89362 min=100.1046 max=122.30848]
PLATEAU:REVERSE___ stats (%): [8: µ=104.938194 σ=7.4269385 rms=112.365135 min=99.73788 max=120.88575]
SHUFFLE:REVERSE___ stats (%): [5: µ=112.17642 σ=4.27811 rms=116.45454 min=107.620705 max=118.249374]
STAGGER:REVERSE_FR stats (%): [8: µ=106.713104 σ=5.9996457 rms=112.71275 min=94.85439 max=116.89]
SAWTOTH:REVERSE_FR stats (%): [8: µ=108.47584 σ=7.4501514 rms=115.92599 min=98.304565 max=119.14935]
_RANDOM:REVERSE_FR stats (%): [8: µ=109.14146 σ=7.0073876 rms=116.14884 min=97.1759 max=121.12924]
PLATEAU:REVERSE_FR stats (%): [8: µ=104.38764 σ=6.907967 rms=111.29561 min=99.1559 max=117.756485]
SHUFFLE:REVERSE_FR stats (%): [5: µ=112.79905 σ=4.23489 rms=117.03394 min=107.82305 max=118.93782]
STAGGER:REVERSE_BA stats (%): [8: µ=107.68278 σ=6.2843604 rms=113.96714 min=96.88722 max=120.09879]
SAWTOTH:REVERSE_BA stats (%): [8: µ=106.72466 σ=6.998882 rms=113.72355 min=93.84206 max=114.213615]
_RANDOM:REVERSE_BA stats (%): [8: µ=108.60028 σ=5.5610204 rms=114.1613 min=99.76489 max=117.897125]
PLATEAU:REVERSE_BA stats (%): [8: µ=118.700714 σ=2.66859 rms=121.3693 min=112.14426 max=119.9513]
SHUFFLE:REVERSE_BA stats (%): [7: µ=99.695595 σ=25.33296 rms=125.02855 min=43.118256 max=113.5854]
STAGGER:SORT______ stats (%): [8: µ=120.09067 σ=0.9377399 rms=121.02841 min=119.427345 max=122.32456]
SAWTOTH:SORT______ stats (%): [8: µ=116.58797 σ=7.085005 rms=123.67297 min=99.18571 max=119.90263]
_RANDOM:SORT______ stats (%): [8: µ=116.94402 σ=7.6896896 rms=124.63371 min=99.21466 max=123.47993]
PLATEAU:SORT______ stats (%): [8: µ=119.40023 σ=0.30342272 rms=119.70366 min=118.98806 max=119.81633]
SHUFFLE:SORT______ stats (%): [8: µ=119.72302 σ=1.5422255 rms=121.26524 min=116.58795 max=122.29075]
STAGGER:DITHER____ stats (%): [8: µ=105.786476 σ=4.128402 rms=109.91488 min=96.1267 max=109.917625]
SAWTOTH:DITHER____ stats (%): [8: µ=108.28477 σ=3.328835 rms=111.6136 min=104.23077 max=113.41599]
_RANDOM:DITHER____ stats (%): [8: µ=110.00799 σ=3.325731 rms=113.33372 min=106.259865 max=113.92088]
PLATEAU:DITHER____ stats (%): [8: µ=106.50742 σ=3.4887586 rms=109.99618 min=102.39375 max=111.72358]
SHUFFLE:DITHER____ stats (%): [8: µ=111.28494 σ=4.057974 rms=115.34292 min=106.8811 max=120.32317]



--- STATS ---
Comparing sorters DPQ_18_11_21 vs RADIX
winners  : 277 / 631
avg   (%): 111.3598  
