
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2 %.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 1 with reps: 5

500000 65536  SAWTOTH REVERSE_BA	   0.238900	  11.049454	   5.908532	   5.439287	  10.701397	    187.01 % .!!!!.
500000 65536  _RANDOM REVERSE_BA	   0.238778	  83.170710	  85.373083	  84.975568	  17.355856	     97.42 % 
500000 65536  PLATEAU REVERSE_BA	   0.238662	   0.458800	   0.718801	   0.270393	   0.385596	     63.83 % 
500000 65536  SHUFFLE REVERSE_BA	   0.238968	   9.912265	   4.393786	   3.962914	   9.444655	    225.60 % .!!!!!.
500000 65536  STAGGER SORT______	   0.239903	   0.506772	   0.787157	   0.313900	   0.429768	     64.38 % 
500000 65536  SAWTOTH SORT______	!  0.221313	   0.532426	   0.752406	   0.334620	   0.459298	     70.76 % 
500000 65536  _RANDOM SORT______	   0.239679	   0.510800	   0.723161	   0.312079	   0.433202	     70.63 % 
500000 65536  PLATEAU SORT______	   0.238150	   0.455921	   0.718755	   0.270722	   0.387646	     63.43 % 
500000 65536  SHUFFLE SORT______	!  0.195259	   0.512204	   0.835431	   0.359380	   0.483784	     61.31 % 
500000 65536  STAGGER DITHER____	   0.238698	  76.706166	  78.615361	  78.619945	  18.854614	     97.57 % 
500000 65536  SAWTOTH DITHER____	   0.238520	  41.580465	  55.652088	  57.314031	  14.710333	     74.72 % 
500000 65536  _RANDOM DITHER____	   0.238657	  82.918302	  85.955940	  85.614610	  17.340427	     96.47 % 
500000 65536  PLATEAU DITHER____	   0.238272	   5.179026	   3.561423	   3.341931	  10.880078	    145.42 % .!!!.
500000 65536  SHUFFLE DITHER____	   0.239014	  14.441182	  11.667323	  12.663566	  18.907835	    123.77 % .!!!.


--- STATS ---
Comparing sorters DPQ_11 vs DPQ_18_11_21
winners  : 0 / 47
avg   (%): 88.9611   
stats (%): [670: µ=130.14645 σ=143.73462 rms=273.88107 min=0.30349448 max=1106.523]


Stats per keys:
STAGGER:IDENT_____ stats (%): [23: µ=118.18473 σ=89.65105 rms=207.83578 min=0.4890435 max=439.27536]
SAWTOTH:IDENT_____ stats (%): [23: µ=124.28493 σ=53.565567 rms=177.8505 min=40.561512 max=224.33366]
_RANDOM:IDENT_____ stats (%): [23: µ=77.38338 σ=41.47605 rms=118.85943 min=0.30349448 max=113.32193]
PLATEAU:IDENT_____ stats (%): [23: µ=63.095356 σ=6.1423106 rms=69.23766 min=42.042084 max=71.33638]
SHUFFLE:IDENT_____ stats (%): [20: µ=156.16081 σ=89.749886 rms=245.91069 min=1.1736932 max=291.04318]
STAGGER:REVERSE___ stats (%): [23: µ=134.9102 σ=76.53907 rms=211.44928 min=36.825916 max=427.03]
SAWTOTH:REVERSE___ stats (%): [23: µ=130.36412 σ=60.414467 rms=190.77858 min=51.06912 max=320.46423]
_RANDOM:REVERSE___ stats (%): [23: µ=87.50545 σ=29.258734 rms=116.76418 min=0.32681462 max=106.85325]
PLATEAU:REVERSE___ stats (%): [23: µ=250.60234 σ=87.458626 rms=338.06097 min=18.102716 max=333.07278]
SHUFFLE:REVERSE___ stats (%): [18: µ=109.53861 σ=42.12923 rms=151.66785 min=2.5931115 max=182.3834]
STAGGER:REVERSE_FR stats (%): [23: µ=125.21149 σ=81.420235 rms=206.63173 min=5.63753 max=435.18353]
SAWTOTH:REVERSE_FR stats (%): [23: µ=121.60725 σ=47.935627 rms=169.54288 min=48.140522 max=223.52551]
_RANDOM:REVERSE_FR stats (%): [23: µ=86.50611 σ=34.141563 rms=120.647675 min=0.30507383 max=112.5454]
PLATEAU:REVERSE_FR stats (%): [23: µ=745.22473 σ=308.09293 rms=1053.3176 min=6.4312606 max=1106.523]
SHUFFLE:REVERSE_FR stats (%): [18: µ=142.12466 σ=56.34307 rms=198.46774 min=86.72216 max=238.09375]
STAGGER:REVERSE_BA stats (%): [23: µ=120.503914 σ=86.52023 rms=207.02415 min=0.35041443 max=430.98944]
SAWTOTH:REVERSE_BA stats (%): [23: µ=119.80969 σ=57.009018 rms=176.81871 min=5.640941 max=233.06976]
_RANDOM:REVERSE_BA stats (%): [23: µ=93.34157 σ=20.690813 rms=114.03238 min=0.54556066 max=108.11558]
PLATEAU:REVERSE_BA stats (%): [23: µ=72.06546 σ=20.100746 rms=92.16621 min=56.89738 max=139.70403]
SHUFFLE:REVERSE_BA stats (%): [20: µ=149.16443 σ=51.47902 rms=200.64345 min=82.08578 max=225.59735]
STAGGER:SORT______ stats (%): [22: µ=59.103073 σ=10.733447 rms=69.83652 min=31.154865 max=70.88833]
SAWTOTH:SORT______ stats (%): [23: µ=65.71135 σ=18.127356 rms=83.8387 min=41.566902 max=111.803665]
_RANDOM:SORT______ stats (%): [22: µ=67.92958 σ=16.800947 rms=84.73053 min=41.263813 max=111.474075]
PLATEAU:SORT______ stats (%): [22: µ=62.325333 σ=7.8848333 rms=70.21017 min=41.784966 max=71.312195]
SHUFFLE:SORT______ stats (%): [22: µ=62.578384 σ=8.962772 rms=71.54115 min=38.121334 max=71.671585]
STAGGER:DITHER____ stats (%): [23: µ=124.11941 σ=81.41348 rms=205.5329 min=35.74695 max=431.9073]
SAWTOTH:DITHER____ stats (%): [23: µ=78.560646 σ=46.583282 rms=125.14393 min=1.1094224 max=235.5339]
_RANDOM:DITHER____ stats (%): [23: µ=98.535034 σ=24.730375 rms=123.26541 min=0.33317173 max=140.25015]
PLATEAU:DITHER____ stats (%): [23: µ=133.87547 σ=16.133749 rms=150.00922 min=96.70164 max=174.28572]
SHUFFLE:DITHER____ stats (%): [23: µ=116.38349 σ=42.83564 rms=159.21913 min=1.0866305 max=172.86665]


stats per keys and sizes:
- size = 50000
stats (%): [256: µ=110.87366 σ=128.63579 rms=239.50945 min=0.30349448 max=892.0167]
STAGGER:IDENT_____ stats (%): [9: µ=68.56055 σ=61.34832 rms=129.90887 min=0.4890435 max=180.38593]
SAWTOTH:IDENT_____ stats (%): [9: µ=107.771935 σ=55.919514 rms=163.69145 min=40.561512 max=177.16777]
_RANDOM:IDENT_____ stats (%): [9: µ=43.71486 σ=50.807312 rms=94.52217 min=0.30349448 max=101.23983]
PLATEAU:IDENT_____ stats (%): [9: µ=61.417847 σ=8.033611 rms=69.45146 min=42.042084 max=70.82809]
SHUFFLE:IDENT_____ stats (%): [7: µ=97.74587 σ=80.19002 rms=177.93588 min=1.1736932 max=209.32826]
STAGGER:REVERSE___ stats (%): [9: µ=111.98307 σ=47.600323 rms=159.58339 min=36.825916 max=180.76009]
SAWTOTH:REVERSE___ stats (%): [9: µ=113.58456 σ=39.637928 rms=153.22249 min=51.06912 max=165.76921]
_RANDOM:REVERSE___ stats (%): [9: µ=77.4579 σ=43.692894 rms=121.150795 min=0.32681462 max=106.85325]
PLATEAU:REVERSE___ stats (%): [9: µ=222.26309 σ=112.77903 rms=335.0421 min=18.102716 max=319.45355]
SHUFFLE:REVERSE___ stats (%): [6: µ=109.58818 σ=26.77249 rms=136.36067 min=94.36583 max=163.91208]
STAGGER:REVERSE_FR stats (%): [9: µ=92.591545 σ=52.067886 rms=144.65944 min=5.63753 max=177.85483]
SAWTOTH:REVERSE_FR stats (%): [9: µ=114.17105 σ=42.559612 rms=156.73067 min=48.140522 max=164.62582]
_RANDOM:REVERSE_FR stats (%): [9: µ=65.13156 σ=48.106037 rms=113.237595 min=0.30507383 max=100.74483]
PLATEAU:REVERSE_FR stats (%): [9: µ=618.48834 σ=350.05777 rms=968.5461 min=6.4312606 max=892.0167]
SHUFFLE:REVERSE_FR stats (%): [6: µ=128.31464 σ=42.91214 rms=171.22678 min=87.19977 max=210.12897]
STAGGER:REVERSE_BA stats (%): [9: µ=78.707985 σ=65.53936 rms=144.24734 min=0.35041443 max=177.37724]
SAWTOTH:REVERSE_BA stats (%): [9: µ=103.66978 σ=64.45155 rms=168.12134 min=5.640941 max=179.81853]
_RANDOM:REVERSE_BA stats (%): [9: µ=87.08575 σ=32.674313 rms=119.760056 min=0.54556066 max=103.185745]
PLATEAU:REVERSE_BA stats (%): [9: µ=72.28311 σ=25.516289 rms=97.7994 min=56.89738 max=139.70403]
SHUFFLE:REVERSE_BA stats (%): [7: µ=137.94661 σ=52.356922 rms=190.30353 min=82.44183 max=219.94116]
STAGGER:SORT______ stats (%): [8: µ=58.308834 σ=12.072829 rms=70.38167 min=38.004417 max=70.88833]
SAWTOTH:SORT______ stats (%): [9: µ=62.91886 σ=17.933155 rms=80.85201 min=42.67763 max=99.65883]
_RANDOM:SORT______ stats (%): [8: µ=64.31753 σ=17.0533 rms=81.370834 min=42.875126 max=100.04519]
PLATEAU:SORT______ stats (%): [8: µ=57.62962 σ=10.815691 rms=68.44531 min=41.784966 max=71.312195]
SHUFFLE:SORT______ stats (%): [8: µ=59.889713 σ=9.820805 rms=69.71052 min=42.196598 max=71.042625]
STAGGER:DITHER____ stats (%): [9: µ=102.52572 σ=47.707077 rms=150.23279 min=35.74695 max=181.08667]
SAWTOTH:DITHER____ stats (%): [9: µ=72.262085 σ=72.00688 rms=144.26897 min=1.1094224 max=235.5339]
_RANDOM:DITHER____ stats (%): [9: µ=92.87387 σ=37.357006 rms=130.23088 min=0.33317173 max=140.25015]
PLATEAU:DITHER____ stats (%): [9: µ=133.89828 σ=19.060616 rms=152.95891 min=96.70164 max=151.07268]
SHUFFLE:DITHER____ stats (%): [9: µ=94.996796 σ=55.673462 rms=150.67026 min=1.0866305 max=157.92485]


- size = 100000
stats (%): [264: µ=136.16599 σ=140.13046 rms=276.29645 min=48.52242 max=1106.523]
STAGGER:IDENT_____ stats (%): [9: µ=127.58903 σ=43.100876 rms=170.6899 min=82.2491 max=184.77576]
SAWTOTH:IDENT_____ stats (%): [9: µ=137.17747 σ=49.08764 rms=186.26512 min=80.11097 max=211.6681]
_RANDOM:IDENT_____ stats (%): [9: µ=98.44148 σ=5.0471344 rms=103.48862 min=89.243065 max=108.30119]
PLATEAU:IDENT_____ stats (%): [9: µ=64.57552 σ=5.7866955 rms=70.36222 min=56.05644 max=71.33638]
SHUFFLE:IDENT_____ stats (%): [8: µ=182.4103 σ=78.146614 rms=260.55692 min=62.56707 max=279.1372]
STAGGER:REVERSE___ stats (%): [9: µ=127.626434 σ=42.89113 rms=170.51756 min=80.18921 max=183.80133]
SAWTOTH:REVERSE___ stats (%): [9: µ=150.23781 σ=76.12591 rms=226.36371 min=79.58352 max=320.46423]
_RANDOM:REVERSE___ stats (%): [9: µ=93.16443 σ=15.879706 rms=109.044136 min=52.453556 max=106.22196]
PLATEAU:REVERSE___ stats (%): [9: µ=256.08194 σ=71.77554 rms=327.8575 min=104.682144 max=333.07278]
SHUFFLE:REVERSE___ stats (%): [7: µ=119.44961 σ=38.07094 rms=157.52054 min=89.134094 max=176.7824]
STAGGER:REVERSE_FR stats (%): [9: µ=122.56052 σ=40.648014 rms=163.20853 min=78.517815 max=182.43831]
SAWTOTH:REVERSE_FR stats (%): [9: µ=125.454094 σ=45.000126 rms=170.45422 min=78.209335 max=208.9474]
_RANDOM:REVERSE_FR stats (%): [9: µ=99.20929 σ=5.0342517 rms=104.24354 min=89.04408 max=108.02973]
PLATEAU:REVERSE_FR stats (%): [9: µ=768.9702 σ=292.24393 rms=1061.2142 min=88.24152 max=1106.523]
SHUFFLE:REVERSE_FR stats (%): [7: µ=144.51347 σ=60.739346 rms=205.2528 min=87.45589 max=238.09375]
STAGGER:REVERSE_BA stats (%): [9: µ=124.54095 σ=40.06874 rms=164.60968 min=80.80361 max=182.62286]
SAWTOTH:REVERSE_BA stats (%): [9: µ=125.400696 σ=43.850735 rms=169.25143 min=80.558525 max=212.10605]
_RANDOM:REVERSE_BA stats (%): [9: µ=96.81181 σ=5.915736 rms=102.727554 min=87.89791 max=108.11558]
PLATEAU:REVERSE_BA stats (%): [9: µ=76.48121 σ=19.863396 rms=96.344604 min=63.65195 max=129.06204]
SHUFFLE:REVERSE_BA stats (%): [8: µ=147.82935 σ=53.069256 rms=200.8986 min=82.08578 max=220.24113]
STAGGER:SORT______ stats (%): [9: µ=63.757175 σ=2.6816778 rms=66.43885 min=62.300713 max=70.82507]
SAWTOTH:SORT______ stats (%): [9: µ=70.064896 σ=11.679073 rms=81.743965 min=63.507896 max=100.16367]
_RANDOM:SORT______ stats (%): [9: µ=69.712425 σ=11.841207 rms=81.553635 min=62.73537 max=99.77604]
PLATEAU:SORT______ stats (%): [9: µ=65.8237 σ=4.907961 rms=70.73166 min=56.239906 max=70.78559]
SHUFFLE:SORT______ stats (%): [9: µ=65.63884 σ=4.0973635 rms=69.736206 min=62.52825 max=71.671585]
STAGGER:DITHER____ stats (%): [9: µ=118.49318 σ=48.473553 rms=166.96674 min=58.159187 max=184.78111]
SAWTOTH:DITHER____ stats (%): [9: µ=80.88181 σ=22.523708 rms=103.40552 min=48.52242 max=131.70396]
_RANDOM:DITHER____ stats (%): [9: µ=101.57256 σ=11.988927 rms=113.56149 min=89.13893 max=131.89406]
PLATEAU:DITHER____ stats (%): [9: µ=135.01193 σ=17.388239 rms=152.40018 min=112.96172 max=174.28572]
SHUFFLE:DITHER____ stats (%): [9: µ=130.0718 σ=26.652773 rms=156.72456 min=98.44859 max=169.35815]


- size = 500000
stats (%): [150: µ=152.44432 σ=169.05037 rms=321.4947 min=2.5931115 max=1018.28906]
STAGGER:IDENT_____ stats (%): [5: µ=190.58052 σ=143.77557 rms=334.35608 min=94.79473 max=439.27536]
SAWTOTH:IDENT_____ stats (%): [5: µ=130.80173 σ=60.557446 rms=191.35918 min=81.868546 max=224.33366]
_RANDOM:IDENT_____ stats (%): [5: µ=100.08212 σ=7.4439435 rms=107.52607 min=96.03737 max=113.32193]
PLATEAU:IDENT_____ stats (%): [5: µ=63.450565 σ=0.18862338 rms=63.63919 min=63.235058 max=63.732296]
SHUFFLE:IDENT_____ stats (%): [5: µ=195.94254 σ=92.74098 rms=288.6835 min=63.58098 max=291.04318]
STAGGER:REVERSE___ stats (%): [5: µ=189.28984 σ=137.87988 rms=327.16974 min=95.181335 max=427.03]
SAWTOTH:REVERSE___ stats (%): [5: µ=124.79468 σ=61.489178 rms=186.28386 min=78.41679 max=219.8412]
_RANDOM:REVERSE___ stats (%): [5: µ=95.40486 σ=2.9557314 rms=98.360596 min=90.815544 max=97.84919]
PLATEAU:REVERSE___ stats (%): [5: µ=291.74966 σ=48.341934 rms=340.09158 min=209.54907 max=325.71936]
SHUFFLE:REVERSE___ stats (%): [5: µ=95.60374 σ=63.70656 rms=159.3103 min=2.5931115 max=182.3834]
STAGGER:REVERSE_FR stats (%): [5: µ=188.69914 σ=142.42874 rms=331.12787 min=91.92423 max=435.18353]
SAWTOTH:REVERSE_FR stats (%): [5: µ=128.0681 σ=68.95997 rms=197.02808 min=62.7463 max=223.52551]
_RANDOM:REVERSE_FR stats (%): [5: µ=102.11458 σ=6.0341544 rms=108.14873 min=97.40832 max=112.5454]
PLATEAU:REVERSE_FR stats (%): [5: µ=930.6084 σ=160.64128 rms=1091.2498 min=644.9702 max=1018.28906]
SHUFFLE:REVERSE_FR stats (%): [5: µ=155.3524 σ=71.70291 rms=227.05531 min=86.72216 max=234.29268]
STAGGER:REVERSE_BA stats (%): [5: µ=188.46992 σ=140.10136 rms=328.5713 min=93.46973 max=430.98944]
SAWTOTH:REVERSE_BA stats (%): [5: µ=138.79776 σ=67.92821 rms=206.72597 min=76.972534 max=233.06976]
_RANDOM:REVERSE_BA stats (%): [5: µ=98.35561 σ=1.6775409 rms=100.03315 min=96.84127 max=100.2714]
PLATEAU:REVERSE_BA stats (%): [5: µ=63.725334 σ=0.15115274 rms=63.876488 min=63.48807 max=63.843235]
SHUFFLE:REVERSE_BA stats (%): [5: µ=167.00552 σ=54.090523 rms=221.09604 min=101.446205 max=225.59735]
STAGGER:SORT______ stats (%): [5: µ=51.996468 σ=14.908296 rms=66.90476 min=31.154865 max=64.54267]
SAWTOTH:SORT______ stats (%): [5: µ=62.901432 σ=28.657425 rms=91.55886 min=41.566902 max=111.803665]
_RANDOM:SORT______ stats (%): [5: µ=70.49974 σ=25.51607 rms=96.01581 min=41.263813 max=111.474075]
PLATEAU:SORT______ stats (%): [5: µ=63.54142 σ=0.14532456 rms=63.686745 min=63.365055 max=63.72991]
SHUFFLE:SORT______ stats (%): [5: µ=61.371433 σ=13.491659 rms=74.86309 min=38.121334 max=71.10078]
STAGGER:DITHER____ stats (%): [5: µ=173.11528 σ=151.92908 rms=325.04434 min=55.871346 max=431.9073]
SAWTOTH:DITHER____ stats (%): [5: µ=85.719955 σ=19.619907 rms=105.33987 min=71.993484 max=119.92001]
_RANDOM:DITHER____ stats (%): [5: µ=103.25757 σ=12.823611 rms=116.081184 min=96.46605 max=126.08701]
PLATEAU:DITHER____ stats (%): [5: µ=131.78877 σ=9.590219 rms=141.37898 min=119.86362 max=145.42014]
SHUFFLE:DITHER____ stats (%): [5: µ=130.24062 σ=27.952835 rms=158.19345 min=105.16991 max=172.86665]



--- STATS ---
Comparing sorters DPQ_11 vs DPQ_18_11P
winners  : 0 / 356
avg   (%): 111.3122  
stats (%): [670: µ=167.68498 σ=202.10117 rms=369.78616 min=0.30499384 max=1579.1136]


Stats per keys:
STAGGER:IDENT_____ stats (%): [22: µ=131.36714 σ=95.952095 rms=227.31924 min=0.3948298 max=465.73026]
SAWTOTH:IDENT_____ stats (%): [23: µ=139.5024 σ=57.66186 rms=197.16426 min=37.902897 max=241.16083]
_RANDOM:IDENT_____ stats (%): [22: µ=79.30961 σ=45.84522 rms=125.15483 min=0.30942556 max=145.41714]
PLATEAU:IDENT_____ stats (%): [23: µ=159.74928 σ=31.030659 rms=190.77994 min=27.000364 max=194.68109]
SHUFFLE:IDENT_____ stats (%): [20: µ=173.0138 σ=86.42026 rms=259.43405 min=2.4386485 max=309.77805]
STAGGER:REVERSE___ stats (%): [23: µ=141.8167 σ=82.03547 rms=223.85217 min=37.361053 max=444.5091]
SAWTOTH:REVERSE___ stats (%): [22: µ=146.77792 σ=63.517456 rms=210.29538 min=49.053036 max=333.10934]
_RANDOM:REVERSE___ stats (%): [23: µ=90.579254 σ=32.548668 rms=123.12792 min=0.30538929 max=145.31961]
PLATEAU:REVERSE___ stats (%): [23: µ=354.52335 σ=124.376 rms=478.89935 min=57.516426 max=501.9064]
SHUFFLE:REVERSE___ stats (%): [21: µ=112.31669 σ=53.66842 rms=165.9851 min=4.4174066 max=200.3774]
STAGGER:REVERSE_FR stats (%): [23: µ=132.36421 σ=88.01584 rms=220.38005 min=7.856026 max=458.15356]
SAWTOTH:REVERSE_FR stats (%): [23: µ=135.36223 σ=55.18115 rms=190.54338 min=47.447197 max=238.89627]
_RANDOM:REVERSE_FR stats (%): [23: µ=91.10376 σ=39.104485 rms=130.20825 min=0.30499384 max=145.32613]
PLATEAU:REVERSE_FR stats (%): [23: µ=1062.2604 σ=443.65372 rms=1505.9141 min=57.00433 max=1579.1136]
SHUFFLE:REVERSE_FR stats (%): [20: µ=144.18932 σ=68.31733 rms=212.50664 min=3.1767535 max=266.78116]
STAGGER:REVERSE_BA stats (%): [23: µ=127.62092 σ=92.822365 rms=220.44328 min=0.33455926 max=451.44852]
SAWTOTH:REVERSE_BA stats (%): [23: µ=130.07466 σ=63.54203 rms=193.6167 min=7.8576093 max=249.72643]
_RANDOM:REVERSE_BA stats (%): [23: µ=98.550705 σ=26.373802 rms=124.92451 min=0.5382442 max=147.71577]
PLATEAU:REVERSE_BA stats (%): [21: µ=167.04437 σ=10.554451 rms=177.59883 min=147.51782 max=193.05545]
SHUFFLE:REVERSE_BA stats (%): [22: µ=151.97725 σ=60.80631 rms=212.78355 min=79.31076 max=250.12567]
STAGGER:SORT______ stats (%): [22: µ=133.47421 σ=52.105774 rms=185.57999 min=22.784092 max=168.13022]
SAWTOTH:SORT______ stats (%): [21: µ=118.825554 σ=57.589508 rms=176.41507 min=27.000013 max=167.9438]
_RANDOM:SORT______ stats (%): [21: µ=136.45857 σ=46.79898 rms=183.25755 min=27.124512 max=186.75595]
PLATEAU:SORT______ stats (%): [22: µ=151.92114 σ=41.702168 rms=193.6233 min=26.753923 max=191.96451]
SHUFFLE:SORT______ stats (%): [23: µ=139.46548 σ=51.634163 rms=191.09964 min=23.372248 max=169.77083]
STAGGER:DITHER____ stats (%): [23: µ=130.03024 σ=90.256004 rms=220.28624 min=36.34116 max=460.94635]
SAWTOTH:DITHER____ stats (%): [23: µ=78.62221 σ=50.906654 rms=129.52887 min=0.97297484 max=258.55286]
_RANDOM:DITHER____ stats (%): [23: µ=98.677246 σ=26.006838 rms=124.68408 min=0.31382495 max=146.10704]
PLATEAU:DITHER____ stats (%): [23: µ=140.56012 σ=18.033274 rms=158.59338 min=102.28789 max=183.56586]
SHUFFLE:DITHER____ stats (%): [23: µ=109.6207 σ=39.58884 rms=149.20953 min=1.9475938 max=160.93512]


stats per keys and sizes:
- size = 50000
stats (%): [256: µ=143.50143 σ=183.59189 rms=327.09332 min=0.30499384 max=1299.8944]
STAGGER:IDENT_____ stats (%): [8: µ=79.25647 σ=64.210754 rms=143.46722 min=0.3948298 max=196.18553]
SAWTOTH:IDENT_____ stats (%): [9: µ=123.74612 σ=63.31147 rms=187.05759 min=37.902897 max=187.14568]
_RANDOM:IDENT_____ stats (%): [9: µ=48.996513 σ=58.914463 rms=107.91098 min=0.30942556 max=145.41714]
PLATEAU:IDENT_____ stats (%): [9: µ=151.53926 σ=48.49825 rms=200.0375 min=27.000364 max=194.68109]
SHUFFLE:IDENT_____ stats (%): [7: µ=111.74845 σ=81.30404 rms=193.05249 min=2.4386485 max=212.29027]
STAGGER:REVERSE___ stats (%): [9: µ=117.604256 σ=54.343723 rms=171.94798 min=37.361053 max=190.41463]
SAWTOTH:REVERSE___ stats (%): [9: µ=128.97412 σ=45.437767 rms=174.4119 min=49.053036 max=174.9563]
_RANDOM:REVERSE___ stats (%): [9: µ=82.43581 σ=48.93877 rms=131.37457 min=0.30538929 max=145.31961]
PLATEAU:REVERSE___ stats (%): [9: µ=320.2792 σ=156.92589 rms=477.2051 min=57.516426 max=467.30588]
SHUFFLE:REVERSE___ stats (%): [8: µ=101.65973 σ=52.57575 rms=154.23547 min=4.887481 max=181.23438]
STAGGER:REVERSE_FR stats (%): [9: µ=96.748 σ=57.235386 rms=153.98338 min=7.856026 max=191.81815]
SAWTOTH:REVERSE_FR stats (%): [9: µ=133.8029 σ=51.590656 rms=185.39355 min=47.447197 max=203.13774]
_RANDOM:REVERSE_FR stats (%): [9: µ=69.915565 σ=54.017773 rms=123.93334 min=0.30499384 max=145.32613]
PLATEAU:REVERSE_FR stats (%): [9: µ=885.6462 σ=501.24643 rms=1386.8926 min=57.00433 max=1299.8944]
SHUFFLE:REVERSE_FR stats (%): [7: µ=113.0965 σ=64.17373 rms=177.27023 min=3.1767535 max=223.70035]
STAGGER:REVERSE_BA stats (%): [9: µ=82.47749 σ=70.58403 rms=153.06152 min=0.33455926 max=189.75359]
SAWTOTH:REVERSE_BA stats (%): [9: µ=110.95147 σ=73.01913 rms=183.9706 min=7.8576093 max=197.89563]
_RANDOM:REVERSE_BA stats (%): [9: µ=91.98403 σ=37.872818 rms=129.85686 min=0.5382442 max=144.55736]
PLATEAU:REVERSE_BA stats (%): [7: µ=165.0536 σ=6.8507032 rms=171.90431 min=149.96167 max=168.56876]
SHUFFLE:REVERSE_BA stats (%): [8: µ=139.2627 σ=60.068707 rms=199.3314 min=79.64803 max=237.66681]
STAGGER:SORT______ stats (%): [8: µ=127.961876 σ=62.198772 rms=190.16064 min=27.331964 max=168.13022]
SAWTOTH:SORT______ stats (%): [8: µ=110.56733 σ=66.835945 rms=177.40327 min=27.000013 max=167.9438]
_RANDOM:SORT______ stats (%): [7: µ=123.82205 σ=67.24402 rms=191.06607 min=27.124512 max=186.75595]
PLATEAU:SORT______ stats (%): [8: µ=128.50803 σ=62.431942 rms=190.93997 min=26.753923 max=169.10353]
SHUFFLE:SORT______ stats (%): [9: µ=120.68951 σ=65.9386 rms=186.6281 min=27.05091 max=167.93643]
STAGGER:DITHER____ stats (%): [9: µ=107.21209 σ=55.940582 rms=163.15268 min=36.34116 max=198.63089]
SAWTOTH:DITHER____ stats (%): [9: µ=73.71243 σ=78.22457 rms=151.937 min=0.97297484 max=258.55286]
_RANDOM:DITHER____ stats (%): [9: µ=93.144135 σ=38.271957 rms=131.41609 min=0.31382495 max=146.10704]
PLATEAU:DITHER____ stats (%): [9: µ=140.83928 σ=21.749485 rms=162.58876 min=102.28789 max=157.30911]
SHUFFLE:DITHER____ stats (%): [9: µ=90.70096 σ=52.74123 rms=143.4422 min=1.9475938 max=151.36815]


- size = 100000
stats (%): [265: µ=178.11737 σ=204.38298 rms=382.50037 min=49.362144 max=1579.1136]
STAGGER:IDENT_____ stats (%): [9: µ=136.73221 σ=52.577698 rms=189.3099 min=82.56635 max=200.54675]
SAWTOTH:IDENT_____ stats (%): [9: µ=150.38638 σ=50.80666 rms=201.19304 min=79.0794 max=218.05067]
_RANDOM:IDENT_____ stats (%): [8: µ=97.26457 σ=5.450888 rms=102.71546 min=90.126114 max=107.79352]
PLATEAU:IDENT_____ stats (%): [9: µ=163.05263 σ=12.588412 rms=175.64104 min=144.93898 max=188.98618]
SHUFFLE:IDENT_____ stats (%): [8: µ=197.18268 σ=75.64109 rms=272.82376 min=101.395065 max=309.77805]
STAGGER:REVERSE___ stats (%): [9: µ=134.19646 σ=49.304104 rms=183.50055 min=80.4617 max=194.30678]
SAWTOTH:REVERSE___ stats (%): [9: µ=162.16096 σ=79.28496 rms=241.44592 min=76.7746 max=333.10934]
_RANDOM:REVERSE___ stats (%): [9: µ=92.55795 σ=15.708745 rms=108.2667 min=52.445396 max=106.574356]
PLATEAU:REVERSE___ stats (%): [9: µ=369.07095 σ=112.40352 rms=481.4745 min=139.47844 max=501.9064]
SHUFFLE:REVERSE___ stats (%): [8: µ=126.301674 σ=45.62367 rms=171.92534 min=84.79333 max=195.61304]
STAGGER:REVERSE_FR stats (%): [9: µ=129.6717 σ=48.076466 rms=177.74817 min=78.21772 max=193.31076]
SAWTOTH:REVERSE_FR stats (%): [9: µ=134.94684 σ=53.012268 rms=187.9591 min=75.9111 max=222.24196]
_RANDOM:REVERSE_FR stats (%): [9: µ=103.52094 σ=16.05337 rms=119.57431 min=89.97087 max=144.47614]
PLATEAU:REVERSE_FR stats (%): [9: µ=1125.2513 σ=442.20236 rms=1567.4537 min=134.28012 max=1579.1136]
SHUFFLE:REVERSE_FR stats (%): [8: µ=152.68626 σ=65.23017 rms=217.91644 min=104.50591 max=266.78116]
STAGGER:REVERSE_BA stats (%): [9: µ=132.30396 σ=47.82418 rms=180.12813 min=81.05324 max=194.11499]
SAWTOTH:REVERSE_BA stats (%): [9: µ=135.8687 σ=49.38883 rms=185.25752 min=78.53899 max=226.49922]
_RANDOM:REVERSE_BA stats (%): [9: µ=102.95088 σ=17.619228 rms=120.570114 min=89.94706 max=147.71577]
PLATEAU:REVERSE_BA stats (%): [9: µ=169.91606 σ=13.445729 rms=183.36179 min=154.67282 max=193.05545]
SHUFFLE:REVERSE_BA stats (%): [9: µ=149.21988 σ=62.585114 rms=211.805 min=79.31076 max=243.9872]
STAGGER:SORT______ stats (%): [9: µ=154.07414 σ=11.044074 rms=165.11821 min=143.1693 max=168.01686]
