
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

CHECK_SORTED: false
USE_BOTTOM_UP: false
Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_11	RADIX	MARLIN	PEEK_SORT	DPQ_18_11_E	MARLIN_M2	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

100 1  SHUFFLE REVERSE_BA	   0.000022	   0.001056	   0.000474	   0.000375	   0.000586	   0.000641	   0.000683	   0.001405	   0.001069	    222.94 % .!!!!!.
100 1  STAGGER SORT______	   0.000022	   0.000757	   0.000152	   0.000201	   0.000211	   0.000267	   0.000484	   0.000943	   0.000475	    499.61 % .!!!!!.
100 1  SAWTOTH SORT______	   0.000022	   0.000121	   0.000152	   0.000119	   0.000234	   0.000306	   0.000486	   0.000126	   0.000551	     79.88 % 
100 1  _RANDOM SORT______	   0.000023	   0.000119	   0.000152	   0.000121	   0.000231	   0.000300	   0.000486	   0.000126	   0.000551	     78.62 % 
100 1  PLATEAU SORT______	   0.000022	   0.000128	   0.000153	   0.000120	   0.000213	   0.000286	   0.000486	   0.000136	   0.000518	     83.69 % 
100 1  SHUFFLE SORT______	   0.000023	   0.000763	   0.000152	   0.000196	   0.000214	   0.000263	   0.000485	   0.000979	   0.000475	    500.81 % .!!!!!.
100 1  STAGGER DITHER____	   0.000022	   0.000852	   0.000542	   0.000988	   0.003943	   0.000726	   0.000933	   0.001409	   0.001023	    157.28 % .!!!.
100 1  SAWTOTH DITHER____	   0.000022	   0.000575	   0.001201	   0.000385	   0.003755	   0.001215	   0.001200	   0.000765	   0.001638	     47.83 % 
100 1  _RANDOM DITHER____	   0.000022	   0.000573	   0.001198	   0.000385	   0.003756	   0.001220	   0.001190	   0.000760	   0.001634	     47.81 % 
100 1  PLATEAU DITHER____	   0.000022	   0.000597	   0.001184	   0.000396	   0.003770	   0.001229	   0.001196	   0.000813	   0.001630	     50.43 % 
100 1  SHUFFLE DITHER____	   0.000022	   0.000870	   0.000215	   0.000311	   0.004262	   0.000677	   0.000868	   0.001101	   0.000998	    404.25 % .!!!!!.
100 4  STAGGER IDENT_____	   0.000022	   0.000973	   0.000769	   0.000907	   0.001015	   0.001120	   0.000800	   0.001912	   0.001495	    126.61 % .!!!.
100 4  SAWTOTH IDENT_____	   0.000022	   0.000604	   0.001112	   0.000364	   0.003759	   0.001237	   0.001179	   0.000869	   0.001670	     54.29 % 
100 4  _RANDOM IDENT_____	   0.000022	   0.000727	   0.001229	!  0.000682	   0.003834	   0.001237	   0.001239	   0.000926	   0.001673	     59.17 % 
100 4  PLATEAU IDENT_____	   0.000022	   0.000153	   0.000150	   0.000128	   0.000211	   0.000291	   0.000487	   0.000172	   0.000512	    101.82 % ..
100 4  SHUFFLE IDENT_____	   0.000022	   0.000991	   0.000946	   0.001165	   0.004768	   0.001046	   0.001010	   0.001278	   0.001424	    104.84 % ..
100 4  STAGGER REVERSE___	   0.000022	   0.001256	   0.000964	   0.000815	   0.001088	   0.001517	   0.001472	   0.001918	   0.002130	    130.33 % .!!!.
100 4  SAWTOTH REVERSE___	   0.000022	   0.000715	   0.001041	   0.000296	   0.003840	   0.001268	   0.001311	   0.000891	   0.001738	     68.67 % 
100 4  _RANDOM REVERSE___	   0.000022	   0.000719	   0.001276	!  0.000616	   0.003814	   0.001242	   0.001244	   0.000952	   0.001682	     56.32 % 
100 4  PLATEAU REVERSE___	   0.000022	   0.000143	   0.000237	   0.000137	   0.000225	   0.000353	   0.000384	   0.000161	   0.000649	     60.10 % 
100 4  SHUFFLE REVERSE___	   0.000022	   0.001130	   0.001329	!  0.001203	   0.005188	   0.001488	   0.001535	   0.001394	   0.002168	     85.00 % 
100 4  STAGGER REVERSE_FR	   0.000022	   0.001002	   0.000837	   0.000841	   0.001054	   0.001309	   0.001087	   0.001333	   0.001797	    119.70 % .!!.
100 4  SAWTOTH REVERSE_FR	   0.000022	   0.000558	   0.001095	   0.000345	   0.003849	   0.001253	   0.001240	   0.000798	   0.001711	     50.96 % 
100 4  _RANDOM REVERSE_FR	   0.000022	   0.000705	   0.001238	!  0.000574	   0.003818	   0.001257	   0.001239	   0.000901	   0.001712	     56.91 % 
100 4  PLATEAU REVERSE_FR	   0.000022	   0.000158	   0.000197	   0.000136	   0.000225	   0.000353	   0.000612	   0.000173	   0.000635	     80.23 % 
100 4  SHUFFLE REVERSE_FR	   0.000022	   0.000930	   0.001106	   0.001185	   0.004457	   0.001277	   0.001301	   0.001292	   0.001814	     84.06 % 
100 4  STAGGER REVERSE_BA	   0.000022	   0.001193	   0.000773	   0.000915	   0.001079	   0.001310	   0.001074	   0.001549	   0.001825	    154.35 % .!!!.
100 4  SAWTOTH REVERSE_BA	   0.000022	   0.000576	   0.001017	   0.000324	   0.003787	   0.001251	   0.001215	   0.000807	   0.001705	     56.67 % 
100 4  _RANDOM REVERSE_BA	   0.000022	   0.000706	   0.001257	!  0.000605	   0.003811	   0.001230	   0.001250	   0.000905	   0.001682	     56.13 % 
100 4  PLATEAU REVERSE_BA	   0.000022	   0.000151	   0.000152	   0.000129	   0.000214	   0.000286	   0.000486	   0.000172	   0.000518	     99.41 % 
100 4  SHUFFLE REVERSE_BA	   0.000022	   0.001163	   0.001111	   0.001292	   0.004610	   0.001274	   0.001298	   0.001573	   0.001798	    104.68 % ..
100 4  STAGGER SORT______	   0.000022	   0.000682	   0.000150	   0.000199	   0.000214	   0.000263	   0.000486	   0.000865	   0.000470	    455.83 % .!!!!!.
100 4  SAWTOTH SORT______	   0.000022	   0.000362	   0.000150	   0.000394	   0.000215	   0.000281	   0.000486	   0.000453	   0.000513	    241.59 % .!!!!!.
100 4  _RANDOM SORT______	   0.000022	   0.000705	   0.000150	   0.000374	   0.000215	   0.000274	   0.000486	   0.000844	   0.000490	    470.53 % .!!!!!.
100 4  PLATEAU SORT______	   0.000022	   0.000152	   0.000150	   0.000128	   0.000214	   0.000285	   0.000486	   0.000171	   0.000519	    101.09 % ..
100 4  SHUFFLE SORT______	   0.000022	   0.000780	   0.000149	   0.000196	   0.000211	   0.000266	   0.000487	   0.000966	   0.000471	    521.57 % .!!!!!.
100 4  STAGGER DITHER____	   0.000022	   0.000982	   0.000762	   0.000885	   0.001012	   0.001110	   0.000801	   0.001909	   0.001487	    128.74 % .!!!.
100 4  SAWTOTH DITHER____	   0.000022	   0.001291	   0.001377	   0.000598	   0.003784	   0.001291	   0.001288	   0.001264	   0.001725	     93.82 % 
100 4  _RANDOM DITHER____	   0.000022	   0.000983	   0.001335	   0.000651	   0.003796	   0.001274	   0.001289	   0.001260	   0.001709	     73.60 % 
100 4  PLATEAU DITHER____	   0.000022	   0.000642	   0.001141	   0.000365	   0.003777	   0.001206	   0.001186	   0.000872	   0.001631	     56.26 % 
100 4  SHUFFLE DITHER____	   0.000022	   0.001060	   0.000985	   0.001164	   0.004376	   0.001068	   0.001092	   0.001356	   0.001471	    107.61 % .!.
100 16  STAGGER IDENT_____	   0.000022	   0.000960	   0.001253	   0.001263	   0.003995	   0.001267	   0.001218	   0.001267	   0.001723	     76.66 % 
100 16  SAWTOTH IDENT_____	   0.000022	   0.001149	   0.000842	   0.001034	   0.001067	   0.001211	   0.000897	   0.001472	   0.001611	    136.47 % .!!!.
100 16  _RANDOM IDENT_____	   0.000022	   0.001214	   0.001391	   0.001144	   0.003816	   0.001328	   0.001349	   0.001567	   0.001821	     87.28 % 
100 16  PLATEAU IDENT_____	   0.000022	   0.000296	$   0.000155	   0.000166	   0.000213	   0.000295	   0.000487	   0.000351	   0.000519	    191.08 % .!!!!.
100 16  SHUFFLE IDENT_____	   0.000022	!  0.000960	!  0.000589	!  0.000893	   0.001245	   0.000885	   0.000864	   0.001209	   0.001237	    163.01 % .!!!!.
100 16  STAGGER REVERSE___	   0.000022	   0.001009	   0.001187	   0.001192	   0.004108	   0.001389	   0.001498	   0.001343	   0.001958	     85.07 % 
100 16  SAWTOTH REVERSE___	   0.000022	   0.001121	   0.000898	   0.000814	   0.001158	   0.001484	   0.001342	   0.001457	   0.002038	    124.84 % .!!!.
100 16  _RANDOM REVERSE___	   0.000022	   0.001138	   0.001418	   0.001233	   0.003851	   0.001344	   0.001372	   0.001529	   0.001829	     80.27 % 
100 16  PLATEAU REVERSE___	   0.000022	   0.000313	   0.000461	   0.000338	   0.000236	   0.000448	   0.000538	   0.000383	   0.000763	     67.87 % 
100 16  SHUFFLE REVERSE___	   0.000022	   0.001072	   0.001329	   0.000967	   0.001224	   0.001502	   0.001106	   0.001325	   0.002188	     80.60 % 
100 16  STAGGER REVERSE_FR	   0.000022	   0.001150	   0.001325	   0.000926	   0.004154	   0.001392	   0.001344	   0.001617	   0.001878	     86.76 % 
100 16  SAWTOTH REVERSE_FR	   0.000022	   0.000961	   0.000897	   0.000887	   0.001164	   0.001351	   0.001170	   0.001320	   0.001852	    107.07 % .!.
100 16  _RANDOM REVERSE_FR	   0.000022	   0.001234	   0.001392	   0.001239	   0.003833	   0.001330	   0.001350	   0.001623	   0.001828	     88.60 % 
100 16  PLATEAU REVERSE_FR	   0.000022	   0.000467	   0.000306	   0.000337	   0.000238	   0.000442	   0.000742	   0.000577	   0.000755	    152.67 % .!!!.
100 16  SHUFFLE REVERSE_FR	   0.000022	   0.000791	   0.000822	   0.000827	   0.001314	   0.001215	   0.001100	   0.001088	   0.001746	     96.21 % 
100 16  STAGGER REVERSE_BA	   0.000022	   0.000971	   0.001305	   0.001046	   0.004050	   0.001294	   0.001295	   0.001328	   0.001768	     74.42 % 
100 16  SAWTOTH REVERSE_BA	   0.000022	   0.001127	   0.000819	   0.000850	   0.001146	   0.001367	   0.001153	   0.001246	   0.001813	    137.69 % .!!!.
100 16  _RANDOM REVERSE_BA	   0.000022	   0.001147	   0.001415	   0.001100	   0.003834	   0.001319	   0.001364	   0.001599	   0.001809	     81.05 % 
100 16  PLATEAU REVERSE_BA	   0.000022	   0.000295	   0.000151	   0.000166	   0.000211	   0.000286	   0.000489	   0.000348	   0.000518	    194.70 % .!!!!.
100 16  SHUFFLE REVERSE_BA	   0.000022	   0.001199	   0.000814	!  0.001009	   0.001328	   0.001175	   0.001172	   0.001559	   0.001707	    147.39 % .!!!.
100 16  STAGGER SORT______	   0.000022	   0.000769	   0.000150	   0.000196	   0.000214	   0.000265	   0.000486	   0.000972	   0.000470	    513.72 % .!!!!!.
100 16  SAWTOTH SORT______	   0.000022	   0.000639	   0.000150	   0.000200	   0.000215	   0.000267	   0.000487	   0.000812	   0.000470	    427.38 % .!!!!!.
100 16  _RANDOM SORT______	   0.000022	   0.000971	   0.000151	   0.000204	   0.000214	   0.000269	   0.000490	   0.001204	   0.000471	    641.40 % .!!!!!.
100 16  PLATEAU SORT______	   0.000022	   0.000298	   0.000149	   0.000166	   0.000211	   0.000287	   0.000484	   0.000348	   0.000517	    199.52 % .!!!!.
100 16  SHUFFLE SORT______	   0.000022	   0.000766	   0.000150	   0.000195	   0.000213	   0.000265	   0.000485	   0.000960	   0.000474	    512.01 % .!!!!!.
100 16  STAGGER DITHER____	   0.000022	   0.000967	   0.001270	   0.001292	   0.003998	   0.001273	   0.001219	   0.001310	   0.001710	     76.11 % 
100 16  SAWTOTH DITHER____	   0.000022	   0.001039	   0.000933	   0.000961	   0.003805	   0.001257	   0.001257	   0.001410	   0.001701	    111.38 % .!!.
100 16  _RANDOM DITHER____	   0.000022	   0.001330	   0.001401	   0.001173	   0.003824	   0.001321	   0.001354	   0.001679	   0.001809	     94.95 % 
100 16  PLATEAU DITHER____	   0.000022	   0.000900	   0.000949	   0.000389	   0.003815	   0.001117	   0.001097	   0.001205	   0.001519	     94.79 % 
100 16  SHUFFLE DITHER____	   0.000022	   0.001074	!  0.000637	!  0.000934	   0.004369	   0.000885	   0.000955	   0.001331	   0.001246	    168.53 % .!!!!.
100 64  STAGGER IDENT_____	   0.000022	   0.001212	   0.001563	   0.001256	   0.003958	   0.001383	   0.001426	   0.001844	   0.001944	     77.52 % 
100 64  SAWTOTH IDENT_____	   0.000022	   0.001528	   0.000597	   0.001084	   0.000491	   0.000702	   0.000605	   0.001870	   0.000956	    255.86 % .!!!!!.
100 64  _RANDOM IDENT_____	   0.000022	   0.001268	   0.001410	   0.001239	   0.003917	   0.001355	   0.001377	   0.001653	   0.001844	     89.95 % 
100 64  PLATEAU IDENT_____	   0.000022	   0.000773	   0.000151	   0.000197	   0.000213	   0.000276	   0.000486	   0.000970	   0.000482	    510.40 % .!!!!!.
100 64  SHUFFLE IDENT_____	   0.000022	   0.000915	   0.000310	!  0.000546	!  0.000829	   0.000734	   0.000747	   0.001153	   0.001057	    295.38 % .!!!!!.
100 64  STAGGER REVERSE___	   0.000022	   0.001030	   0.001618	   0.001210	   0.003898	   0.001290	   0.001253	   0.001456	   0.001741	     63.63 % 
100 64  SAWTOTH REVERSE___	   0.000022	   0.000885	   0.001056	   0.000805	   0.000566	   0.001457	   0.000600	   0.001167	   0.002039	     83.75 % 
100 64  _RANDOM REVERSE___	   0.000022	   0.001181	   0.001446	   0.001312	   0.003927	   0.001359	   0.001382	   0.001629	   0.001869	     81.69 % 
100 64  PLATEAU REVERSE___	   0.000022	   0.001032	   0.001087	   0.000455	   0.000274	   0.000796	   0.000654	   0.001327	   0.001285	     94.93 % 
100 64  SHUFFLE REVERSE___	   0.000022	   0.001054	   0.001390	   0.000687	   0.000842	   0.001440	   0.000899	   0.001328	   0.002124	     75.80 % 
100 64  STAGGER REVERSE_FR	   0.000022	   0.001214	   0.001548	   0.000852	   0.003899	   0.001345	   0.001350	   0.001820	   0.001859	     78.44 % 
100 64  SAWTOTH REVERSE_FR	   0.000022	   0.001228	   0.000982	   0.001084	   0.000682	   0.001090	   0.000762	   0.001765	   0.001541	    125.00 % .!!!.
100 64  _RANDOM REVERSE_FR	   0.000022	   0.001154	   0.001412	   0.001157	   0.003926	   0.001347	   0.001379	   0.001616	   0.001860	     81.74 % 
100 64  PLATEAU REVERSE_FR	   0.000022	   0.000700	   0.000552	   0.000527	   0.000505	   0.000651	   0.000649	   0.000884	   0.001060	    126.80 % .!!!.
100 64  SHUFFLE REVERSE_FR	   0.000022	   0.000722	   0.000661	   0.000668	   0.000912	   0.001095	   0.000978	   0.000980	   0.001603	    109.13 % .!.
100 64  STAGGER REVERSE_BA	   0.000022	   0.000944	   0.001577	   0.001184	   0.003971	   0.001308	   0.001369	   0.001276	   0.001802	     59.87 % 
100 64  SAWTOTH REVERSE_BA	   0.000022	   0.001198	   0.000625	   0.000959	   0.000749	   0.001034	   0.000828	   0.001601	   0.001469	    191.72 % .!!!!.
100 64  _RANDOM REVERSE_BA	   0.000022	   0.001185	   0.001442	   0.001241	   0.003931	   0.001332	   0.001386	   0.001626	   0.001840	     82.14 % 
100 64  PLATEAU REVERSE_BA	   0.000022	   0.001181	   0.000296	   0.000451	   0.000491	   0.000401	   0.000575	   0.001561	   0.000674	    398.75 % .!!!!!.
100 64  SHUFFLE REVERSE_BA	   0.000022	   0.001157	   0.000599	   0.000611	   0.000965	   0.001072	   0.000953	   0.001523	   0.001594	    193.17 % .!!!!.
100 64  STAGGER SORT______	   0.000022	   0.000681	   0.000151	   0.000201	   0.000213	   0.000266	   0.000486	   0.000864	   0.000474	    450.73 % .!!!!!.
100 64  SAWTOTH SORT______	   0.000022	   0.000763	   0.000151	   0.000203	   0.000214	   0.000264	   0.000485	   0.000950	   0.000470	    504.03 % .!!!!!.
100 64  _RANDOM SORT______	   0.000022	   0.000777	   0.000151	   0.000204	   0.000214	   0.000264	   0.000488	   0.000956	   0.000474	    515.23 % .!!!!!.
100 64  PLATEAU SORT______	   0.000022	   0.000776	   0.000151	$   0.000202	   0.000211	   0.000268	   0.000485	   0.000975	   0.000480	    512.44 % .!!!!!.
100 64  SHUFFLE SORT______	   0.000022	   0.000765	   0.000150	   0.000197	   0.000214	   0.000265	   0.000486	   0.000971	   0.000471	    511.00 % .!!!!!.
100 64  STAGGER DITHER____	   0.000022	   0.001215	   0.001564	   0.001244	   0.003963	   0.001385	   0.001443	   0.001838	   0.001925	     77.67 % 
100 64  SAWTOTH DITHER____	   0.000022	   0.001318	   0.000656	   0.001123	   0.003951	   0.000864	   0.000991	   0.001600	   0.001171	    200.96 % .!!!!!.
100 64  _RANDOM DITHER____	   0.000022	   0.001217	   0.001425	   0.001209	   0.003948	   0.001343	   0.001374	   0.001607	   0.001838	     85.40 % 
100 64  PLATEAU DITHER____	   0.000022	   0.001024	   0.000404	   0.000732	   0.003953	   0.000874	   0.000980	   0.001287	   0.001241	    253.29 % .!!!!!.
100 64  SHUFFLE DITHER____	   0.000022	   0.001034	   0.000353	   0.000609	   0.004384	   0.000788	   0.000896	   0.001283	   0.001140	    292.88 % .!!!!!.
lreps: 201 with reps: 12

200 1  STAGGER IDENT_____	   0.000037	   0.002801	   0.002723	   0.001675	   0.000829	   0.001100	   0.001578	   0.004068	   0.001540	    102.85 % ..
200 1  SAWTOTH IDENT_____	   0.000037	   0.000209	   0.000211	   0.000208	   0.000289	   0.000670	   0.000926	   0.000213	   0.001183	     98.89 % 
200 1  _RANDOM IDENT_____	   0.000037	   0.000209	   0.000212	   0.000209	   0.000294	   0.000684	   0.000923	   0.000214	   0.001179	     98.46 % 
200 1  PLATEAU IDENT_____	   0.000037	   0.000217	   0.000228	   0.000209	   0.000253	   0.000649	   0.000923	   0.000223	   0.001131	     95.25 % 
200 1  SHUFFLE IDENT_____	   0.000037	   0.000861	   0.000484	   0.000596	   0.000254	   0.000599	   0.000929	   0.001117	   0.000975	    177.70 % .!!!!.
200 1  STAGGER REVERSE___	   0.000037	   0.002542	   0.002530	   0.001767	   0.000942	   0.002515	   0.001547	   0.003732	   0.003967	    100.47 % ..
200 1  SAWTOTH REVERSE___	   0.000037	   0.000209	   0.000213	   0.000211	   0.000295	   0.000670	   0.000922	   0.000215	   0.001182	     97.96 % 
200 1  _RANDOM REVERSE___	   0.000037	   0.000209	   0.000212	   0.000209	   0.000293	   0.000671	   0.000924	   0.000213	   0.001183	     98.48 % 
200 1  PLATEAU REVERSE___	   0.000039	   0.000209	   0.000211	   0.000210	   0.000266	   0.000694	   0.000733	   0.000215	   0.001214	     99.26 % 
200 1  SHUFFLE REVERSE___	   0.000038	   0.001445	   0.000964	   0.000966	   0.000372	   0.002048	   0.001015	   0.001839	   0.003439	    149.80 % .!!!.
200 1  STAGGER REVERSE_FR	   0.000040	   0.002742	   0.002630	   0.001721	   0.000871	   0.001805	   0.001305	   0.003801	   0.002757	    104.26 % ..
200 1  SAWTOTH REVERSE_FR	   0.000037	   0.000209	   0.000212	   0.000209	   0.000293	   0.000671	   0.000924	   0.000213	   0.001181	     98.39 % 
200 1  _RANDOM REVERSE_FR	   0.000037	   0.000209	   0.000211	   0.000209	   0.000294	   0.000679	   0.000923	   0.000213	   0.001180	     98.64 % 
200 1  PLATEAU REVERSE_FR	   0.000040	   0.000218	   0.000225	   0.000216	   0.000261	   0.000687	   0.001202	   0.000227	   0.001202	     96.65 % 
200 1  SHUFFLE REVERSE_FR	   0.000039	   0.001270	   0.001260	   0.001702	   0.000793	   0.001322	   0.001227	   0.001571	   0.002180	    100.80 % ..
200 1  STAGGER REVERSE_BA	   0.000040	   0.002474	   0.002412	   0.001800	   0.000876	   0.001799	   0.001252	   0.003661	   0.002745	    102.58 % ..
200 1  SAWTOTH REVERSE_BA	   0.000039	   0.000207	   0.000210	   0.000207	   0.000291	   0.000666	   0.000920	   0.000211	   0.001182	     98.72 % 
200 1  _RANDOM REVERSE_BA	   0.000040	   0.000206	   0.000209	   0.000206	   0.000286	   0.000675	   0.000919	   0.000211	   0.001180	     98.45 % 
200 1  PLATEAU REVERSE_BA	   0.000039	   0.000215	   0.000226	   0.000208	   0.000254	   0.000651	   0.000925	   0.000223	   0.001135	     95.12 % 
200 1  SHUFFLE REVERSE_BA	   0.000040	   0.001644	   0.001210	   0.000828	   0.000915	   0.001329	   0.001257	   0.002169	   0.002201	    135.92 % .!!!.
200 1  STAGGER SORT______	   0.000037	   0.000866	   0.000484	   0.000610	   0.000253	   0.000606	   0.000925	   0.001111	   0.000981	    179.05 % .!!!!.
200 1  SAWTOTH SORT______	   0.000039	   0.000207	   0.000210	   0.000207	   0.000288	   0.000671	   0.000922	   0.000212	   0.001194	     98.55 % 
200 1  _RANDOM SORT______	   0.000040	   0.000206	   0.000209	   0.000207	   0.000286	   0.000674	   0.000918	   0.000211	   0.001178	     98.46 % 
200 1  PLATEAU SORT______	   0.000037	   0.000217	   0.000228	   0.000210	   0.000257	   0.000653	   0.000923	   0.000223	   0.001130	     95.19 % 
200 1  SHUFFLE SORT______	   0.000038	   0.000871	   0.000489	   0.000598	   0.000253	   0.000599	   0.000916	   0.001115	   0.000979	    178.02 % .!!!!.
200 1  STAGGER DITHER____	   0.000040	   0.003059	   0.003061	   0.001768	   0.005116	   0.001902	   0.002220	   0.004428	   0.002590	     99.96 % 
200 1  SAWTOTH DITHER____	   0.000037	   0.001061	   0.001191	   0.000688	   0.004728	   0.002922	   0.002860	   0.001490	   0.003946	     89.09 % 
200 1  _RANDOM DITHER____	   0.000037	   0.001045	   0.001197	   0.000679	   0.004734	   0.002932	   0.002870	   0.001492	   0.003944	     87.31 % 
200 1  PLATEAU DITHER____	   0.000038	   0.001071	   0.001175	   0.000706	   0.004720	   0.002934	   0.002897	   0.001477	   0.003920	     91.16 % 
200 1  SHUFFLE DITHER____	   0.000040	   0.000962	   0.000593	   0.000974	   0.005678	   0.001817	   0.002073	   0.001196	   0.002548	    162.17 % .!!!!.
200 4  STAGGER IDENT_____	   0.000039	   0.002321	   0.002457	   0.002256	   0.001745	   0.002381	   0.002025	   0.003350	   0.003113	     94.44 % 
200 4  SAWTOTH IDENT_____	   0.000039	   0.000588	   0.001784	   0.000639	   0.004732	   0.002939	   0.002922	   0.000803	   0.003952	     32.95 % 
200 4  _RANDOM IDENT_____	   0.000037	!  0.001110	!  0.001284	   0.000730	   0.004802	   0.002975	   0.002953	   0.001077	   0.003971	     86.40 % 
200 4  PLATEAU IDENT_____	   0.000037	   0.000241	   0.000239	   0.000217	   0.000253	   0.000656	   0.000923	   0.000256	   0.001136	    101.05 % ..
200 4  SHUFFLE IDENT_____	   0.000039	   0.001961	   0.002017	   0.001903	   0.006098	   0.002530	   0.002386	   0.002568	   0.003411	     97.21 % 
200 4  STAGGER REVERSE___	   0.000038	   0.002501	   0.002579	   0.002501	   0.001879	   0.003472	   0.001979	   0.003520	   0.004948	     96.98 % 
200 4  SAWTOTH REVERSE___	   0.000037	   0.001333	   0.001368	   0.000655	   0.004792	   0.003013	   0.003118	   0.001092	   0.004112	     97.42 % 
200 4  _RANDOM REVERSE___	   0.000037	   0.001330	!  0.001500	   0.000821	   0.004801	   0.003017	   0.002939	   0.001114	   0.004005	     88.67 % 
200 4  PLATEAU REVERSE___	   0.000037	   0.000232	   0.000231	   0.000228	   0.000266	   0.000730	   0.000694	   0.000248	   0.001270	    100.21 % ..
200 4  SHUFFLE REVERSE___	   0.000037	   0.002410	   0.002249	   0.001886	   0.007407	   0.003380	   0.003454	   0.003308	   0.004896	    107.18 % .!.
200 4  STAGGER REVERSE_FR	   0.000038	   0.002123	   0.002118	   0.002505	   0.001839	   0.002909	   0.002181	   0.002900	   0.004036	    100.23 % ..
200 4  SAWTOTH REVERSE_FR	   0.000040	   0.001577	   0.001730	   0.000638	   0.004789	   0.003003	   0.003067	   0.001086	   0.004027	     91.17 % 
200 4  _RANDOM REVERSE_FR	   0.000040	!  0.000940	!  0.001141	   0.000739	   0.004779	   0.002994	   0.002962	   0.001108	   0.004012	     82.33 % 
200 4  PLATEAU REVERSE_FR	   0.000040	   0.000243	   0.000242	   0.000238	   0.000265	   0.000722	   0.001086	   0.000266	   0.001256	    100.45 % ..
200 4  SHUFFLE REVERSE_FR	   0.000037	   0.002019	   0.002049	   0.002478	   0.006552	   0.002996	   0.002962	   0.002708	   0.004197	     98.54 % 
200 4  STAGGER REVERSE_BA	   0.000037	   0.002321	   0.001916	   0.001879	   0.001937	   0.002968	   0.002185	   0.003136	   0.004086	    121.12 % .!!!.
200 4  SAWTOTH REVERSE_BA	   0.000037	   0.000604	   0.001863	   0.000675	   0.004735	   0.003023	   0.002965	   0.000821	   0.004021	     32.42 % 
200 4  _RANDOM REVERSE_BA	   0.000038	!  0.001241	!  0.001270	   0.000763	   0.004750	   0.002962	   0.002940	   0.001117	   0.004004	     97.71 % 
200 4  PLATEAU REVERSE_BA	   0.000037	   0.000241	   0.000238	   0.000217	   0.000254	   0.000652	   0.000924	   0.000259	   0.001133	    101.28 % ..
200 4  SHUFFLE REVERSE_BA	   0.000040	   0.002511	   0.002542	   0.001696	   0.006700	   0.003009	   0.002995	   0.003570	   0.004204	     98.78 % 
200 4  STAGGER SORT______	   0.000039	   0.000966	   0.000473	   0.000614	   0.000254	   0.000595	   0.000919	   0.001309	   0.000967	    204.22 % .!!!!!.
200 4  SAWTOTH SORT______	   0.000037	   0.000690	   0.000538	   0.000679	   0.000255	   0.000661	   0.000915	   0.000993	   0.001142	    128.17 % .!!!.
200 4  _RANDOM SORT______	   0.000038	   0.000713	   0.000526	   0.000715	   0.000257	   0.000634	   0.000926	   0.000985	   0.001078	    135.40 % .!!!.
200 4  PLATEAU SORT______	   0.000037	   0.000241	   0.000237	   0.000217	   0.000253	   0.000652	   0.000919	   0.000260	   0.001139	    101.89 % ..
200 4  SHUFFLE SORT______	   0.000039	   0.000864	   0.000479	   0.000597	   0.000254	   0.000599	   0.000915	   0.001111	   0.000974	    180.35 % .!!!!.
